TIMESTAMP,MUSIC34921_OPEN_PRICE_USD,MUSIC34921_HIGH_PRICE_USD,MUSIC34921_LOW_PRICE_USD,MUSIC34921_CLOSE_PRICE_USD,MUSIC34921_VOLUME_USD,MUSIC34921_DIVIDENDS_USD,MUSIC34921_STOCK_SPLITS_USD
2025-02-22 00:00:00+00:00,0.0026020000223070383,0.0029440000653266907,0.002409999957308173,0.002894999925047159,16151,0.0,0.0
2025-02-23 00:00:00+00:00,0.002894999925047159,0.003163000103086233,0.0027119999285787344,0.002870999975129962,34991,0.0,0.0
2025-02-24 00:00:00+00:00,0.002870999975129962,0.00292899995110929,0.0022899999748915434,0.0022899999748915434,23125,0.0,0.0
2025-02-25 00:00:00+00:00,0.0022899999748915434,0.002621999941766262,0.0022239999379962683,0.002621999941766262,18580,0.0,0.0
2025-02-26 00:00:00+00:00,0.002621999941766262,0.004077000077813864,0.0026209999341517687,0.0034260000102221966,102957,0.0,0.0
2025-02-27 00:00:00+00:00,0.0034260000102221966,0.007288000080734491,0.0031620000954717398,0.005119999870657921,324841,0.0,0.0
2025-02-28 00:00:00+00:00,0.005119999870657921,0.005135999992489815,0.003918000031262636,0.004763000179082155,54960,0.0,0.0
2025-03-01 00:00:00+00:00,0.004763000179082155,0.0048500001430511475,0.004220999777317047,0.004542000126093626,21772,0.0,0.0
2025-03-02 00:00:00+00:00,0.004542000126093626,0.004982000216841698,0.0038389998953789473,0.004916999954730272,46487,0.0,0.0
2025-03-03 00:00:00+00:00,0.004916999954730272,0.004916999954730272,0.0034860000014305115,0.0036230001132935286,41223,0.0,0.0
2025-03-04 00:00:00+00:00,0.0036230001132935286,0.0036230001132935286,0.003103999886661768,0.0033030000049620867,13624,0.0,0.0
2025-03-05 00:00:00+00:00,0.0033030000049620867,0.003476999932900071,0.0032019999343901873,0.003346000099554658,6118,0.0,0.0
2025-03-06 00:00:00+00:00,0.003346000099554658,0.003346000099554658,0.0022249999456107616,0.0022730000782757998,43170,0.0,0.0
2025-03-07 00:00:00+00:00,0.0022730000782757998,0.0024160000029951334,0.0020699999295175076,0.0022239999379962683,27257,0.0,0.0
