TIMESTAMP,RIPPLE_OPEN_PRICE_USD,RIPPLE_HIGH_PRICE_USD,RIPPLE_LOW_PRICE_USD,RIPPLE_CLOSE_PRICE_USD,RIPPLE_VOLUME_USD,RIPPLE_DIVIDENDS_USD,RIPPLE_STOCK_SPLITS_USD
2025-02-06 00:00:00+00:00,0.0029430000577121973,0.0031850000377744436,0.0020800000056624413,0.0021009999327361584,6088,0.0,0.0
2025-02-07 00:00:00+00:00,0.0021009999327361584,0.0028039999306201935,0.0019379999721422791,0.00216299993917346,5149,0.0,0.0
2025-02-08 00:00:00+00:00,0.0021619999315589666,0.0026179999113082886,0.0020469999872148037,0.002085000043734908,3183,0.0,0.0
2025-02-09 00:00:00+00:00,0.002085000043734908,0.0021559998858720064,0.0018560000462457538,0.001892999978736043,2307,0.0,0.0
2025-02-10 00:00:00+00:00,0.001892999978736043,0.0019460000330582261,0.001677999971434474,0.0017079999670386314,4062,0.0,0.0
2025-02-11 00:00:00+00:00,0.0017079999670386314,0.0018439999548718333,0.0016570000443607569,0.0017450000159442425,3714,0.0,0.0
2025-02-12 00:00:00+00:00,0.0017450000159442425,0.0018439999548718333,0.0013289999915286899,0.00139999995008111,4239,0.0,0.0
2025-02-13 00:00:00+00:00,0.00139999995008111,0.001551999943330884,0.0012740000383928418,0.0013170000165700912,4551,0.0,0.0
2025-02-14 00:00:00+00:00,0.0013170000165700912,0.0023300000466406345,0.0013129999861121178,0.00164899998344481,16135,0.0,0.0
2025-02-15 00:00:00+00:00,0.00164899998344481,0.0019000000320374966,0.001512999995611608,0.001617999980226159,6079,0.0,0.0
2025-02-16 00:00:00+00:00,0.0016169999726116657,0.001800999976694584,0.0014489999739453197,0.0017109999898821115,3884,0.0,0.0
2025-02-17 00:00:00+00:00,0.0017109999898821115,0.0018729999428614974,0.0015849999617785215,0.0016840000171214342,5062,0.0,0.0
2025-02-18 00:00:00+00:00,0.0016840000171214342,0.0016850000247359276,0.0014979999978095293,0.0015650000423192978,4027,0.0,0.0
2025-02-19 00:00:00+00:00,0.0015650000423192978,0.0016980000073090196,0.0015219999477267265,0.001550000044517219,3321,0.0,0.0
2025-02-20 00:00:00+00:00,0.001550000044517219,0.0015780000248923898,0.001424000016413629,0.0014519999967887998,3261,0.0,0.0
2025-02-21 00:00:00+00:00,0.0014519999967887998,0.001572999986819923,0.0013689999468624592,0.0013830000534653664,3505,0.0,0.0
