TIMESTAMP,WIT_OPEN_PRICE_USD,WIT_HIGH_PRICE_USD,WIT_LOW_PRICE_USD,WIT_CLOSE_PRICE_USD,WIT_VOLUME_USD,WIT_DIVIDENDS_USD,WIT_STOCK_SPLITS_USD
2021-12-01 00:00:00+00:00,0.056926000863313675,0.057436998933553696,0.05105200037360191,0.05227300152182579,1381648,0.0,0.0
2021-12-02 00:00:00+00:00,0.05229699984192848,0.056752000004053116,0.039159998297691345,0.04157600179314613,1727323,0.0,0.0
2021-12-03 00:00:00+00:00,0.04156000167131424,0.04499499872326851,0.03914799913764,0.041124001145362854,561512,0.0,0.0
2021-12-04 00:00:00+00:00,0.041120998561382294,0.041189998388290405,0.03156200051307678,0.03162499889731407,115497,0.0,0.0
2021-12-05 00:00:00+00:00,0.0315839983522892,0.03189399838447571,0.02957100048661232,0.02991900034248829,99952,0.0,0.0
2021-12-06 00:00:00+00:00,0.02991900034248829,0.030282000079751015,0.028359999880194664,0.028433000668883324,54823,0.0,0.0
2021-12-07 00:00:00+00:00,0.028449999168515205,0.02852500043809414,0.027979999780654907,0.028145000338554382,21283,0.0,0.0
2021-12-08 00:00:00+00:00,0.02813900075852871,0.030153999105095863,0.02796199917793274,0.029394999146461487,45076,0.0,0.0
2021-12-09 00:00:00+00:00,0.029370000585913658,0.02948799915611744,0.028551999479532242,0.028578000143170357,26589,0.0,0.0
2021-12-10 00:00:00+00:00,0.028566999360919,0.028908999636769295,0.028219999745488167,0.028387000784277916,20262,0.0,0.0
2021-12-11 00:00:00+00:00,0.02835400030016899,0.03478100150823593,0.02831299975514412,0.033987998962402344,78891,0.0,0.0
2021-12-12 00:00:00+00:00,0.03397500142455101,0.03399600088596344,0.03346100077033043,0.0336030013859272,23603,0.0,0.0
2021-12-13 00:00:00+00:00,0.033612001687288284,0.03418099880218506,0.03340600058436394,0.033810000866651535,33537,0.0,0.0
2021-12-14 00:00:00+00:00,0.03383899852633476,0.03423900157213211,0.033604998141527176,0.033782001584768295,25300,0.0,0.0
2021-12-15 00:00:00+00:00,0.03376999869942665,0.03630499914288521,0.03373799845576286,0.03602699935436249,42992,0.0,0.0
2021-12-16 00:00:00+00:00,0.036017999053001404,0.03717000037431717,0.027069000527262688,0.029495999217033386,190054,0.0,0.0
2021-12-17 00:00:00+00:00,0.0294950008392334,0.029549000784754753,0.025498000904917717,0.025591999292373657,127399,0.0,0.0
2021-12-18 00:00:00+00:00,0.025598999112844467,0.025760000571608543,0.023307999595999718,0.025150999426841736,69058,0.0,0.0
2021-12-19 00:00:00+00:00,0.02514900080859661,0.025443999096751213,0.025011999532580376,0.025383999571204185,20070,0.0,0.0
2021-12-20 00:00:00+00:00,0.025383999571204185,0.025425000116229057,0.024974999949336052,0.025093000382184982,29297,0.0,0.0
2021-12-21 00:00:00+00:00,0.025102000683546066,0.02627900056540966,0.02459000051021576,0.025071000680327415,41496,0.0,0.0
2021-12-22 00:00:00+00:00,0.02507700026035309,0.025335000827908516,0.024981999769806862,0.025093000382184982,18118,0.0,0.0
2021-12-23 00:00:00+00:00,0.02509699948132038,0.026055999100208282,0.024855000898241997,0.025762999430298805,9728,0.0,0.0
2021-12-24 00:00:00+00:00,0.02576499991118908,0.026309000328183174,0.025390999391674995,0.026220999658107758,13795,0.0,0.0
