TIMESTAMP,TROLL29505_OPEN_PRICE_USD,TROLL29505_HIGH_PRICE_USD,TROLL29505_LOW_PRICE_USD,TROLL29505_CLOSE_PRICE_USD,TROLL29505_VOLUME_USD,TROLL29505_DIVIDENDS_USD,TROLL29505_STOCK_SPLITS_USD
2024-02-22 00:00:00+00:00,,,,0.0,33115878,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,44518777,0.0,0.0
2024-02-24 00:00:00+00:00,,,,0.0,24466893,0.0,0.0
2024-02-25 00:00:00+00:00,,,,0.0,22209731,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,26742226,0.0,0.0
2024-02-27 00:00:00+00:00,,,,0.0,45364235,0.0,0.0
2024-02-28 00:00:00+00:00,,,,0.0,46696503,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,52799088,0.0,0.0
2024-03-01 00:00:00+00:00,,,,0.0,38873825,0.0,0.0
2024-03-02 00:00:00+00:00,,,,0.0,73162789,0.0,0.0
2024-03-03 00:00:00+00:00,,,,0.0,57606861,0.0,0.0
2024-03-04 00:00:00+00:00,,,,0.0,62953350,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,63366279,0.0,0.0
2024-03-06 00:00:00+00:00,,,,0.0,68815566,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,41254662,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,45151335,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,40038489,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,38495286,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,47777414,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,45076744,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,43176556,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,45987959,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,60073640,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,51114306,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,46687548,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,37984357,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,45353305,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,41507009,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,34497662,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,31250451,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,27735322,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,38545521,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,36137513,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,33331787,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,33484448,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,32266798,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,27054453,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,27413270,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,24223644,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,29219144,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,31088307,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,26033951,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,24491496,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,27172625,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,19879206,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,19891707,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,25855878,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,38664586,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,30985240,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,27615061,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,27165700,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,31027951,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,31790453,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,24446155,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,24509668,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,22135131,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,22309284,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,25001516,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,19148560,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,16302156,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,18995188,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,19396443,0.0,0.0
