,ANT,ARK,BTC,BTS,CON,DCR,DGB,DOGE,ETC,ETH,FIRO,GNO,KMD,LSK,MAID,MONA,QTUM,RLC,SC,STEEM,SYS,USDT,VERI,XEM,XRP,XWC,ZEN
ANT,1.0,0.5352476296812093,0.5576552466103507,0.5688333516117847,0.3135818157045243,0.512151854884288,0.5665236629597166,0.500377218316292,0.5225029118288577,0.6126146248798151,0.5390310987971001,0.47260111796377324,0.5466135673632234,0.5426318034062074,0.4075936553848271,0.4791198839717611,0.5767640655350692,0.5383728861322427,0.5684571742526046,0.5231011384015969,0.5144775792925106,0.1870152635020222,0.29139035486980325,0.555730297465897,0.5308548748291058,0.22143176383048158,0.5236849628079454
ARK,0.5352476296812093,1.0,0.5943318251345736,0.6208038791776836,0.358159163832761,0.5856270926805045,0.6051179705123392,0.5372103410879486,0.5807040117656829,0.6290714297745075,0.6118918914410214,0.5223204702743647,0.6682109946887655,0.6898958156217172,0.4655190225329483,0.5543853281982952,0.6406109396019081,0.5966720194541999,0.6678582782364179,0.7007045409389169,0.5886865654432536,0.1939392786381212,0.3245497626202037,0.6438759147450349,0.5772709104361556,0.22935571961230186,0.5570163179868947
BTC,0.5576552466103507,0.5943318251345736,1.0,0.6763620302140557,0.3377801771710435,0.6861237161293247,0.6751275618883549,0.665773296458123,0.6671385847794078,0.7861228413718423,0.6289097393643568,0.6150751279917118,0.6083026378561691,0.6437922178983121,0.5407601145442844,0.6426995691662739,0.6927951599594137,0.5795138207998581,0.6719528125559292,0.6102261918767581,0.5749359240144157,0.25828047181286645,0.3767175107386219,0.6392720038745405,0.6822624549167016,0.2924149219806511,0.5797108180535707
BTS,0.5688333516117847,0.6208038791776836,0.6763620302140557,1.0,0.3244179425805911,0.6079344013690319,0.6784310511317252,0.632879383792586,0.6512748303150432,0.7151923708987307,0.6564343087697468,0.564721290707121,0.6294601695923094,0.6545164186094095,0.4940086373875599,0.5842385823444514,0.7008415128873922,0.6067538683016451,0.6807271873808693,0.6321705651254278,0.5934842270513747,0.1893264543284392,0.3376906206004642,0.67750268263901,0.6702977231586996,0.2399482320554278,0.5881813379543561
CON,0.3135818157045243,0.358159163832761,0.3377801771710435,0.3244179425805911,1.0,0.34047293421283487,0.3350818609424446,0.31804285872003,0.314599285193507,0.34063544346439734,0.3316037282059456,0.3051870016561285,0.3369620807461967,0.3595080618769367,0.2881225380670319,0.31526830581549686,0.36987362418488645,0.2968506748229673,0.37497928627729266,0.3625568654412443,0.33302161548781073,0.13525105145497568,0.1670565340810888,0.3460183778928794,0.34341098699009776,0.090330727343001,0.31116724951062325
DCR,0.512151854884288,0.5856270926805045,0.6861237161293247,0.6079344013690319,0.34047293421283487,1.0,0.6115219002582899,0.5952444391949813,0.5966818865651786,0.6688120762868449,0.5864964284447999,0.5348022679516389,0.5719337084899736,0.598816248621082,0.44710130647697455,0.5545455959631695,0.6311545296521743,0.5471921754035589,0.6210111146243972,0.5794932517202386,0.5436419238929997,0.21302693392549493,0.29883470617332275,0.5995848229007379,0.5899763140570063,0.2484984783580892,0.5416779303336197
DGB,0.5665236629597166,0.6051179705123392,0.6751275618883549,0.6784310511317252,0.3350818609424446,0.6115219002582899,1.0,0.6352041832204925,0.6201208795758257,0.6920513850349658,0.6194641467157519,0.5623414446821053,0.6158915626363085,0.6328487539693142,0.4589582287255252,0.5613417886822849,0.6489226804025581,0.5851582974991631,0.7235476944481904,0.5999212569014709,0.583712382670624,0.2037573344484772,0.3314342978903419,0.6321753150205434,0.6323492111768282,0.25385018528104975,0.6072897570815036
DOGE,0.500377218316292,0.5372103410879486,0.665773296458123,0.632879383792586,0.31804285872003,0.5952444391949813,0.6352041832204925,1.0,0.6446074891083609,0.6614924287509082,0.576985068159008,0.5289904251815671,0.560553092473823,0.6097742311404458,0.4409972296313086,0.5583632441152415,0.6594642976843136,0.5655460330216123,0.6557341130954013,0.5713580532443763,0.5661746401533536,0.20368760282240242,0.3238629613461875,0.62138147878696,0.6546804987263168,0.25753901883524666,0.5531955446941271
ETC,0.5225029118288577,0.5807040117656829,0.6671385847794078,0.6512748303150432,0.314599285193507,0.5966818865651786,0.6201208795758257,0.6446074891083609,1.0,0.7485065698701382,0.6268998591437218,0.5647971167823733,0.6113620090013985,0.6390603557512505,0.44822882695453486,0.6025193604027332,0.7381482470558673,0.5763856948173701,0.6258961062158221,0.6065583244382015,0.5411638388331572,0.1997394070157796,0.33012828500543817,0.6170448752375307,0.6632983168675268,0.25956949119591316,0.570124446657674
ETH,0.6126146248798151,0.6290714297745075,0.7861228413718423,0.7151923708987307,0.34063544346439734,0.6688120762868449,0.6920513850349658,0.6614924287509082,0.7485065698701382,1.0,0.6680147606730003,0.7079232604489978,0.6441224028583721,0.6714707428807211,0.4946840721049806,0.6334470590039504,0.7655839654429978,0.6224404653225429,0.6805677283119622,0.6437007409602346,0.5931574928529223,0.22365647611726294,0.39465308553596296,0.6798840193305906,0.7452275861114696,0.29194090800656547,0.6243915873294232
