,ANT,ARK,BTC,BTS,CON,DCR,DGB,DOGE,ETC,ETH,FIRO,GNO,KMD,LSK,MAID,MONA,QTUM,RLC,SC,STEEM,SYS,USDT,VERI,XEM,XRP,XWC,ZEN
ANT,1.0,0.45578097806529283,0.5092912830679392,0.4978704386869821,0.21439895182915,0.4144322376610567,0.4921078537099852,0.43093006949435003,0.46536498572151064,0.5606546009665029,0.4828721500530363,0.4358086181953977,0.4522361530103432,0.47945669153611503,0.37802965860586535,0.404998586330938,0.513396165647498,0.4524036964837789,0.5026739973798025,0.43694227753551734,0.4240237528665985,0.08597850684155499,0.2598737139381969,0.47959321149833056,0.494674411030995,0.21946690280225678,0.46833534203648436
ARK,0.45578097806529283,1.0,0.49929452248627615,0.528583697858664,0.24753644704165023,0.4855127305243186,0.5037054154667971,0.44036354231641445,0.5015988775769112,0.5570640057128353,0.5080139492571052,0.4622815688014162,0.5824653111871837,0.5981884561134213,0.3836403556382858,0.44887446603909886,0.5424717933899378,0.49761138175667274,0.5773169386938968,0.6022754349562218,0.4755446319050576,0.06467114016210239,0.2916756407638782,0.5466692204207891,0.5148315946194642,0.2121878444367594,0.4650181307248929
BTC,0.5092912830679392,0.49929452248627615,1.0,0.639031153416517,0.25526493447746823,0.6252809978464453,0.6313575375436844,0.6263400195743812,0.6418608716134363,0.7763472814895821,0.5720509401767245,0.5837833317002551,0.5327755724447261,0.5937575437776955,0.5433551539597303,0.5898454481570998,0.6596979949750474,0.5039329155684671,0.6390757357739265,0.5378299521924289,0.4849626336078794,0.12763557357005745,0.3711308271963337,0.5963492890918767,0.6556752388663741,0.3054183840768463,0.5288518796526405
BTS,0.4978704386869821,0.528583697858664,0.639031153416517,1.0,0.22999705669093556,0.5334636447826479,0.6057114277743775,0.5622525037221369,0.6130660236631806,0.6737105560271032,0.5793510234739078,0.5150294571618347,0.5309883367746672,0.5920960279972526,0.46401485618923477,0.5215816228480532,0.6564482301119927,0.5295057831716019,0.6339361375728192,0.5487625709657593,0.482836361103547,0.08662413909024357,0.3144645969134034,0.6133651348325186,0.6192102793607035,0.22710086346692912,0.5240036475227643
CON,0.21439895182915,0.24753644704165023,0.25526493447746823,0.22999705669093556,1.0,0.22808742826596318,0.23691381313988152,0.21988169124480234,0.23284127128430154,0.2529655140773216,0.2366735075784273,0.2339962169410474,0.21940931403948802,0.24942164415577414,0.2126353145958382,0.20822792250704023,0.26356851877512866,0.20534414465757758,0.28109003847995184,0.2419282974476207,0.2260822026894295,0.09633700940741202,0.13786576874082188,0.24276758183291416,0.2517144596114399,0.08704680453243915,0.21338038418376643
DCR,0.4144322376610567,0.4855127305243186,0.6252809978464453,0.5334636447826479,0.22808742826596318,1.0,0.5215347110493261,0.5018315039720262,0.5386032477622382,0.6144217702070428,0.5133680858688027,0.48520308241251575,0.4890350832623895,0.5119888497974758,0.42407823891046104,0.48540850535083563,0.5591123746275856,0.4571432418679966,0.5485802955358607,0.4915696332614398,0.45435372663158,0.07978399517128908,0.2750612932533173,0.5234771202002829,0.5260150811153806,0.2263493119346483,0.46786260780803784
DGB,0.4921078537099852,0.5037054154667971,0.6313575375436844,0.6057114277743775,0.23691381313988152,0.5215347110493261,1.0,0.5581109534995821,0.5633352903197871,0.6491222856286241,0.5619041361714007,0.5077723883554129,0.529757120453598,0.5573886183269489,0.42171977747862255,0.5048140763645595,0.6001926755434221,0.5097545349420027,0.6553813155394415,0.51085747509933,0.49324922637843166,0.07667741697446939,0.31542510259804685,0.5820811399473669,0.5907716954394855,0.24392443553034304,0.5388462277895668
DOGE,0.43093006949435003,0.44036354231641445,0.6263400195743812,0.5622525037221369,0.21988169124480234,0.5018315039720262,0.5581109534995821,1.0,0.5863298521226616,0.6144778138259059,0.4948266655114524,0.49206425007893195,0.46635429092182723,0.5379971775627312,0.41648468617676015,0.4849884061776598,0.6002139740336774,0.46757967977228054,0.5879001884453775,0.47033686216425324,0.4617414818352763,0.10129677466562986,0.3096654773773135,0.5482574815839139,0.6005003379039769,0.25358738624904953,0.46692461532114715
ETC,0.46536498572151064,0.5015988775769112,0.6418608716134363,0.6130660236631806,0.23284127128430154,0.5386032477622382,0.5633352903197871,0.5863298521226616,1.0,0.7360682259720082,0.5728305455540629,0.5499179021170475,0.5422248951017163,0.5926924460956953,0.43823744257477526,0.553196364052318,0.701440972101816,0.4999269359447952,0.5874253586617509,0.5397145327186523,0.46994363034838726,0.08424614863284013,0.31209859597782785,0.5969637785070342,0.6549183042562845,0.2450273350281273,0.5167577525889964
ETH,0.5606546009665029,0.5570640057128353,0.7763472814895821,0.6737105560271032,0.2529655140773216,0.6144217702070428,0.6491222856286241,0.6144778138259059,0.7360682259720082,1.0,0.6129404413450423,0.6960772450093543,0.5794817398313232,0.6346691160595964,0.503561085949343,0.5882351343751551,0.7215693285994134,0.5592237013837758,0.6519588403347983,0.5788282634955497,0.5217423052229042,0.09562583807146603,0.4086714700760158,0.6393434343071424,0.7265275210135927,0.2981151953859752,0.5772060451153165
FIRO,0.4828721500530363,0.5080139492571052,0.5720509401767245,0.5793510234739078,0.2366735075784273,0.5133680858688027,0.5619041361714007,0.4948266655114524,0.5728305455540629,0.6129404413450423,1.0,0.48778155229703735,0.5336624927605602,0.5573182040554824,0.4132371097773981,0.4928120751455692,0.5899224737078005,0.5085258004088123,0.5619040409622721,0.5231976575798333,0.4847186986347255,0.08194737966375715,0.29539918560586476,0.5507707681462237,0.5670466901509836,0.24944766432257912,0.5263452602536036
