TIMESTAMP,QF_OPEN_PRICE_USD,QF_HIGH_PRICE_USD,QF_LOW_PRICE_USD,QF_CLOSE_PRICE_USD,QF_VOLUME_USD,QF_DIVIDENDS_USD,QF_STOCK_SPLITS_USD
2024-12-16 00:00:00+00:00,2.067164897918701,2.5899040699005127,1.9487069845199585,2.4168999195098877,1251,0.0,0.0
2024-12-17 00:00:00+00:00,2.4168999195098877,3.8369529247283936,2.2317519187927246,2.8144259452819824,46,0.0,0.0
2024-12-18 00:00:00+00:00,2.8144259452819824,4.252381801605225,2.7452869415283203,3.8543269634246826,1733,0.0,0.0
2024-12-19 00:00:00+00:00,3.8129661083221436,4.02423620223999,2.6217129230499268,3.444464921951294,1801,0.0,0.0
2024-12-20 00:00:00+00:00,3.440218925476074,3.767025947570801,2.4649479389190674,3.55068302154541,638,0.0,0.0
2024-12-21 00:00:00+00:00,3.55068302154541,3.5603249073028564,2.971903085708618,3.209141969680786,151,0.0,0.0
2024-12-22 00:00:00+00:00,3.209141969680786,3.6587700843811035,3.0806050300598145,3.540447950363159,476178,0.0,0.0
2024-12-23 00:00:00+00:00,3.540447950363159,4.229406833648682,3.3788609504699707,3.6510748863220215,674969,0.0,0.0
2024-12-24 00:00:00+00:00,3.6510748863220215,3.9306859970092773,3.335453987121582,3.494407892227173,364573,0.0,0.0
2024-12-25 00:00:00+00:00,3.494407892227173,3.852665901184082,3.04168701171875,3.3730390071868896,448570,0.0,0.0
2024-12-26 00:00:00+00:00,3.3730390071868896,3.3870179653167725,2.1386630535125732,3.2488040924072266,747740,0.0,0.0
2024-12-27 00:00:00+00:00,3.2488040924072266,3.25361704826355,2.3681159019470215,2.6815929412841797,432009,0.0,0.0
2024-12-28 00:00:00+00:00,2.6815929412841797,3.0440011024475098,2.5865750312805176,2.863039016723633,199651,0.0,0.0
2024-12-29 00:00:00+00:00,2.863039016723633,2.863039016723633,2.1964800357818604,2.583622932434082,592772,0.0,0.0
2024-12-30 00:00:00+00:00,2.583622932434082,2.982728958129883,2.5785510540008545,2.610776901245117,212813,0.0,0.0
2024-12-31 00:00:00+00:00,2.610776901245117,2.7589240074157715,2.344507932662964,2.668739080429077,241057,0.0,0.0
2025-01-01 00:00:00+00:00,2.668739080429077,2.8155899047851562,2.514846086502075,2.683720111846924,147881,0.0,0.0
2025-01-02 00:00:00+00:00,2.683720111846924,3.521087884902954,2.5077130794525146,3.5182418823242188,361396,0.0,0.0
2025-01-03 00:00:00+00:00,3.5182418823242188,4.193841934204102,3.2705440521240234,3.783207893371582,473992,0.0,0.0
2025-01-04 00:00:00+00:00,3.783207893371582,4.3512701988220215,3.7772560119628906,4.149714946746826,435022,0.0,0.0
2025-01-05 00:00:00+00:00,4.149714946746826,4.17720890045166,3.577531099319458,3.7713210582733154,337704,0.0,0.0
2025-01-06 00:00:00+00:00,3.7713210582733154,3.7713210582733154,3.1410748958587646,3.2164390087127686,326809,0.0,0.0
2025-01-07 00:00:00+00:00,3.2164390087127686,4.245869159698486,3.2099549770355225,3.7367711067199707,623843,0.0,0.0
2025-01-08 00:00:00+00:00,3.7367711067199707,3.7568299770355225,3.334383010864258,3.4737958908081055,255122,0.0,0.0
2025-01-09 00:00:00+00:00,3.4737958908081055,3.5542829036712646,2.9709279537200928,3.1714489459991455,237565,0.0,0.0
2025-01-10 00:00:00+00:00,3.1714489459991455,3.176867961883545,2.8024730682373047,2.835223913192749,241758,0.0,0.0
2025-01-11 00:00:00+00:00,2.835223913192749,3.1196460723876953,2.7031280994415283,2.705456018447876,188097,0.0,0.0
2025-01-12 00:00:00+00:00,2.705456018447876,2.74514102935791,2.4392569065093994,2.6902248859405518,139185,0.0,0.0
2025-01-13 00:00:00+00:00,2.6403849124908447,2.841315984725952,2.2865090370178223,2.8353729248046875,187088,0.0,0.0
2025-01-14 00:00:00+00:00,2.8353729248046875,3.3656558990478516,2.8353729248046875,2.859225034713745,187565,0.0,0.0
2025-01-15 00:00:00+00:00,2.859225034713745,3.0597119331359863,2.660214900970459,2.9760549068450928,226935,0.0,0.0
2025-01-16 00:00:00+00:00,2.9760549068450928,3.151310920715332,2.6180500984191895,2.648221969604492,172070,0.0,0.0
2025-01-17 00:00:00+00:00,2.648221969604492,3.073470115661621,2.648221969604492,3.06986403465271,158385,0.0,0.0
2025-01-18 00:00:00+00:00,3.06986403465271,3.119584083557129,2.4413490295410156,2.687640905380249,225068,0.0,0.0
2025-01-19 00:00:00+00:00,2.687640905380249,2.7082879543304443,2.1215310096740723,2.1769490242004395,361303,0.0,0.0
2025-01-20 00:00:00+00:00,2.1769490242004395,2.6257400512695312,2.1717889308929443,2.3300089836120605,148893,0.0,0.0
2025-01-21 00:00:00+00:00,2.3300089836120605,2.5664560794830322,2.182244062423706,2.51652193069458,187957,0.0,0.0
2025-01-22 00:00:00+00:00,2.51652193069458,2.6242730617523193,2.310352087020874,2.479659080505371,163315,0.0,0.0
2025-01-23 00:00:00+00:00,2.479659080505371,2.479659080505371,2.044569969177246,2.296916961669922,262790,0.0,0.0
2025-01-24 00:00:00+00:00,2.296916961669922,2.436599016189575,2.1397290229797363,2.145289897918701,95792,0.0,0.0
2025-01-25 00:00:00+00:00,2.145289897918701,2.4549520015716553,2.0857410430908203,2.401447057723999,109223,0.0,0.0
2025-01-26 00:00:00+00:00,2.401447057723999,2.401447057723999,2.0319910049438477,2.0461690425872803,131755,0.0,0.0
2025-01-27 00:00:00+00:00,2.0461690425872803,2.0461690425872803,1.4886000156402588,1.7793710231781006,370890,0.0,0.0
2025-01-28 00:00:00+00:00,1.7793710231781006,1.901381015777588,1.4633389711380005,1.6643569469451904,159482,0.0,0.0
2025-01-29 00:00:00+00:00,1.6643569469451904,1.9870929718017578,1.4367430210113525,1.9490690231323242,221092,0.0,0.0
2025-01-30 00:00:00+00:00,1.9490690231323242,2.0641350746154785,1.5946509838104248,1.8233250379562378,258484,0.0,0.0
2025-01-31 00:00:00+00:00,1.8233250379562378,2.427273988723755,1.8227969408035278,2.349569082260132,144853,0.0,0.0
2025-02-01 00:00:00+00:00,2.349569082260132,2.482058048248291,1.7008860111236572,1.9574660062789917,309085,0.0,0.0
2025-02-02 00:00:00+00:00,1.9574660062789917,1.980828046798706,1.5886609554290771,1.7648439407348633,147705,0.0,0.0
2025-02-03 00:00:00+00:00,1.7648439407348633,2.116292953491211,1.3252229690551758,2.0944581031799316,203479,0.0,0.0
2025-02-04 00:00:00+00:00,2.0944581031799316,2.103005886077881,1.5232449769973755,1.8735040426254272,190268,0.0,0.0
2025-02-05 00:00:00+00:00,1.8735040426254272,1.9462519884109497,1.8175400495529175,1.8908610343933105,80003,0.0,0.0
2025-02-06 00:00:00+00:00,1.8908610343933105,1.984349012374878,1.5116610527038574,1.5548709630966187,143929,0.0,0.0
2025-02-07 00:00:00+00:00,1.5548709630966187,1.7386139631271362,1.3982189893722534,1.438966989517212,131440,0.0,0.0
2025-02-08 00:00:00+00:00,1.438966989517212,1.4740149974822998,1.3868000507354736,1.4021470546722412,63790,0.0,0.0
2025-02-09 00:00:00+00:00,1.4021470546722412,1.5394439697265625,1.3915220499038696,1.5394439697265625,85857,0.0,0.0
2025-02-10 00:00:00+00:00,1.5394439697265625,1.814916968345642,1.5394439697265625,1.801416039466858,66757,0.0,0.0
2025-02-11 00:00:00+00:00,1.801416039466858,1.847406029701233,1.5692479610443115,1.581699013710022,50910,0.0,0.0
