TIMESTAMP,DOBUY_OPEN_PRICE_USD,DOBUY_HIGH_PRICE_USD,DOBUY_LOW_PRICE_USD,DOBUY_CLOSE_PRICE_USD,DOBUY_VOLUME_USD,DOBUY_DIVIDENDS_USD,DOBUY_STOCK_SPLITS_USD
2024-11-29 00:00:00+00:00,0.46531999111175537,0.5278090238571167,0.3901529908180237,0.41807401180267334,2496438,0.0,0.0
2024-11-30 00:00:00+00:00,0.41807401180267334,0.4206030070781708,0.3901970088481903,0.408627986907959,2669216,0.0,0.0
2024-12-01 00:00:00+00:00,0.408627986907959,0.43103599548339844,0.16356700658798218,0.16363899409770966,2516004,0.0,0.0
2024-12-02 00:00:00+00:00,0.16363899409770966,0.36028701066970825,0.16363899409770966,0.3198939859867096,2532998,0.0,0.0
2024-12-03 00:00:00+00:00,0.3198939859867096,0.326229989528656,0.30254900455474854,0.30710500478744507,823807,0.0,0.0
2024-12-04 00:00:00+00:00,0.30710500478744507,0.31712400913238525,0.3002130091190338,0.3036859929561615,2670139,0.0,0.0
2024-12-05 00:00:00+00:00,0.3036859929561615,0.3036859929561615,0.2945759892463684,0.30149000883102417,1047209,0.0,0.0
2024-12-06 00:00:00+00:00,0.3019709885120392,0.3339180052280426,0.29671698808670044,0.2994219958782196,2626812,0.0,0.0
2024-12-07 00:00:00+00:00,0.2994219958782196,0.3033300042152405,0.28311601281166077,0.28757500648498535,2059271,0.0,0.0
2024-12-08 00:00:00+00:00,0.2883149981498718,0.2883540093898773,0.2830440104007721,0.28317999839782715,2250993,0.0,0.0
2024-12-09 00:00:00+00:00,0.28317999839782715,0.2833699882030487,0.23726899921894073,0.2475380003452301,2617960,0.0,0.0
2024-12-10 00:00:00+00:00,0.2475380003452301,0.25187599658966064,0.23857900500297546,0.24562300741672516,2079175,0.0,0.0
2024-12-11 00:00:00+00:00,0.24562300741672516,0.2471659928560257,0.22752800583839417,0.23671600222587585,2554101,0.0,0.0
2024-12-12 00:00:00+00:00,0.23671600222587585,0.23865200579166412,0.22746700048446655,0.2290560007095337,2147761,0.0,0.0
2024-12-13 00:00:00+00:00,0.2290560007095337,0.23399600386619568,0.22751300036907196,0.23348799347877502,2307844,0.0,0.0
2024-12-14 00:00:00+00:00,0.23348799347877502,0.24503499269485474,0.17518800497055054,0.24337700009346008,5408243,0.0,0.0
2024-12-15 00:00:00+00:00,0.24337700009346008,0.24569599330425262,0.24031400680541992,0.24343900382518768,5337144,0.0,0.0
2024-12-16 00:00:00+00:00,0.24343900382518768,0.34997400641441345,0.07555600255727768,0.24677200615406036,5054413,0.0,0.0
