TIMESTAMP,QWEN_OPEN_PRICE_USD,QWEN_HIGH_PRICE_USD,QWEN_LOW_PRICE_USD,QWEN_CLOSE_PRICE_USD,QWEN_VOLUME_USD,QWEN_DIVIDENDS_USD,QWEN_STOCK_SPLITS_USD
2025-03-25 00:00:00+00:00,,,,0.0,45,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,134,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,102,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,47,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,63,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,23,0.0,0.0
2025-06-01 00:00:00+00:00,9.86859994222232e-14,9.890611279202849e-14,9.86859994222232e-14,9.890611279202849e-14,4,0.0,0.0
