,LTC
QTUM,0.00125525762108825
LSK,0.00246292036614995
ETH,0.0069630284071921
XRP,0.01134086225365805
XMR,0.012062452128216099
DOGE,0.018603184955094
ETC,0.0201622259880486
KMD,0.02766106749806575
PIVX,0.0364920291151631
ARK,0.042437846580102495
XEM,0.10211408883140904
GNO,0.1174410837602976
BAT,0.12350190460963151
ZEN,0.12422101775662735
XLM,0.1341771449136995
BTS,0.20726460871710164
WAVES,0.21042907700002594
FIRO,0.21198031904344988
SYS,0.24269464734010554
STEEM,0.2690004055779943
BTC,0.2762040508523088
DGB,0.2855438155623735
SC,0.328614513474494
RLC,0.35688497466924907
DCR,0.37013992739458595
DASH,0.508082917667526
ANT,0.5256502907646428
ZEC,0.5869384479396098
LUNC,0.6176184415938719
GAS,0.640734223894039
MIOTA,0.7367845169147234
