TIMESTAMP,GIDDY_OPEN_PRICE_USD,GIDDY_HIGH_PRICE_USD,GIDDY_LOW_PRICE_USD,GIDDY_CLOSE_PRICE_USD,GIDDY_VOLUME_USD,GIDDY_DIVIDENDS_USD,GIDDY_STOCK_SPLITS_USD
2024-01-12 00:00:00+00:00,0.0023799999617040157,0.0024309998843818903,0.002377999946475029,0.002386000007390976,27638,0.0,0.0
2024-01-13 00:00:00+00:00,0.002386000007390976,0.0024800000246614218,0.002386000007390976,0.0024790000170469284,22807,0.0,0.0
2024-01-14 00:00:00+00:00,0.0024790000170469284,0.0025369999930262566,0.0024679999332875013,0.0025019999593496323,23334,0.0,0.0
2024-01-15 00:00:00+00:00,0.0025019999593496323,0.0025339999701827765,0.002500999951735139,0.002517000073567033,8654,0.0,0.0
2024-01-16 00:00:00+00:00,0.002518000081181526,0.0025579999200999737,0.002512000035494566,0.0025569999124854803,12152,0.0,0.0
2024-01-17 00:00:00+00:00,0.0025530001148581505,0.002560999942943454,0.0025369999930262566,0.0025369999930262566,15680,0.0,0.0
2024-01-18 00:00:00+00:00,0.0025369999930262566,0.0025450000539422035,0.0024530000519007444,0.002495999913662672,31785,0.0,0.0
2024-01-19 00:00:00+00:00,0.002495999913662672,0.0025140000507235527,0.0024689999409019947,0.002503999974578619,13219,0.0,0.0
2024-01-20 00:00:00+00:00,0.002503999974578619,0.0025160000659525394,0.002500999951735139,0.0025130000431090593,3566,0.0,0.0
2024-01-21 00:00:00+00:00,0.0025130000431090593,0.0025400000158697367,0.0025059999898076057,0.0025289999321103096,8216,0.0,0.0
2024-01-22 00:00:00+00:00,0.0025289999321103096,0.0025289999321103096,0.002445999998599291,0.002445999998599291,15920,0.0,0.0
2024-01-23 00:00:00+00:00,0.002445999998599291,0.002461999887600541,0.002400999888777733,0.0024449999909847975,16011,0.0,0.0
2024-01-24 00:00:00+00:00,0.0024449999909847975,0.002457000082358718,0.0024319998919963837,0.002440999960526824,8766,0.0,0.0
2024-01-25 00:00:00+00:00,0.002440999960526824,0.002471999963745475,0.0024389999452978373,0.0024689999409019947,18512,0.0,0.0
2024-01-26 00:00:00+00:00,0.0024689999409019947,0.0026920000091195107,0.0024689999409019947,0.0026920000091195107,60742,0.0,0.0
