TIMESTAMP,LTD32767_OPEN_PRICE_USD,LTD32767_HIGH_PRICE_USD,LTD32767_LOW_PRICE_USD,LTD32767_CLOSE_PRICE_USD,LTD32767_VOLUME_USD,LTD32767_DIVIDENDS_USD,LTD32767_STOCK_SPLITS_USD
2024-08-29 00:00:00+00:00,5.6000000768108293e-05,6.800000119255856e-05,3.199999991920777e-05,4.400000034365803e-05,1865332,0.0,0.0
2024-08-30 00:00:00+00:00,4.400000034365803e-05,5.500000042957254e-05,1.4000000192027073e-05,1.4999999621068127e-05,1599624,0.0,0.0
2024-08-31 00:00:00+00:00,1.4999999621068127e-05,3.099999958067201e-05,1.2999999853491317e-05,2.8000000384054147e-05,1085475,0.0,0.0
2024-09-01 00:00:00+00:00,2.700000004551839e-05,5.999999848427251e-05,2.700000004551839e-05,4.199999966658652e-05,2016842,0.0,0.0
2024-09-02 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,2.099999983329326e-05,2.4000000848900527e-05,1171388,0.0,0.0
2024-09-03 00:00:00+00:00,2.700000004551839e-05,2.8000000384054147e-05,1.8999999156221747e-05,2.5999999706982635e-05,1194325,0.0,0.0
2024-09-04 00:00:00+00:00,2.499999936844688e-05,2.9999999242136255e-05,2.2000000171829015e-05,2.2000000171829015e-05,932800,0.0,0.0
2024-09-05 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.8000000636675395e-05,1.8999999156221747e-05,1020138,0.0,0.0
2024-09-06 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.4000000192027073e-05,1.4999999621068127e-05,953649,0.0,0.0
2024-09-07 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.2999999853491317e-05,1.2999999853491317e-05,1042885,0.0,0.0
2024-09-08 00:00:00+00:00,1.2999999853491317e-05,1.700000029813964e-05,1.2999999853491317e-05,1.4999999621068127e-05,918458,0.0,0.0
2024-09-09 00:00:00+00:00,1.5999999959603883e-05,1.8999999156221747e-05,1.4000000192027073e-05,1.8999999156221747e-05,1054864,0.0,0.0
2024-09-10 00:00:00+00:00,1.8999999156221747e-05,2.300000051036477e-05,1.4999999621068127e-05,1.8000000636675395e-05,487610,0.0,0.0
2024-09-11 00:00:00+00:00,1.8000000636675395e-05,2.2000000171829015e-05,1.4999999621068127e-05,1.9999999494757503e-05,391674,0.0,0.0
2024-09-12 00:00:00+00:00,1.9999999494757503e-05,2.9000000722589903e-05,1.8999999156221747e-05,2.2000000171829015e-05,799360,0.0,0.0
2024-09-13 00:00:00+00:00,1.9999999494757503e-05,2.2000000171829015e-05,1.700000029813964e-05,1.700000029813964e-05,611547,0.0,0.0
2024-09-14 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.8000000636675395e-05,601564,0.0,0.0
2024-09-15 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.4999999621068127e-05,1.5999999959603883e-05,584142,0.0,0.0
2024-09-16 00:00:00+00:00,1.700000029813964e-05,2.5999999706982635e-05,1.5999999959603883e-05,1.8999999156221747e-05,633996,0.0,0.0
2024-09-17 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.700000029813964e-05,675250,0.0,0.0
2024-09-18 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.2999999853491317e-05,1.2999999853491317e-05,407941,0.0,0.0
2024-09-19 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.4000000192027073e-05,656126,0.0,0.0
2024-09-20 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.4000000192027073e-05,512166,0.0,0.0
2024-09-21 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.1000000085914508e-05,1.1000000085914508e-05,537702,0.0,0.0
2024-09-22 00:00:00+00:00,1.1000000085914508e-05,1.4000000192027073e-05,1.1000000085914508e-05,1.4000000192027073e-05,593485,0.0,0.0
2024-09-23 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.1000000085914508e-05,1.2000000424450263e-05,520986,0.0,0.0
2024-09-24 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,9.000000318337698e-06,9.999999747378752e-06,396082,0.0,0.0
2024-09-25 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,274622,0.0,0.0
2024-09-26 00:00:00+00:00,9.999999747378752e-06,1.2000000424450263e-05,9.999999747378752e-06,1.1000000085914508e-05,281887,0.0,0.0
2024-09-27 00:00:00+00:00,1.1000000085914508e-05,1.4000000192027073e-05,1.1000000085914508e-05,1.4000000192027073e-05,281612,0.0,0.0
2024-09-28 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.4000000192027073e-05,1.4000000192027073e-05,220126,0.0,0.0
2024-09-29 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.2999999853491317e-05,317881,0.0,0.0
2024-09-30 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.4000000192027073e-05,290610,0.0,0.0
2024-10-01 00:00:00+00:00,1.4000000192027073e-05,1.5999999959603883e-05,1.2999999853491317e-05,1.4000000192027073e-05,245665,0.0,0.0
2024-10-02 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2000000424450263e-05,214049,0.0,0.0
2024-10-03 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.2000000424450263e-05,201104,0.0,0.0
2024-10-04 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,9.000000318337698e-06,9.000000318337698e-06,253841,0.0,0.0
2024-10-05 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,9.000000318337698e-06,9.999999747378752e-06,233854,0.0,0.0
2024-10-06 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,9.000000318337698e-06,9.999999747378752e-06,230266,0.0,0.0
2024-10-07 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.999999747378752e-06,225607,0.0,0.0
2024-10-08 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,7.000000096013537e-06,7.000000096013537e-06,282954,0.0,0.0
2024-10-09 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,206998,0.0,0.0
2024-10-10 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,228667,0.0,0.0
2024-10-11 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,126603,0.0,0.0
2024-10-12 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,139872,0.0,0.0
2024-10-13 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,98324,0.0,0.0
2024-10-14 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,121383,0.0,0.0
2024-10-15 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,119043,0.0,0.0
2024-10-16 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,69132,0.0,0.0
2024-10-17 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,75409,0.0,0.0
2024-10-18 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,60823,0.0,0.0
2024-10-19 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,75093,0.0,0.0
2024-10-20 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,96895,0.0,0.0
2024-10-21 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,9.000000318337698e-06,9.999999747378752e-06,71553,0.0,0.0
2024-10-22 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,71324,0.0,0.0
2024-10-23 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.000000096013537e-06,7.000000096013537e-06,95448,0.0,0.0
2024-10-24 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,68075,0.0,0.0
2024-10-25 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,60911,0.0,0.0
2024-10-26 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,60888,0.0,0.0
2024-10-27 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,59406,0.0,0.0
2024-10-28 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,64125,0.0,0.0
2024-10-29 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,68400,0.0,0.0
2024-10-30 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,69504,0.0,0.0
2024-10-31 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,82059,0.0,0.0
2024-11-01 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,76199,0.0,0.0
2024-11-02 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,69208,0.0,0.0
2024-11-03 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,62827,0.0,0.0
2024-11-04 00:00:00+00:00,6.000000212225132e-06,9.000000318337698e-06,6.000000212225132e-06,6.000000212225132e-06,65573,0.0,0.0
2024-11-05 00:00:00+00:00,6.000000212225132e-06,9.000000318337698e-06,6.000000212225132e-06,6.000000212225132e-06,64487,0.0,0.0
2024-11-06 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,79235,0.0,0.0
2024-11-07 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,104895,0.0,0.0
2024-11-08 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,82915,0.0,0.0
2024-11-09 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,75887,0.0,0.0
2024-11-10 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,82229,0.0,0.0
2024-11-11 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,77823,0.0,0.0
2024-11-12 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,243975,0.0,0.0
2024-11-13 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,266279,0.0,0.0
2024-11-14 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,253826,0.0,0.0
2024-11-15 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,258269,0.0,0.0
2024-11-16 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,262769,0.0,0.0
2024-11-17 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,260786,0.0,0.0
2024-11-18 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,299525,0.0,0.0
2024-11-19 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,7.000000096013537e-06,9.000000318337698e-06,301660,0.0,0.0
2024-11-20 00:00:00+00:00,9.000000318337698e-06,1.1000000085914508e-05,9.000000318337698e-06,9.999999747378752e-06,334215,0.0,0.0
2024-11-21 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,295564,0.0,0.0
