TIMESTAMP,SDN_OPEN_PRICE_USD,SDN_HIGH_PRICE_USD,SDN_LOW_PRICE_USD,SDN_CLOSE_PRICE_USD,SDN_VOLUME_USD,SDN_DIVIDENDS_USD,SDN_STOCK_SPLITS_USD
2021-08-30 00:00:00+00:00,4.7536139488220215,6.821990013122559,4.650897026062012,5.02419900894165,53815239,0.0,0.0
2021-08-31 00:00:00+00:00,5.018590927124023,6.300510883331299,4.822826862335205,5.3027238845825195,38781261,0.0,0.0
2021-09-01 00:00:00+00:00,5.298564910888672,5.31373405456543,4.199766159057617,4.580094814300537,18187943,0.0,0.0
2021-09-02 00:00:00+00:00,4.588720798492432,6.413486957550049,4.459722995758057,5.873891830444336,37493766,0.0,0.0
2021-09-03 00:00:00+00:00,5.876777172088623,7.0272321701049805,5.524429798126221,6.551330089569092,25517621,0.0,0.0
2021-09-04 00:00:00+00:00,6.533899784088135,6.608101844787598,5.602755069732666,5.602755069732666,12220797,0.0,0.0
2021-09-05 00:00:00+00:00,5.633307933807373,5.826290130615234,5.330327033996582,5.444431781768799,12102178,0.0,0.0
2021-09-06 00:00:00+00:00,5.443441867828369,5.625837802886963,5.0268731117248535,5.064551830291748,8529370,0.0,0.0
2021-09-07 00:00:00+00:00,5.064515113830566,5.451990127563477,4.0655999183654785,4.13480281829834,12341841,0.0,0.0
2021-09-08 00:00:00+00:00,4.1333909034729,4.554938793182373,3.8664779663085938,4.494503021240234,8095207,0.0,0.0
2021-09-09 00:00:00+00:00,4.384521961212158,5.22222900390625,4.357612133026123,4.933372974395752,9567674,0.0,0.0
2021-09-10 00:00:00+00:00,4.930171966552734,5.13306188583374,4.405882835388184,4.702085971832275,8855562,0.0,0.0
2021-09-11 00:00:00+00:00,4.699312210083008,8.411588668823242,4.696572780609131,7.295331001281738,70599229,0.0,0.0
2021-09-12 00:00:00+00:00,7.306722164154053,8.353863716125488,6.5380730628967285,7.414364814758301,34055950,0.0,0.0
2021-09-13 00:00:00+00:00,7.422932147979736,7.702674865722656,6.0233049392700195,6.783060073852539,27350998,0.0,0.0
2021-09-14 00:00:00+00:00,6.787622928619385,7.720358848571777,6.515711784362793,7.019925117492676,18202162,0.0,0.0
2021-09-15 00:00:00+00:00,7.018768787384033,7.544861793518066,6.859607219696045,7.043642997741699,10720280,0.0,0.0
2021-09-16 00:00:00+00:00,7.047000885009766,7.230628967285156,6.479568958282471,6.626849174499512,13163274,0.0,0.0
2021-09-17 00:00:00+00:00,6.623369216918945,6.708357810974121,5.757242202758789,5.7738938331604,6778142,0.0,0.0
2021-09-18 00:00:00+00:00,5.774127006530762,6.300968170166016,5.749337196350098,5.983678817749023,5865500,0.0,0.0
2021-09-19 00:00:00+00:00,5.98500919342041,6.211030960083008,5.811089038848877,5.861626148223877,3935335,0.0,0.0
2021-09-20 00:00:00+00:00,5.869976997375488,5.925388813018799,4.83724308013916,4.839242935180664,8218835,0.0,0.0
2021-09-21 00:00:00+00:00,4.835268974304199,5.653229236602783,4.759981155395508,4.85679817199707,7780289,0.0,0.0
2021-09-22 00:00:00+00:00,4.866970062255859,5.705958843231201,4.866970062255859,5.6794281005859375,7582518,0.0,0.0
2021-09-23 00:00:00+00:00,5.679551124572754,6.465297222137451,5.550340175628662,6.140288829803467,11171630,0.0,0.0
2021-09-24 00:00:00+00:00,6.140513896942139,6.223173141479492,5.061118125915527,5.538656234741211,11691089,0.0,0.0
2021-09-25 00:00:00+00:00,5.550156116485596,5.552290916442871,5.053893089294434,5.197751998901367,6372686,0.0,0.0
2021-09-26 00:00:00+00:00,5.1976399421691895,5.244389057159424,4.508628845214844,5.063107967376709,9737830,0.0,0.0
2021-09-27 00:00:00+00:00,5.062804222106934,5.648752212524414,5.041769981384277,5.298664093017578,12074965,0.0,0.0
2021-09-28 00:00:00+00:00,5.299254894256592,5.475550174713135,4.738891124725342,4.853824138641357,10645967,0.0,0.0
2021-09-29 00:00:00+00:00,4.8537278175354,5.1516499519348145,4.780930995941162,4.914494037628174,7370812,0.0,0.0
2021-09-30 00:00:00+00:00,4.9158711433410645,5.072251796722412,4.865583896636963,4.96898078918457,6100598,0.0,0.0
2021-10-01 00:00:00+00:00,4.969807147979736,5.201214790344238,4.9009809494018555,5.1235809326171875,4734446,0.0,0.0
