TIMESTAMP,KNOT34632_OPEN_PRICE_USD,KNOT34632_HIGH_PRICE_USD,KNOT34632_LOW_PRICE_USD,KNOT34632_CLOSE_PRICE_USD,KNOT34632_VOLUME_USD,KNOT34632_DIVIDENDS_USD,KNOT34632_STOCK_SPLITS_USD
2025-01-31 00:00:00+00:00,0.0014649999793618917,0.001563000027090311,0.001183000043965876,0.0013589999871328473,67566,0.0,0.0
2025-02-01 00:00:00+00:00,0.0013589999871328473,0.0018159999744966626,0.0013589999871328473,0.0017340000486001372,187030,0.0,0.0
2025-02-02 00:00:00+00:00,0.0017340000486001372,0.0017379999626427889,0.0011210000375285745,0.0012870000209659338,90212,0.0,0.0
2025-02-03 00:00:00+00:00,0.0012870000209659338,0.0016850000247359276,0.0011709999525919557,0.0016319999704137444,42453,0.0,0.0
2025-02-04 00:00:00+00:00,0.0016319999704137444,0.001715000020340085,0.0012499999720603228,0.0012959999730810523,78033,0.0,0.0
2025-02-05 00:00:00+00:00,0.0012959999730810523,0.0013360000448301435,0.0011889999732375145,0.0011909999884665012,36589,0.0,0.0
2025-02-06 00:00:00+00:00,0.0011909999884665012,0.0013539999490603805,0.0011180000146850944,0.0011230000527575612,28052,0.0,0.0
2025-02-07 00:00:00+00:00,0.0011230000527575612,0.0011879999656230211,0.0009689999860711396,0.0010689999908208847,61613,0.0,0.0
2025-02-08 00:00:00+00:00,0.0010689999908208847,0.0010710000060498714,0.0007730000070296228,0.0008110000053420663,72271,0.0,0.0
2025-02-09 00:00:00+00:00,0.0008110000053420663,0.0008110000053420663,0.0006910000229254365,0.0007050000131130219,52847,0.0,0.0
2025-02-10 00:00:00+00:00,0.0007050000131130219,0.0007249999907799065,0.000661000027321279,0.0007099999929778278,22200,0.0,0.0
2025-02-11 00:00:00+00:00,0.0007099999929778278,0.0007329999934881926,0.0006699999794363976,0.0006880000000819564,7121,0.0,0.0
2025-02-12 00:00:00+00:00,0.0006880000000819564,0.0007130000158213079,0.0006179999909363687,0.0006360000115819275,15550,0.0,0.0
2025-02-13 00:00:00+00:00,0.0006360000115819275,0.0006399999838322401,0.0004440000047907233,0.00046999999904073775,29510,0.0,0.0
2025-02-14 00:00:00+00:00,0.00046999999904073775,0.0005440000095404685,0.00046999999904073775,0.0004939999780617654,7988,0.0,0.0
2025-02-15 00:00:00+00:00,0.0004939999780617654,0.0004939999780617654,0.0004360000020824373,0.00043700000969693065,5148,0.0,0.0
2025-02-16 00:00:00+00:00,0.00043700000969693065,0.0004820000031031668,0.0004220000118948519,0.0004220000118948519,14802,0.0,0.0
2025-02-17 00:00:00+00:00,0.0004220000118948519,0.0004239999980200082,0.00032900000223889947,0.00033999999868683517,13552,0.0,0.0
2025-02-18 00:00:00+00:00,0.00033999999868683517,0.00038499999209307134,0.0003349999897181988,0.00035600000410340726,6948,0.0,0.0
2025-02-19 00:00:00+00:00,0.00035600000410340726,0.0004689999914262444,0.0003490000090096146,0.00046099998871795833,18444,0.0,0.0
2025-02-20 00:00:00+00:00,0.00046099998871795833,0.0005929999751970172,0.0004569999873638153,0.0004970000009052455,31766,0.0,0.0
2025-02-21 00:00:00+00:00,0.0004970000009052455,0.0005029999883845448,0.00038300000596791506,0.00038499999209307134,13924,0.0,0.0
