TIMESTAMP,HELIOS_OPEN_PRICE_USD,HELIOS_HIGH_PRICE_USD,HELIOS_LOW_PRICE_USD,HELIOS_CLOSE_PRICE_USD,HELIOS_VOLUME_USD,HELIOS_DIVIDENDS_USD,HELIOS_STOCK_SPLITS_USD
2021-09-15 00:00:00+00:00,,,,0.0,543090,0.0,0.0
2021-09-16 00:00:00+00:00,,,,0.0,253799,0.0,0.0
2021-09-17 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,1382411,0.0,0.0
2021-09-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,715454,0.0,0.0
2021-09-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,382867,0.0,0.0
2021-09-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,830442,0.0,0.0
2021-09-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,202725,0.0,0.0
2021-09-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,289302,0.0,0.0
2021-09-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,179728,0.0,0.0
2021-09-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,594333,0.0,0.0
2021-09-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,70087,0.0,0.0
2021-09-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,143192,0.0,0.0
2021-09-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,188133,0.0,0.0
2021-09-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,262798,0.0,0.0
2021-09-29 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,168252,0.0,0.0
2021-09-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,110499,0.0,0.0
2021-10-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,85841,0.0,0.0
2021-10-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,67894,0.0,0.0
2021-10-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,306981,0.0,0.0
2021-10-04 00:00:00+00:00,,,,0.0,53164,0.0,0.0
2021-10-05 00:00:00+00:00,,,,0.0,169508,0.0,0.0
2021-10-06 00:00:00+00:00,,,,0.0,188660,0.0,0.0
2021-10-07 00:00:00+00:00,,,,0.0,171623,0.0,0.0
2021-10-08 00:00:00+00:00,,,,0.0,81580,0.0,0.0
2021-10-09 00:00:00+00:00,,,,0.0,57767,0.0,0.0
2021-10-10 00:00:00+00:00,,,,0.0,113399,0.0,0.0
2021-10-11 00:00:00+00:00,,,,0.0,541383,0.0,0.0
2021-10-12 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,202726,0.0,0.0
2021-10-13 00:00:00+00:00,,,,0.0,101071,0.0,0.0
2021-10-14 00:00:00+00:00,,,,0.0,194720,0.0,0.0
2021-10-15 00:00:00+00:00,,,,0.0,186829,0.0,0.0
2021-10-16 00:00:00+00:00,,,,0.0,78558,0.0,0.0
2021-10-17 00:00:00+00:00,,,,0.0,76591,0.0,0.0
2021-10-18 00:00:00+00:00,,,,0.0,35263,0.0,0.0
2021-10-19 00:00:00+00:00,,,,0.0,140503,0.0,0.0
2021-10-20 00:00:00+00:00,,,,0.0,93540,0.0,0.0
2021-10-21 00:00:00+00:00,,,,0.0,99711,0.0,0.0
2021-10-22 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,466104,0.0,0.0
2021-10-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,140761,0.0,0.0
2021-10-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,324978,0.0,0.0
2021-10-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,202460,0.0,0.0
2021-10-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,173511,0.0,0.0
