TIMESTAMP,PDT_OPEN_PRICE_USD,PDT_HIGH_PRICE_USD,PDT_LOW_PRICE_USD,PDT_CLOSE_PRICE_USD,PDT_VOLUME_USD,PDT_DIVIDENDS_USD,PDT_STOCK_SPLITS_USD
2022-02-01 00:00:00+00:00,0.3883880078792572,0.39468199014663696,0.3883880078792572,0.39022400975227356,887377,0.0,0.0
2022-02-02 00:00:00+00:00,0.39022499322891235,0.4089739918708801,0.35340699553489685,0.3721669912338257,1223237,0.0,0.0
2022-02-03 00:00:00+00:00,0.3721669912338257,0.3890739977359772,0.3257159888744354,0.37268000841140747,1418848,0.0,0.0
2022-02-04 00:00:00+00:00,0.37268000841140747,0.40452298521995544,0.35795700550079346,0.39893800020217896,672576,0.0,0.0
2022-02-05 00:00:00+00:00,0.3989410102367401,0.41204598546028137,0.3939000070095062,0.39900198578834534,405567,0.0,0.0
2022-02-06 00:00:00+00:00,0.39900100231170654,0.4020389914512634,0.3788929879665375,0.3880079984664917,324855,0.0,0.0
2022-02-07 00:00:00+00:00,0.38801199197769165,0.3896709978580475,0.34546101093292236,0.35117900371551514,955456,0.0,0.0
2022-02-08 00:00:00+00:00,0.35117900371551514,0.3904930055141449,0.3201110064983368,0.3467999994754791,1651622,0.0,0.0
2022-02-09 00:00:00+00:00,0.34679898619651794,0.36866798996925354,0.33621200919151306,0.3597559928894043,577111,0.0,0.0
2022-02-10 00:00:00+00:00,0.3597550094127655,0.36033400893211365,0.2719449996948242,0.2750549912452698,1502981,0.0,0.0
2022-02-11 00:00:00+00:00,0.27504798769950867,0.3267650008201599,0.24202699959278107,0.25687000155448914,1704377,0.0,0.0
2022-02-12 00:00:00+00:00,0.25686898827552795,0.26994600892066956,0.23619399964809418,0.23753400146961212,519226,0.0,0.0
2022-02-13 00:00:00+00:00,0.23758000135421753,0.24212099611759186,0.22139500081539154,0.22493000328540802,843582,0.0,0.0
2022-02-14 00:00:00+00:00,0.22493000328540802,0.25743499398231506,0.21984800696372986,0.2517639994621277,676085,0.0,0.0
2022-02-15 00:00:00+00:00,0.2517629861831665,0.2898220121860504,0.24993400275707245,0.2815699875354767,802038,0.0,0.0
2022-02-16 00:00:00+00:00,0.2815600037574768,0.2815600037574768,0.21192899346351624,0.21671800315380096,947068,0.0,0.0
2022-02-17 00:00:00+00:00,0.21671000123023987,0.22260500490665436,0.19255000352859497,0.19815300405025482,629250,0.0,0.0
2022-02-18 00:00:00+00:00,0.19815100729465485,0.21103699505329132,0.18139100074768066,0.19180800020694733,539515,0.0,0.0
2022-02-19 00:00:00+00:00,0.19180700182914734,0.19885599613189697,0.17955000698566437,0.18489199876785278,296976,0.0,0.0
2022-02-20 00:00:00+00:00,0.18489299714565277,0.185698002576828,0.16738100349903107,0.16743400692939758,255275,0.0,0.0
2022-02-21 00:00:00+00:00,0.1674319952726364,0.1832060068845749,0.1435520052909851,0.15018600225448608,823524,0.0,0.0
2022-02-22 00:00:00+00:00,0.15018600225448608,0.17789900302886963,0.13671599328517914,0.16464799642562866,779996,0.0,0.0
2022-02-23 00:00:00+00:00,0.1646440029144287,0.1749570071697235,0.1624870002269745,0.1665080040693283,242166,0.0,0.0
2022-02-24 00:00:00+00:00,0.1665160059928894,0.16658100485801697,0.13480600714683533,0.155240997672081,761168,0.0,0.0
2022-02-25 00:00:00+00:00,0.155240997672081,0.17088299989700317,0.15512600541114807,0.16473299264907837,265597,0.0,0.0
2022-02-26 00:00:00+00:00,0.16473500430583954,0.1860859990119934,0.16406700015068054,0.1795700043439865,543919,0.0,0.0
2022-02-27 00:00:00+00:00,0.17956900596618652,0.18025699257850647,0.14784599840641022,0.14941799640655518,424797,0.0,0.0
2022-02-28 00:00:00+00:00,0.14941999316215515,0.1601559966802597,0.13978299498558044,0.15820200741291046,381579,0.0,0.0
2022-03-01 00:00:00+00:00,0.15820300579071045,0.16453300416469574,0.15464800596237183,0.15681399405002594,416330,0.0,0.0
