,K,Alpha,Tau,Non_Stationary_IMFs,MSE,IMF_1_P_Val
204,11,250,0.25,1,1.5908915376250103e-09,0.01
205,12,2000,0.3,1,1.5956089954906707e-09,0.01
206,15,750,0.3,1,1.5962784231491043e-09,0.01
207,15,500,0.1,1,1.598130488655089e-09,0.01
208,14,1500,0.05,1,1.6019528418714877e-09,0.01
209,14,750,0.05,1,1.6032309450642585e-09,0.01
210,14,500,0.1,1,1.6039163103076492e-09,0.01
211,15,1000,0.05,1,1.6039696027960128e-09,0.01
212,13,250,0.1,1,1.6098760660538688e-09,0.01
213,12,250,0.1,1,1.6105559795906043e-09,0.01
214,13,750,0.05,1,1.610612772609543e-09,0.01
215,14,1250,0.05,1,1.6115448547172453e-09,0.01
216,10,250,0.1,1,1.6119453830815093e-09,0.01
217,9,250,0.1,1,1.6121521651398478e-09,0.01
218,15,750,0.25,1,1.6122775022641761e-09,0.01
219,8,250,0.1,1,1.6129012656298304e-09,0.01
220,11,250,0.2,1,1.6141049893377252e-09,0.01
221,14,1000,0.05,1,1.6217930088488357e-09,0.01
222,13,500,0.1,1,1.6220395672089508e-09,0.01
223,15,2250,0.3,1,1.6244433353281722e-09,0.01
224,12,1500,0.1,1,1.6290138519743866e-09,0.01
225,15,250,0.1,1,1.6293953024128628e-09,0.01
226,14,1750,0.1,1,1.6299345043769521e-09,0.01
227,14,250,0.1,1,1.632377994631663e-09,0.01
228,15,750,0.2,1,1.640791976331991e-09,0.01
229,14,2500,0.3,1,1.646377230657471e-09,0.01
230,12,750,0.05,1,1.6551050953081403e-09,0.01
231,11,1750,0.3,1,1.6638104407230445e-09,0.01
232,11,250,0.15,1,1.664238422627526e-09,0.01
233,15,2000,0.15,1,1.6891981495289398e-09,0.01
234,11,1500,0.25,1,1.6932491626841621e-09,0.01
235,15,750,0.15,1,1.7003304874437157e-09,0.01
236,14,2250,0.2,1,1.7592474774363988e-09,0.01
237,11,250,0.1,1,1.80669891123317e-09,0.01
238,8,500,0.25,1,1.8288844075247917e-09,0.01
239,13,250,0.05,1,1.8452989352116242e-09,0.01
240,12,250,0.05,1,1.8520300396718302e-09,0.01
241,12,1500,0.3,1,1.8560293067945968e-09,0.01
242,10,250,0.05,1,1.8583618280389205e-09,0.01
243,10,1500,0.25,1,1.8586650449507727e-09,0.01
244,9,250,0.05,1,1.861095130173181e-09,0.01
245,8,250,0.05,1,1.8652174114896437e-09,0.01
246,15,500,0.05,1,1.865638903126683e-09,0.01
247,15,750,0.1,1,1.869476931700479e-09,0.01
248,14,500,0.05,1,1.9142175534164053e-09,0.01
249,15,250,0.05,1,1.9371160176183196e-09,0.01
250,13,1500,0.05,1,1.9547079500619967e-09,0.01
251,14,250,0.05,1,1.954860894619076e-09,0.01
252,7,250,0.2,1,2.0569225784317502e-09,0.01
253,15,2500,0.3,1,2.07453214174811e-09,0.01
254,13,500,0.05,1,2.0920116302772396e-09,0.01
255,13,1750,0.15,1,2.3439105553821795e-09,0.01
256,11,1750,0.25,1,2.5643698922448313e-09,0.01
257,15,2750,0.25,1,2.6612263323524846e-09,0.01
258,12,1750,0.15,1,2.6644347717287364e-09,0.01
259,15,2000,0.1,1,2.6741994136514066e-09,0.01
260,11,250,0.05,1,2.7293883679742494e-09,0.01
261,11,1500,0.15,1,2.983533437772504e-09,0.01
262,10,1250,0.1,1,3.035816923669446e-09,0.01
263,15,2500,0.2,1,3.2780201540937494e-09,0.01
264,15,750,0.05,1,3.5553025406495296e-09,0.01
265,9,500,0.15,1,3.754580797987396e-09,0.01
266,15,2250,0.15,1,4.271023568401003e-09,0.01
267,12,2000,0.25,1,4.2789618819366014e-09,0.01
268,12,1250,0.2,1,4.483966853450205e-09,0.01
269,13,2000,0.25,1,5.4504843233959025e-09,0.01
270,11,1500,0.1,1,7.09778166760439e-09,0.01
271,15,2250,0.25,1,7.269247182109724e-09,0.01
272,15,1750,0.05,1,1.599623905048563e-08,0.01
273,7,250,0.15,1,3.241428904817966e-08,0.01
274,14,2000,0.1,1,4.127160366807911e-08,0.01
275,14,2250,0.15,1,5.673491526871198e-08,0.01
276,12,1500,0.05,1,5.99782256406924e-08,0.01
277,11,1250,0.1,1,6.660772097907081e-08,0.01
278,15,2500,0.15,1,7.158472914610078e-08,0.01
279,15,2000,0.05,1,7.376588710756585e-08,0.01
280,11,1750,0.2,1,9.008340205876817e-08,0.01
281,11,2000,0.3,1,9.712538249452358e-08,0.01
282,14,1750,0.05,1,1.3433758113581976e-07,0.01
283,15,2250,0.1,1,1.3564788207777207e-07,0.01
284,13,2000,0.15,1,1.6619779537048158e-07,0.01
285,9,500,0.05,1,2.3399572103849605e-07,0.01
286,9,500,0.1,1,2.3917470845604097e-07,0.01
287,13,2000,0.2,1,2.676595361124757e-07,0.01
288,11,1500,0.05,1,2.8662581327976696e-07,0.01
289,12,2000,0.2,1,3.0036700955095537e-07,0.01
290,8,500,0.2,1,3.42093441857152e-07,0.01
291,15,3000,0.3,1,3.469980837638145e-07,0.01
292,10,1250,0.05,1,3.806603147041141e-07,0.01
293,13,2000,0.05,1,3.9014053807396966e-07,0.01
294,15,2250,0.05,1,4.1914633650712624e-07,0.01
295,15,2500,0.05,1,4.979889212360423e-07,0.01
296,11,1500,0.2,1,5.531749143771422e-07,0.01
297,9,1250,0.25,1,5.66387695612492e-07,0.01
298,13,2250,0.2,1,6.928814513093762e-07,0.01
299,9,750,0.3,1,7.017976203825968e-07,0.01
300,9,750,0.25,1,8.357445340206276e-07,0.01
301,7,250,0.1,1,9.224332307584313e-07,0.01
302,14,2500,0.25,1,9.46991368297557e-07,0.01
303,13,2250,0.25,1,1.0320694227375343e-06,0.01
304,15,2500,0.1,1,1.0499584686690455e-06,0.01
305,9,1000,0.2,1,1.0694046377721506e-06,0.01
306,13,2250,0.15,1,1.0904219886953716e-06,0.01
307,12,1750,0.1,1,1.118873476779957e-06,0.01
308,9,1000,0.1,1,1.184280228820873e-06,0.01
309,15,2750,0.2,1,1.2164361208346648e-06,0.01
310,15,3000,0.25,1,1.2452074933032572e-06,0.01
311,13,2250,0.3,1,1.3354541558156055e-06,0.01
312,13,2750,0.3,1,1.4257464383734258e-06,0.01
313,14,2750,0.25,1,1.567373360321934e-06,0.01
314,15,3000,0.2,1,1.6145188059202927e-06,0.01
315,7,500,0.3,1,1.6722268323598223e-06,0.01
316,10,1500,0.2,1,1.7117064775565144e-06,0.01
317,15,2000,0.2,1,1.7984746943691557e-06,0.01
318,15,3250,0.3,1,1.8675230498145964e-06,0.01
319,14,2000,0.05,1,1.9306602815483346e-06,0.01
320,8,500,0.15,1,1.9850605860258275e-06,0.01
321,13,2000,0.1,1,2.0606227516392315e-06,0.01
322,14,2750,0.15,1,2.0768468536321875e-06,0.01
323,10,1750,0.3,1,2.20957501446702e-06,0.01
324,9,750,0.15,1,2.2229492306507072e-06,0.01
325,15,3000,0.15,1,2.550607663205283e-06,0.01
326,13,2500,0.3,1,2.5728044835806246e-06,0.01
327,9,1000,0.3,1,2.5961553928658487e-06,0.01
328,14,2500,0.1,1,2.694183066743109e-06,0.01
329,9,1000,0.25,1,2.7407133291298415e-06,0.01
330,11,2000,0.25,1,2.8002885389483904e-06,0.01
331,9,750,0.2,1,2.8320566092469965e-06,0.01
332,11,1750,0.1,1,2.8885116552344553e-06,0.01
333,8,500,0.1,1,2.9888933686086296e-06,0.01
334,8,750,0.2,1,3.010845021703514e-06,0.01
335,9,1500,0.25,1,3.15304294255267e-06,0.01
336,13,2500,0.25,1,3.1717600153379896e-06,0.01
337,10,1500,0.1,1,3.174510920113196e-06,0.01
338,15,2750,0.15,1,3.1994704363873388e-06,0.01
339,11,1750,0.15,1,3.2337543508259063e-06,0.01
340,13,1750,0.1,1,3.246815327458234e-06,0.01
341,12,1750,0.05,1,3.346048900805921e-06,0.01
342,12,2250,0.1,1,3.6013484392093457e-06,0.01
343,13,2250,0.1,1,3.607613104298055e-06,0.01
344,12,2000,0.05,1,3.6521400720691236e-06,0.01
345,15,2750,0.1,1,3.6921898599939353e-06,0.01
346,6,250,0.25,1,3.8086799048843494e-06,0.01
347,14,3000,0.3,1,3.832220771608609e-06,0.01
348,9,1000,0.05,1,3.97733348130126e-06,0.01
349,14,2750,0.2,1,4.023669055426987e-06,0.01
350,13,2500,0.2,1,4.151868532821831e-06,0.01
351,13,2750,0.15,1,4.15584457377758e-06,0.01
352,14,2500,0.2,1,4.256278941228454e-06,0.01
353,12,2750,0.3,1,4.274838683925188e-06,0.01
354,10,1750,0.1,1,4.296162947252456e-06,0.01
355,14,2750,0.3,1,4.357890423969108e-06,0.01
356,8,750,0.1,1,4.5390921043652055e-06,0.01
357,6,250,0.3,1,4.621256917906764e-06,0.01
358,14,3250,0.25,1,4.9073818943900625e-06,0.01
359,9,750,0.05,1,4.971860557713718e-06,0.01
360,15,3500,0.25,1,5.048626536204881e-06,0.01
361,12,2250,0.25,1,5.05051476074825e-06,0.01
362,9,1250,0.1,1,5.079460196159116e-06,0.01
363,7,500,0.15,1,5.080369074581448e-06,0.01
364,9,750,0.1,1,5.2033980780291126e-06,0.01
365,12,2250,0.3,1,5.234309277100423e-06,0.01
366,7,250,0.05,1,5.250615818185867e-06,0.01
367,14,2500,0.15,1,5.296597117420086e-06,0.01
368,12,2250,0.15,1,5.447305250183158e-06,0.01
369,10,1750,0.15,1,5.58417822429601e-06,0.01
370,12,2250,0.2,1,5.874143568757052e-06,0.01
371,13,1750,0.05,1,5.88071567927663e-06,0.01
372,15,3250,0.25,1,5.908982638943274e-06,0.01
373,14,3000,0.25,1,6.4418683327610845e-06,0.01
374,15,250,0.0,1,6.62461616382426e-06,0.01
375,15,3750,0.3,1,6.672782523752529e-06,0.01
376,14,250,0.0,1,6.685268827310161e-06,0.01
377,13,2750,0.25,1,6.6854693131767e-06,0.01
378,13,250,0.0,1,6.7325947797237815e-06,0.01
379,12,250,0.0,1,6.83208294875542e-06,0.01
380,8,750,0.3,1,6.988235442339301e-06,0.01
381,12,2000,0.15,1,7.102181191791685e-06,0.01
382,11,250,0.0,1,7.160465145210137e-06,0.01
383,15,3500,0.3,1,7.298157938578735e-06,0.01
384,11,1250,0.05,1,7.474478899832539e-06,0.01
385,10,250,0.0,1,7.519403185505911e-06,0.01
386,8,1500,0.25,1,7.583327818497467e-06,0.01
387,7,500,0.2,1,7.770377178727328e-06,0.01
388,10,1750,0.2,1,7.935513688325547e-06,0.01
389,14,2250,0.1,1,8.01339178776458e-06,0.01
390,15,3250,0.15,1,8.052134998834047e-06,0.01
391,10,1500,0.05,1,8.067203832178306e-06,0.01
392,14,3000,0.2,1,8.137404238989032e-06,0.01
393,15,3000,0.05,1,8.151267444441744e-06,0.01
394,12,2000,0.1,1,8.529753328824383e-06,0.01
395,8,750,0.25,1,8.646538067817261e-06,0.01
396,12,2500,0.1,1,8.870271433859758e-06,0.01
397,9,250,0.0,1,8.94158555534027e-06,0.01
398,14,3250,0.2,1,9.252425919958659e-06,0.01
399,9,1000,0.15,1,9.31426460395963e-06,0.01
400,8,500,0.05,1,9.45593446539769e-06,0.01
401,11,2000,0.2,1,9.87814235692937e-06,0.01
402,14,3250,0.3,1,1.0242872041061359e-05,0.01
403,14,2500,0.05,1,1.0252108761674937e-05,0.01
404,14,3250,0.15,1,1.0551470518360994e-05,0.01
405,13,3000,0.2,1,1.0807570417537152e-05,0.01
406,15,3250,0.2,1,1.0941644617773765e-05,0.01
407,8,1250,0.3,1,1.1056861797578126e-05,0.01
408,13,2500,0.05,1,1.125257235381919e-05,0.01
409,11,2250,0.3,1,1.1370529707850198e-05,0.01
410,14,3500,0.1,1,1.1560469582570212e-05,0.01
411,9,1250,0.15,1,1.1754589283202326e-05,0.01
412,9,1250,0.3,1,1.203545094996194e-05,0.01
413,15,3000,0.1,1,1.2119160758575556e-05,0.01
414,14,3250,0.1,1,1.2162082314850052e-05,0.01
415,8,750,0.15,1,1.2364004158264318e-05,0.01
416,12,2500,0.3,1,1.238996924494412e-05,0.01
417,12,3500,0.25,1,1.2802676419851223e-05,0.01
418,12,2500,0.25,1,1.2940581214565466e-05,0.01
419,13,2750,0.2,1,1.3049375145448416e-05,0.01
420,13,3000,0.3,1,1.3094438108640282e-05,0.01
421,14,2750,0.1,1,1.3118771721702484e-05,0.01
422,8,250,0.0,1,1.3149983649392074e-05,0.01
423,14,3000,0.05,1,1.3357231957868668e-05,0.01
424,15,3750,0.2,1,1.3491279074849366e-05,0.01
425,12,3000,0.3,1,1.3763849348536319e-05,0.01
426,10,1750,0.25,1,1.3798340015207258e-05,0.01
427,10,2000,0.2,1,1.381257596948041e-05,0.01
428,8,1000,0.25,1,1.4039121563569206e-05,0.01
429,15,3750,0.25,1,1.4240061817588918e-05,0.01
430,6,250,0.1,1,1.4286465789120992e-05,0.01
431,15,4000,0.1,1,1.4404959587667701e-05,0.01
432,12,2750,0.25,1,1.4473962193715495e-05,0.01
433,15,500,0.0,1,1.4481506108542325e-05,0.01
434,12,2500,0.2,1,1.4510697222042394e-05,0.01
435,12,3000,0.1,1,1.452480168469035e-05,0.01
436,14,500,0.0,1,1.4575657098351837e-05,0.01
437,13,2500,0.15,1,1.4739205888279503e-05,0.01
438,13,500,0.0,1,1.4881986379960258e-05,0.01
439,15,3500,0.2,1,1.4979361532409223e-05,0.01
440,6,250,0.2,1,1.4997925390196111e-05,0.01
441,14,3500,0.3,1,1.5298144822796836e-05,0.01
442,14,3500,0.25,1,1.5410687227762764e-05,0.01
443,11,2250,0.2,1,1.585687613813506e-05,0.01
444,12,3250,0.1,1,1.5948955334382268e-05,0.01
445,7,1250,0.3,1,1.6005303439080063e-05,0.01
446,14,3750,0.3,1,1.6199704967681526e-05,0.01
447,9,1500,0.3,1,1.6579374859353148e-05,0.01
448,15,4000,0.25,1,1.658172329553526e-05,0.01
449,11,2250,0.25,1,1.688485261586619e-05,0.01
450,13,2500,0.1,1,1.7061051514565005e-05,0.01
451,9,1250,0.2,1,1.712877984937582e-05,0.01
452,10,2250,0.3,1,1.732686117768788e-05,0.01
453,11,2500,0.2,1,1.7484503748282353e-05,0.01
454,8,1250,0.25,1,1.7875318945789956e-05,0.01
455,15,5000,0.15,1,1.799744856000776e-05,0.01
456,13,3250,0.3,1,1.8087129845997864e-05,0.01
457,9,1500,0.2,1,1.8107028287411565e-05,0.01
458,14,3500,0.2,1,1.8179713314100342e-05,0.01
459,13,3250,0.25,1,1.8425714819268983e-05,0.01
460,15,750,0.0,1,1.844529784627261e-05,0.01
461,11,2500,0.15,1,1.8463666396045163e-05,0.01
462,12,2750,0.15,1,1.9200038485401378e-05,0.01
463,8,1000,0.1,1,1.9249412065566088e-05,0.01
464,8,750,0.05,1,1.936128853837657e-05,0.01
465,12,2750,0.2,1,1.938205712470453e-05,0.01
466,13,3000,0.15,1,1.9535219584348295e-05,0.01
467,14,3000,0.1,1,1.957534112276619e-05,0.01
468,7,500,0.25,1,1.9672282946180084e-05,0.01
469,6,250,0.05,1,2.004809007970767e-05,0.01
470,14,3500,0.15,1,2.007652479736048e-05,0.01
471,12,3250,0.25,1,2.0098085554118846e-05,0.01
472,14,3000,0.15,1,2.014350327737407e-05,0.01
473,13,2750,0.1,1,2.0164045750846646e-05,0.01
474,13,3750,0.2,1,2.0399078292757964e-05,0.01
475,8,1000,0.15,1,2.062518527062074e-05,0.01
476,13,3000,0.25,1,2.1071552012467887e-05,0.01
477,14,3750,0.25,1,2.158332621425468e-05,0.01
478,7,250,0.0,1,2.1691792386909745e-05,0.01
479,12,2500,0.15,1,2.17033396445212e-05,0.01
480,13,3750,0.3,1,2.188786005957832e-05,0.01
481,5,250,0.3,1,2.2441215211754333e-05,0.01
482,15,3500,0.15,1,2.2489187750240587e-05,0.01
483,15,3250,0.1,1,2.3240708511558045e-05,0.01
484,15,3250,0.05,1,2.354430775351835e-05,0.01
485,5,250,0.1,1,2.3816759754307962e-05,0.01
486,12,2750,0.05,1,2.3837562287897056e-05,0.01
487,12,2500,0.05,1,2.4037267015293797e-05,0.01
488,7,500,0.1,1,2.4323302557175058e-05,0.01
489,7,750,0.2,1,2.4339210196812252e-05,0.01
490,11,2500,0.25,1,2.4866059821711707e-05,0.01
