,K,Alpha,Tau,Non_Stationary_IMFs,MSE,IMF_1_P_Val
0,12,1250,0.05,0,1.5498215994059115e-09,4.6809898795293866e-05
1,10,1000,0.05,0,1.5503301068631163e-09,0.0002380144544157346
2,11,1000,0.05,0,1.5519250633608863e-09,0.0008181511037132936
3,13,1500,0.1,0,1.5540814050497016e-09,7.960607423541322e-05
4,10,750,0.05,0,1.5543648246863963e-09,0.00023779075792671942
5,11,750,0.05,0,1.5547725564924116e-09,0.0008170248095599723
6,12,1000,0.15,0,1.5554243153058338e-09,2.1255672854493763e-05
7,12,1250,0.1,0,1.5554428013482569e-09,4.678939713846511e-05
8,15,1500,0.25,0,1.5557766952612717e-09,0.0013296220234644285
9,15,1500,0.3,0,1.5558015721650236e-09,0.001329613574772551
10,13,1500,0.15,0,1.55582077220816e-09,7.952665712380544e-05
11,12,1500,0.15,0,1.5558253784481706e-09,4.697360580066133e-05
12,15,1750,0.15,0,1.5558261365832194e-09,0.0013327378300925627
13,10,1000,0.1,0,1.55583239719307e-09,0.00023794833468240704
14,11,1000,0.1,0,1.5558348207240725e-09,0.0008174688073846694
15,15,1750,0.3,0,1.555837176079123e-09,0.0013325141907578996
16,12,1750,0.25,0,1.5558373053067316e-09,4.7013210908512984e-05
17,10,1250,0.2,0,1.5558373222225755e-09,0.00023796972567511192
18,14,2000,0.25,0,1.5558377346950617e-09,0.0022650399130245543
19,15,1750,0.25,0,1.5558385028704456e-09,0.0013325702480153012
20,12,1750,0.3,0,1.5558386690021945e-09,4.701427116641247e-05
21,13,1750,0.3,0,1.5558387201547512e-09,7.957768724875804e-05
22,10,1250,0.25,0,1.555838770882541e-09,0.00023796706301356727
23,11,1250,0.25,0,1.555838778425555e-09,0.0008175119986460116
24,10,1250,0.3,0,1.5558387819865413e-09,0.00023796674255280748
25,11,1250,0.3,0,1.5558387834385168e-09,0.0008175120100786079
26,10,1000,0.3,0,1.5558388021424624e-09,0.0002379320310502837
27,14,2000,0.3,0,1.5558388023115352e-09,0.002265016994210426
28,11,1000,0.3,0,1.555838808663863e-09,0.0008174171889187751
29,13,1500,0.3,0,1.5558388399751615e-09,7.952499327763345e-05
30,10,1000,0.25,0,1.5558388473208601e-09,0.0002379334697009317
31,11,1000,0.25,0,1.5558388526306353e-09,0.0008174211047510671
32,10,1000,0.2,0,1.5558389388215984e-09,0.0002379357112410976
33,11,1000,0.2,0,1.5558389408860381e-09,0.0008174272076762151
34,13,1500,0.25,0,1.5558389885141126e-09,7.952522468642337e-05
35,13,1750,0.25,0,1.5558390990321584e-09,7.957814821013267e-05
36,11,1000,0.15,0,1.5558391261954762e-09,0.0008174379181325566
37,10,1000,0.15,0,1.5558391303009208e-09,0.00023793970775090609
38,12,1500,0.25,0,1.5558391929071918e-09,4.6977551975794906e-05
39,14,2250,0.3,0,1.5558393287486612e-09,0.0022651995610900298
40,13,1500,0.2,0,1.5558395047034837e-09,7.95255718619049e-05
41,12,1500,0.2,0,1.5558395538764826e-09,4.697707356186833e-05
42,15,1750,0.2,0,1.5558399609539129e-09,0.0013326307674121224
43,14,1750,0.3,0,1.5558406404325082e-09,0.0022641228378531765
44,14,1750,0.2,0,1.5558407791210915e-09,0.0022642806238996225
45,14,1750,0.25,0,1.555841097593027e-09,0.002264193660948793
46,13,1250,0.3,0,1.5558427399441662e-09,7.925920578606466e-05
47,12,1250,0.3,0,1.5558443167028954e-09,2.2191632726896232e-05
48,13,1250,0.25,0,1.5558451806724064e-09,7.925963124224067e-05
49,11,1250,0.2,0,1.5558457967232603e-09,0.0008174873004084863
50,15,1750,0.1,0,1.5558464002563305e-09,0.0015055206119156466
