TIMESTAMP,FUD_OPEN_PRICE_USD,FUD_HIGH_PRICE_USD,FUD_LOW_PRICE_USD,FUD_CLOSE_PRICE_USD,FUD_VOLUME_USD,FUD_DIVIDENDS_USD,FUD_STOCK_SPLITS_USD
2022-04-01 00:00:00+00:00,0.016870999708771706,0.019836999475955963,0.016858000308275223,0.018890999257564545,48616,0.0,0.0
2022-04-02 00:00:00+00:00,0.018890999257564545,0.021400000900030136,0.011467999778687954,0.011467999778687954,28180,0.0,0.0
2022-04-03 00:00:00+00:00,0.011466999538242817,0.012493999674916267,0.01065099984407425,0.012071999721229076,26303,0.0,0.0
2022-04-04 00:00:00+00:00,0.012071000412106514,0.012180999852716923,0.010857000015676022,0.01192499976605177,16925,0.0,0.0
2022-04-05 00:00:00+00:00,0.01192499976605177,0.013340000063180923,0.01079699955880642,0.01307700015604496,16765,0.0,0.0
2022-04-06 00:00:00+00:00,0.01307899970561266,0.015894999727606773,0.01155799999833107,0.015548000112175941,20142,0.0,0.0
2022-04-07 00:00:00+00:00,0.015548000112175941,0.021719999611377716,0.015224000439047813,0.017305999994277954,29847,0.0,0.0
2022-04-08 00:00:00+00:00,0.017305999994277954,0.01774900034070015,0.0158539991825819,0.017192000523209572,30003,0.0,0.0
2022-04-09 00:00:00+00:00,0.017190000042319298,0.01722400076687336,0.01471600029617548,0.014737999998033047,0,0.0,0.0
2022-04-10 00:00:00+00:00,0.014737999998033047,0.014737999998033047,0.01193000003695488,0.011979999952018261,16298,0.0,0.0
2022-04-11 00:00:00+00:00,0.011978999711573124,0.011988000012934208,0.010458000004291534,0.010529999621212482,0,0.0,0.0
2022-04-12 00:00:00+00:00,0.010529999621212482,0.011242000386118889,0.010230000130832195,0.011005000211298466,26421,0.0,0.0
2022-04-13 00:00:00+00:00,0.011005000211298466,0.011463000439107418,0.010730000212788582,0.011103999800980091,26114,0.0,0.0
2022-04-14 00:00:00+00:00,0.011102999560534954,0.011110000312328339,0.010370999574661255,0.010464999824762344,17297,0.0,0.0
2022-04-15 00:00:00+00:00,0.010464999824762344,0.011989999562501907,0.010464999824762344,0.011605000123381615,18271,0.0,0.0
2022-04-16 00:00:00+00:00,0.011603999882936478,0.011603999882936478,0.010816999711096287,0.011137999594211578,18308,0.0,0.0
2022-04-17 00:00:00+00:00,0.011137000285089016,0.011229000054299831,0.010804999619722366,0.010804999619722366,14834,0.0,0.0
2022-04-18 00:00:00+00:00,0.01080899965018034,0.011096999980509281,0.010576000437140465,0.01068899966776371,17217,0.0,0.0
2022-04-19 00:00:00+00:00,0.01068899966776371,0.011188000440597534,0.01037800032645464,0.011092999950051308,18065,0.0,0.0
