TIMESTAMP,DOGECUBE_OPEN_PRICE_USD,DOGECUBE_HIGH_PRICE_USD,DOGECUBE_LOW_PRICE_USD,DOGECUBE_CLOSE_PRICE_USD,DOGECUBE_VOLUME_USD,DOGECUBE_DIVIDENDS_USD,DOGECUBE_STOCK_SPLITS_USD
2023-03-14 00:00:00+00:00,3.600000127335079e-05,4.099999932805076e-05,3.600000127335079e-05,3.9999998989515007e-05,9571,0.0,0.0
2023-03-15 00:00:00+00:00,3.9999998989515007e-05,4.400000034365803e-05,3.7999998312443495e-05,3.9999998989515007e-05,9195,0.0,0.0
2023-03-16 00:00:00+00:00,3.9999998989515007e-05,4.099999932805076e-05,3.9999998989515007e-05,4.099999932805076e-05,9604,0.0,0.0
2023-03-17 00:00:00+00:00,4.099999932805076e-05,4.400000034365803e-05,3.899999865097925e-05,4.3000000005122274e-05,10041,0.0,0.0
2023-03-18 00:00:00+00:00,4.3000000005122274e-05,4.600000102072954e-05,4.099999932805076e-05,4.400000034365803e-05,10785,0.0,0.0
2023-03-19 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,4.199999966658652e-05,4.3000000005122274e-05,9960,0.0,0.0
2023-03-20 00:00:00+00:00,4.3000000005122274e-05,4.5000000682193786e-05,4.199999966658652e-05,4.3000000005122274e-05,10571,0.0,0.0
2023-03-21 00:00:00+00:00,4.3000000005122274e-05,4.400000034365803e-05,4.199999966658652e-05,4.3000000005122274e-05,10037,0.0,0.0
2023-03-22 00:00:00+00:00,4.3000000005122274e-05,4.5000000682193786e-05,4.199999966658652e-05,4.3000000005122274e-05,11319,0.0,0.0
2023-03-23 00:00:00+00:00,4.3000000005122274e-05,4.600000102072954e-05,4.199999966658652e-05,4.5000000682193786e-05,10083,0.0,0.0
2023-03-24 00:00:00+00:00,4.5000000682193786e-05,4.70000013592653e-05,4.400000034365803e-05,4.5000000682193786e-05,9686,0.0,0.0
2023-03-25 00:00:00+00:00,4.5000000682193786e-05,4.600000102072954e-05,4.5000000682193786e-05,4.5000000682193786e-05,10085,0.0,0.0
2023-03-26 00:00:00+00:00,4.5000000682193786e-05,4.70000013592653e-05,4.5000000682193786e-05,4.600000102072954e-05,10215,0.0,0.0
2023-03-27 00:00:00+00:00,4.600000102072954e-05,4.70000013592653e-05,4.199999966658652e-05,4.3000000005122274e-05,10639,0.0,0.0
2023-03-28 00:00:00+00:00,4.3000000005122274e-05,4.3000000005122274e-05,4.099999932805076e-05,4.199999966658652e-05,2075,0.0,0.0
2023-03-29 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,3.9999998989515007e-05,4.099999932805076e-05,9578,0.0,0.0
2023-03-30 00:00:00+00:00,4.099999932805076e-05,4.199999966658652e-05,3.9999998989515007e-05,4.199999966658652e-05,10580,0.0,0.0
2023-03-31 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.9999998989515007e-05,3.9999998989515007e-05,10213,0.0,0.0
2023-04-01 00:00:00+00:00,3.9999998989515007e-05,4.3000000005122274e-05,3.9999998989515007e-05,4.099999932805076e-05,10995,0.0,0.0
2023-04-02 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,4.099999932805076e-05,4.199999966658652e-05,10276,0.0,0.0
2023-04-03 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,4.199999966658652e-05,4.199999966658652e-05,9898,0.0,0.0
2023-04-04 00:00:00+00:00,4.199999966658652e-05,4.400000034365803e-05,4.199999966658652e-05,4.400000034365803e-05,10442,0.0,0.0
2023-04-05 00:00:00+00:00,4.400000034365803e-05,4.70000013592653e-05,4.3000000005122274e-05,4.600000102072954e-05,9076,0.0,0.0
2023-04-06 00:00:00+00:00,4.600000102072954e-05,4.70000013592653e-05,4.5000000682193786e-05,4.600000102072954e-05,8627,0.0,0.0
2023-04-07 00:00:00+00:00,4.600000102072954e-05,4.8000001697801054e-05,4.3000000005122274e-05,4.400000034365803e-05,8575,0.0,0.0
2023-04-08 00:00:00+00:00,4.400000034365803e-05,4.5000000682193786e-05,4.199999966658652e-05,4.5000000682193786e-05,10915,0.0,0.0
2023-04-09 00:00:00+00:00,4.5000000682193786e-05,4.600000102072954e-05,4.3000000005122274e-05,4.3000000005122274e-05,8705,0.0,0.0
2023-04-10 00:00:00+00:00,4.3000000005122274e-05,4.400000034365803e-05,4.199999966658652e-05,4.199999966658652e-05,10777,0.0,0.0
2023-04-11 00:00:00+00:00,4.199999966658652e-05,4.400000034365803e-05,4.199999966658652e-05,4.3000000005122274e-05,10274,0.0,0.0
2023-04-12 00:00:00+00:00,4.3000000005122274e-05,4.5000000682193786e-05,4.199999966658652e-05,4.5000000682193786e-05,9332,0.0,0.0
2023-04-13 00:00:00+00:00,4.3000000005122274e-05,5.2999999752501026e-05,4.3000000005122274e-05,5.199999941396527e-05,8974,0.0,0.0
2023-04-14 00:00:00+00:00,5.199999941396527e-05,5.8000001445179805e-05,5.0999999075429514e-05,5.2999999752501026e-05,11409,0.0,0.0
2023-04-15 00:00:00+00:00,5.2999999752501026e-05,6.0999998822808266e-05,4.999999873689376e-05,5.900000178371556e-05,12938,0.0,0.0
2023-04-16 00:00:00+00:00,5.900000178371556e-05,6.399999983841553e-05,5.6000000768108293e-05,6.299999949987978e-05,12970,0.0,0.0
2023-04-17 00:00:00+00:00,6.299999949987978e-05,7.200000254670158e-05,5.999999848427251e-05,7.100000220816582e-05,13005,0.0,0.0
2023-04-18 00:00:00+00:00,7.100000220816582e-05,9.40000027185306e-05,6.70000008540228e-05,9.100000170292333e-05,15793,0.0,0.0
2023-04-19 00:00:00+00:00,9.100000170292333e-05,9.500000305706635e-05,7.599999662488699e-05,9.200000204145908e-05,16813,0.0,0.0
2023-04-20 00:00:00+00:00,9.200000204145908e-05,9.300000237999484e-05,7.000000186963007e-05,7.599999662488699e-05,16771,0.0,0.0
2023-04-21 00:00:00+00:00,7.599999662488699e-05,8.299999899463728e-05,6.600000051548705e-05,7.000000186963007e-05,15471,0.0,0.0
2023-04-22 00:00:00+00:00,7.000000186963007e-05,7.999999797903001e-05,6.70000008540228e-05,7.999999797903001e-05,16347,0.0,0.0
2023-04-23 00:00:00+00:00,7.999999797903001e-05,9.000000136438757e-05,7.400000322377309e-05,7.699999696342275e-05,16196,0.0,0.0
2023-04-24 00:00:00+00:00,7.699999696342275e-05,7.999999797903001e-05,6.800000119255856e-05,7.200000254670158e-05,14681,0.0,0.0
2023-04-25 00:00:00+00:00,7.200000254670158e-05,7.300000288523734e-05,7.100000220816582e-05,7.200000254670158e-05,13899,0.0,0.0
2023-04-26 00:00:00+00:00,7.200000254670158e-05,9.200000204145908e-05,7.200000254670158e-05,8.900000102585182e-05,16611,0.0,0.0
2023-04-27 00:00:00+00:00,8.900000102585182e-05,0.00011999999696854502,8.800000068731606e-05,0.00011000000085914508,23392,0.0,0.0
2023-04-28 00:00:00+00:00,0.00011000000085914508,0.00011100000119768083,0.00010599999950500205,0.00010800000018207356,21222,0.0,0.0
2023-04-29 00:00:00+00:00,0.00010800000018207356,0.00011200000153621659,0.0001049999991664663,0.00010699999984353781,22166,0.0,0.0
2023-04-30 00:00:00+00:00,0.00010699999984353781,0.00011200000153621659,0.0001049999991664663,0.00010900000052060932,21918,0.0,0.0
2023-05-01 00:00:00+00:00,0.00010900000052060932,0.00011200000153621659,0.00010399999882793054,0.00010599999950500205,21733,0.0,0.0
2023-05-02 00:00:00+00:00,0.00010599999950500205,0.00011000000085914508,9.999999747378752e-05,0.00010299999848939478,20791,0.0,0.0
2023-05-03 00:00:00+00:00,0.00010299999848939478,0.00010699999984353781,9.500000305706635e-05,0.00010599999950500205,20677,0.0,0.0
2023-05-04 00:00:00+00:00,0.00010599999950500205,0.00011000000085914508,0.00010399999882793054,0.00010900000052060932,21324,0.0,0.0
2023-05-05 00:00:00+00:00,0.00010900000052060932,0.00011100000119768083,0.0001049999991664663,0.00010800000018207356,21015,0.0,0.0
2023-05-06 00:00:00+00:00,0.00010800000018207356,0.00011899999663000926,0.00010399999882793054,0.00011800000356743112,24280,0.0,0.0
2023-05-07 00:00:00+00:00,0.00011800000356743112,0.00012099999730708078,0.0001140000022132881,0.00011600000289035961,22377,0.0,0.0
2023-05-08 00:00:00+00:00,0.00011600000289035961,0.00011800000356743112,0.00011000000085914508,0.0001140000022132881,22002,0.0,0.0
2023-05-09 00:00:00+00:00,0.0001140000022132881,0.0001140000022132881,0.00010699999984353781,0.00010699999984353781,20770,0.0,0.0
2023-05-10 00:00:00+00:00,0.00010699999984353781,0.00010900000052060932,0.00010199999815085903,0.0001049999991664663,22014,0.0,0.0
2023-05-11 00:00:00+00:00,0.0001049999991664663,0.00010699999984353781,9.500000305706635e-05,0.00010099999781232327,20069,0.0,0.0
2023-05-12 00:00:00+00:00,0.00010099999781232327,0.0001049999991664663,9.500000305706635e-05,9.699999645818025e-05,18486,0.0,0.0
2023-05-13 00:00:00+00:00,9.699999645818025e-05,0.00010599999950500205,8.499999967170879e-05,9.699999645818025e-05,18813,0.0,0.0
2023-05-14 00:00:00+00:00,9.699999645818025e-05,0.00010299999848939478,9.500000305706635e-05,9.899999713525176e-05,18377,0.0,0.0
2023-05-15 00:00:00+00:00,9.899999713525176e-05,0.0001049999991664663,9.40000027185306e-05,0.00010399999882793054,18290,0.0,0.0
2023-05-16 00:00:00+00:00,0.00010399999882793054,0.00011200000153621659,9.999999747378752e-05,0.00011000000085914508,19328,0.0,0.0
2023-05-17 00:00:00+00:00,0.00011000000085914508,0.0001140000022132881,0.00010599999950500205,0.00010599999950500205,17885,0.0,0.0
2023-05-18 00:00:00+00:00,0.00010599999950500205,0.00010900000052060932,9.899999713525176e-05,9.999999747378752e-05,19265,0.0,0.0
2023-05-19 00:00:00+00:00,9.999999747378752e-05,0.00010599999950500205,9.999999747378752e-05,0.00010099999781232327,18335,0.0,0.0
2023-05-20 00:00:00+00:00,0.00010099999781232327,0.00010599999950500205,9.699999645818025e-05,9.999999747378752e-05,19830,0.0,0.0
2023-05-21 00:00:00+00:00,9.999999747378752e-05,0.0001049999991664663,9.899999713525176e-05,9.999999747378752e-05,18328,0.0,0.0
2023-05-22 00:00:00+00:00,9.999999747378752e-05,0.0001049999991664663,9.40000027185306e-05,9.899999713525176e-05,18957,0.0,0.0
2023-05-23 00:00:00+00:00,9.899999713525176e-05,0.00010599999950500205,9.7999996796716e-05,0.00010099999781232327,15173,0.0,0.0
2023-05-24 00:00:00+00:00,0.00010099999781232327,0.00010399999882793054,9.7999996796716e-05,0.00010099999781232327,14734,0.0,0.0
