TIMESTAMP,SHIV_OPEN_PRICE_USD,SHIV_HIGH_PRICE_USD,SHIV_LOW_PRICE_USD,SHIV_CLOSE_PRICE_USD,SHIV_VOLUME_USD,SHIV_DIVIDENDS_USD,SHIV_STOCK_SPLITS_USD
2024-03-26 00:00:00+00:00,,,,0.0,3650010,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,8270769,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,18927764,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,10994174,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,4026848,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,3478652,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,2969856,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,2336834,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,1810363,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,2410513,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,1900932,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,1165144,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,2132617,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,781980,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,662550,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,680862,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,557840,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,745123,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,536745,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,496594,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,288036,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,203065,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,318326,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,225246,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,268423,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,253016,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,129790,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,181460,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,371961,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,769727,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,168409,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,115253,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,98840,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,89537,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,122290,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,97018,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,104708,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,153310,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,143262,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,102374,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,71146,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,1184396,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,276517,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,59688,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,43678,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,66203,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,89969,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,135033,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,241127,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,684021,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,89702,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,197863,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,129098,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,63907,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,118295,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,87012,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,59967,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,117546,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,124462,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,42696,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,66287,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,178645,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,251179,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,169602,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,230963,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,238365,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,122246,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,82466,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,90066,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,67431,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,179714,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,170219,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,137163,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,69979,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,63272,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,65070,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,75236,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,57330,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,40116,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,49342,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,51094,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,78965,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,16780,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,47586,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,70643,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,66699,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,18475,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,33960,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,79163,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,53512,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,75452,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,20832,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,9539,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,17034,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,6884,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,8066,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,18004,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,21676,0.0,0.0
