TIMESTAMP,HOSKY_OPEN_PRICE_USD,HOSKY_HIGH_PRICE_USD,HOSKY_LOW_PRICE_USD,HOSKY_CLOSE_PRICE_USD,HOSKY_VOLUME_USD,HOSKY_DIVIDENDS_USD,HOSKY_STOCK_SPLITS_USD
2022-02-09 00:00:00+00:00,,,,0.0,270184,0.0,0.0
2022-02-10 00:00:00+00:00,,,,0.0,60356,0.0,0.0
2022-02-11 00:00:00+00:00,,,,0.0,78656,0.0,0.0
2022-02-12 00:00:00+00:00,,,,0.0,82498,0.0,0.0
2022-02-13 00:00:00+00:00,,,,0.0,110187,0.0,0.0
2022-02-14 00:00:00+00:00,,,,0.0,44351,0.0,0.0
2022-02-15 00:00:00+00:00,,,,0.0,50604,0.0,0.0
2022-02-16 00:00:00+00:00,,,,0.0,40362,0.0,0.0
2022-02-17 00:00:00+00:00,,,,0.0,37885,0.0,0.0
2022-02-18 00:00:00+00:00,,,,0.0,23461,0.0,0.0
2022-02-19 00:00:00+00:00,,,,0.0,10837,0.0,0.0
2022-02-20 00:00:00+00:00,,,,0.0,9933,0.0,0.0
2022-02-21 00:00:00+00:00,,,,0.0,5916,0.0,0.0
2022-02-22 00:00:00+00:00,,,,0.0,11261,0.0,0.0
2022-02-23 00:00:00+00:00,,,,0.0,5917,0.0,0.0
2022-02-24 00:00:00+00:00,,,,0.0,19135,0.0,0.0
2022-02-25 00:00:00+00:00,,,,0.0,13921,0.0,0.0
2022-02-26 00:00:00+00:00,,,,0.0,17203,0.0,0.0
2022-02-27 00:00:00+00:00,,,,0.0,4938,0.0,0.0
2022-02-28 00:00:00+00:00,,,,0.0,14310,0.0,0.0
2022-03-01 00:00:00+00:00,,,,0.0,8209,0.0,0.0
2022-03-02 00:00:00+00:00,,,,0.0,5695,0.0,0.0
2022-03-03 00:00:00+00:00,,,,0.0,3748,0.0,0.0
2022-03-04 00:00:00+00:00,,,,0.0,4599,0.0,0.0
2022-03-05 00:00:00+00:00,,,,0.0,4084,0.0,0.0
2022-03-06 00:00:00+00:00,,,,0.0,1575,0.0,0.0
2022-03-07 00:00:00+00:00,,,,0.0,1975,0.0,0.0
2022-03-08 00:00:00+00:00,,,,0.0,3281,0.0,0.0
2022-03-09 00:00:00+00:00,,,,0.0,5837,0.0,0.0
2022-03-10 00:00:00+00:00,,,,0.0,878,0.0,0.0
2022-03-11 00:00:00+00:00,,,,0.0,3264,0.0,0.0
2022-03-12 00:00:00+00:00,,,,0.0,3420,0.0,0.0
2022-03-13 00:00:00+00:00,,,,0.0,2020,0.0,0.0
2022-03-14 00:00:00+00:00,,,,0.0,573,0.0,0.0
2022-03-15 00:00:00+00:00,,,,0.0,2768,0.0,0.0
2022-03-16 00:00:00+00:00,,,,0.0,7449,0.0,0.0
2022-03-17 00:00:00+00:00,,,,0.0,2012,0.0,0.0
2022-03-18 00:00:00+00:00,,,,0.0,2584,0.0,0.0
2022-03-19 00:00:00+00:00,,,,0.0,1556,0.0,0.0
2022-03-20 00:00:00+00:00,,,,0.0,1593,0.0,0.0
2022-03-21 00:00:00+00:00,,,,0.0,1870,0.0,0.0
2022-03-22 00:00:00+00:00,,,,0.0,4325,0.0,0.0
2022-03-23 00:00:00+00:00,,,,0.0,4067,0.0,0.0
2022-03-24 00:00:00+00:00,,,,0.0,2604,0.0,0.0
2022-03-25 00:00:00+00:00,,,,0.0,4321,0.0,0.0
2022-03-26 00:00:00+00:00,,,,0.0,3523,0.0,0.0
2022-03-27 00:00:00+00:00,,,,0.0,5528,0.0,0.0
2022-03-28 00:00:00+00:00,,,,0.0,8769,0.0,0.0
2022-03-29 00:00:00+00:00,,,,0.0,4569,0.0,0.0
2022-03-30 00:00:00+00:00,,,,0.0,2678,0.0,0.0
2022-03-31 00:00:00+00:00,,,,0.0,1955,0.0,0.0
2022-04-01 00:00:00+00:00,,,,0.0,4744,0.0,0.0
2022-04-02 00:00:00+00:00,,,,0.0,4062,0.0,0.0
2022-04-03 00:00:00+00:00,,,,0.0,5581,0.0,0.0
2022-04-04 00:00:00+00:00,,,,0.0,4403,0.0,0.0
2022-04-05 00:00:00+00:00,,,,0.0,682,0.0,0.0
2022-04-06 00:00:00+00:00,,,,0.0,2647,0.0,0.0
2022-04-07 00:00:00+00:00,,,,0.0,624,0.0,0.0
2022-04-08 00:00:00+00:00,,,,0.0,2597,0.0,0.0
2022-04-09 00:00:00+00:00,,,,0.0,1199,0.0,0.0
2022-04-10 00:00:00+00:00,,,,0.0,3595,0.0,0.0
2022-04-11 00:00:00+00:00,,,,0.0,2261,0.0,0.0
2022-04-12 00:00:00+00:00,,,,0.0,2344,0.0,0.0
2022-04-13 00:00:00+00:00,,,,0.0,2825,0.0,0.0
2022-04-14 00:00:00+00:00,,,,0.0,3721,0.0,0.0
2022-04-15 00:00:00+00:00,,,,0.0,2297,0.0,0.0
2022-04-16 00:00:00+00:00,,,,0.0,4171,0.0,0.0
2022-04-17 00:00:00+00:00,,,,0.0,689,0.0,0.0
2022-04-18 00:00:00+00:00,,,,0.0,3872,0.0,0.0
2022-04-19 00:00:00+00:00,,,,0.0,4101,0.0,0.0
2022-04-20 00:00:00+00:00,,,,0.0,14283,0.0,0.0
2022-04-21 00:00:00+00:00,,,,0.0,7721,0.0,0.0
2022-04-22 00:00:00+00:00,,,,0.0,1774,0.0,0.0
2022-04-23 00:00:00+00:00,,,,0.0,1360,0.0,0.0
2022-04-24 00:00:00+00:00,,,,0.0,1984,0.0,0.0
2022-04-25 00:00:00+00:00,,,,0.0,5224,0.0,0.0
2022-04-26 00:00:00+00:00,,,,0.0,2065,0.0,0.0
2022-04-27 00:00:00+00:00,,,,0.0,1613,0.0,0.0
2022-04-28 00:00:00+00:00,,,,0.0,3463,0.0,0.0
2022-04-29 00:00:00+00:00,,,,0.0,2235,0.0,0.0
2022-04-30 00:00:00+00:00,,,,0.0,4266,0.0,0.0
2022-05-01 00:00:00+00:00,,,,0.0,5721,0.0,0.0
