TIMESTAMP,BOG33511_OPEN_PRICE_USD,BOG33511_HIGH_PRICE_USD,BOG33511_LOW_PRICE_USD,BOG33511_CLOSE_PRICE_USD,BOG33511_VOLUME_USD,BOG33511_DIVIDENDS_USD,BOG33511_STOCK_SPLITS_USD
2024-10-17 00:00:00+00:00,,,,0.0,731660,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,1207616,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,500444,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,127296,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,218701,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,135392,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,69147,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,75115,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,32069,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,58629,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,28389,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,12329,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,49543,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,246397,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,93553,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,67292,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,35335,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,95486,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,19736,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,13359,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,24433,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,66852,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,74442,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,37396,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,46830,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,51103,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,20163,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,57020,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,69508,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,59286,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,85968,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,10867,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,42935,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,103472,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,36863,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,5210,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,27621,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,8214,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,7493,0.0,0.0
