TIMESTAMP,AQT_OPEN_PRICE_USD,AQT_HIGH_PRICE_USD,AQT_LOW_PRICE_USD,AQT_CLOSE_PRICE_USD,AQT_VOLUME_USD,AQT_DIVIDENDS_USD,AQT_STOCK_SPLITS_USD
2020-10-22 00:00:00+00:00,0.8459659814834595,0.8806380033493042,0.825003981590271,0.8478900194168091,1774384,0.0,0.0
2020-10-23 00:00:00+00:00,0.8479200005531311,1.19330894947052,0.8447030186653137,0.9101020097732544,117418,0.0,0.0
2020-10-24 00:00:00+00:00,0.9101020097732544,0.9207360148429871,0.8781999945640564,0.9074429869651794,83049,0.0,0.0
2020-10-25 00:00:00+00:00,0.9074429869651794,0.9136469960212708,0.8773109912872314,0.8795260190963745,80968,0.0,0.0
2020-10-26 00:00:00+00:00,0.8795260190963745,0.986723005771637,0.8585100173950195,0.9711800217628479,108242,0.0,0.0
2020-10-27 00:00:00+00:00,0.9711819887161255,0.9907990097999573,0.9261369705200195,0.9474660158157349,100269,0.0,0.0
2020-10-28 00:00:00+00:00,0.9475060105323792,0.995261013507843,0.9243559837341309,0.9504420161247253,90357,0.0,0.0
2020-10-29 00:00:00+00:00,0.9504849910736084,1.1055690050125122,0.9257060289382935,0.9658679962158203,103477,0.0,0.0
2020-10-30 00:00:00+00:00,0.9659349918365479,1.1532659530639648,0.9641460180282593,1.1129590272903442,119277,0.0,0.0
2020-10-31 00:00:00+00:00,1.1129590272903442,1.1481510400772095,1.0381749868392944,1.1111990213394165,103532,0.0,0.0
2020-11-01 00:00:00+00:00,1.1111990213394165,1.163107991218567,1.023177981376648,1.027575969696045,97018,0.0,0.0
2020-11-02 00:00:00+00:00,1.027575969696045,1.17808997631073,1.0134999752044678,1.1613750457763672,114539,0.0,0.0
2020-11-03 00:00:00+00:00,1.161283016204834,1.235036015510559,1.1125049591064453,1.2144989967346191,130021,0.0,0.0
2020-11-04 00:00:00+00:00,1.2144989967346191,1.3337810039520264,1.098986029624939,1.2469170093536377,308480,0.0,0.0
2020-11-05 00:00:00+00:00,1.246938943862915,2.1950299739837646,1.1865650415420532,1.3065040111541748,1107937,0.0,0.0
2020-11-06 00:00:00+00:00,1.3065040111541748,1.3837050199508667,1.1576989889144897,1.1583960056304932,1790493,0.0,0.0
2020-11-07 00:00:00+00:00,1.1584359407424927,1.2844799757003784,1.0180389881134033,1.1055749654769897,30484,0.0,0.0
