,LTC
ETH,0.7932761518409714
BTC,0.7619900593998695
DASH,0.730363934603184
ETC,0.7196658884094975
QTUM,0.7086294747427879
ZEC,0.6995397570802601
MIOTA,0.6790820638196715
XMR,0.6617953902734245
XLM,0.6456256916207863
BAT,0.6383895301173483
XRP,0.6172757540534429
GNO,0.6036436824657271
LSK,0.596139904366774
SC,0.5784448688204545
DGB,0.5756501387926442
XEM,0.5719439121510308
ZEN,0.5690135783269944
DCR,0.549804748523454
RLC,0.5429718325460513
BTS,0.520710262775903
ANT,0.5143795257185306
STEEM,0.5067492596538413
WAVES,0.5031382140505307
SYS,0.4988395538920653
KMD,0.4641600252661491
PIVX,0.4534918944623571
FIRO,0.447179920281945
LUNC,0.3906548627935237
GAS,0.3761740382077507
ARK,0.3496750289957675
DOGE,0.3239099434293895
