,LTC
ETH,0.771044912066257
BTC,0.7467040662896332
DASH,0.7138451368254154
ETC,0.6908623284554196
ZEC,0.6822132288345729
QTUM,0.6783623532602698
MIOTA,0.6462843471889053
XLM,0.6243697295428214
XMR,0.6201798818391407
BAT,0.6094030200803405
XRP,0.5966422646990233
DGB,0.5634302708716776
SC,0.5500912597028078
ZEN,0.5470652267500552
GNO,0.5409412099545331
LSK,0.5393793563920452
XEM,0.5386764083583251
BTS,0.4913631053647677
ANT,0.4816365282905838
DCR,0.4782465573096564
STEEM,0.4717842432060048
WAVES,0.4692392512481668
SYS,0.4596223991224092
PIVX,0.4563141214598009
KMD,0.4490452029006879
LUNC,0.413677055975555
FIRO,0.4037340422281814
GAS,0.3959625504667394
ARK,0.3847219692577195
RLC,0.3322468725093835
DOGE,0.3322105795607972
