,BTC
BTC,1.0
AXIOM,0.8293734498168207
ETH,0.7825283480122791
2GIVE,0.7474708281963619
PXI,0.713437513253745
LTC,0.7110415986811467
ICOB,0.7059975142472908
SNRG,0.7006046942510077
VEC2,0.7001817753751054
CJ,0.6986833294023386
SONG,0.6975492346329841
ZENI,0.6972163081849078
HBN,0.6903724812829213
AV,0.6900156700471057
PKB,0.6875470517702459
CREVA,0.6851434836500107
IBANK,0.6829466680140286
C2,0.6806730138314078
VLT,0.6804019698893488
ACES,0.6798119679109136
IMS,0.6781880415562713
RBIES,0.6757280053206848
CAB,0.6701561250181381
FRN,0.6688023925743252
DASH,0.6667103885229209
BLAZR,0.6650893694226377
LTCR,0.6638999919249595
VIDZ,0.662089343510865
GCC,0.6608899723247121
ZYD,0.6608248582830886
EVIL,0.6595124194071736
OPAL,0.658326457504022
QTUM,0.6578290095317806
CF,0.6576184724658584
SPR,0.6566104126573353
XQN,0.6539885605301661
ETC,0.6536787750705582
QBC,0.6528789814177052
EUC,0.6494199189679328
POST,0.6444081263744885
BITS,0.6420156752174552
XRP,0.64014193338146
WBB,0.6395812376968228
ACOIN,0.6378981895067442
DOGE,0.6368210919472563
BLU,0.6367752874870767
XPY,0.6348887840203784
XLM,0.6338202096781443
MAY,0.6292784288135116
DGB,0.6289262320407738
BERN,0.6280849769121418
XMR,0.6278657147008306
JLP,0.6276266997389869
ADC,0.6274525296733312
XHI,0.62709551856859
NEWB,0.6263363384580303
ADZ,0.625960420702999
IOTA,0.6239407181242411
ZET,0.6216836091022527
ZEC,0.6215291328538995
TAJ,0.6169965013074629
KURT,0.612099168058569
MST,0.6118396799274362
SC,0.606789703667338
SWING,0.6041716434869151
ICON,0.6029102923822242
GNO,0.5981717572549217
KOBO,0.5981639034477125
MOTO,0.5972098284501142
NETKO,0.5956069695397863
UNIT,0.5947984087819463
BAT,0.5943416308521146
DCR,0.5932298043238773
ARGUS,0.5928518375374499
SXC,0.588583826990138
XEM,0.5868324680486734
CANN,0.5789296518703007
LSK,0.5756114258874391
RBT,0.5743185643221101
BTS,0.5692156598903473
EDRC,0.5684753366059819
ENT,0.5646898642593327
LUN,0.5623000937666957
START,0.5608641064016947
FIRO,0.5599090114556564
GAS,0.5557208518020778
AMS,0.5512661463514686
FRC,0.5485381661544145
WAVES,0.543666329441066
STEEM,0.5375679868690472
CNT,0.5334687319833868
ZEN,0.5303594538268305
SANDG,0.528456657599315
SIB,0.5190099658809864
MONA,0.5170808807497245
PXC,0.516570137330397
KMD,0.5146669570310276
EFL,0.513459559844779
RLC,0.5119538948066946
AE,0.5071823601066371
LANA,0.506245288112379
42,0.5054285861836038
SYS,0.5021264720535678
SLS,0.4991987463570514
ARK,0.4961352021741365
ANT,0.4923637791106083
HVCO,0.4880668151797862
RBY,0.4852438559849953
XPM,0.4793789527807004
BTCS,0.478021367021458
PPC,0.4746441873283569
PIVX,0.4743992864496298
GRS,0.4743873306408801
NEVA,0.474350017319721
CARBON,0.4741142365245753
TRST,0.4708534660125606
TES,0.4703410867176839
NXS,0.4654083651418342
VAL,0.4639539221255698
CLUB,0.4559986022701489
WINGS,0.4532117280396077
VTC,0.4531979079660813
NMC,0.4513824824982352
HMQ,0.449521653593007
LUNC,0.4477647081185714
SWIFT,0.4474964087820179
NXT,0.445286873912898
MAID,0.4450326907877131
CYT,0.4430849306366523
LDOGE,0.4409101645244078
CRW,0.4349286001765147
TECH,0.43058084963903
NAV,0.4288101176126346
WGR,0.4286964786357498
COOL,0.4274637760466505
FTC,0.4231656054216892
CLAM,0.4226128410431586
NOBL,0.421839088894105
AMBER,0.421260934331834
GBYTE,0.4200573552909776
LAMB,0.4187438178158866
XPTX,0.4182635129600509
XMS,0.4133561574069873
NVC,0.4132160831111654
ZCL,0.4105476725994101
LBC,0.4066979294902477
BLK,0.4051030812379943
PASC,0.4048283232575866
OK,0.4025625824971006
XBY,0.3962336776544227
XST,0.3949725178915905
SWT,0.3895003185585364
EQB,0.3835425522642464
DCY,0.37831728447444
CKC,0.3673950940331389
BCN,0.3623225085719278
PTOY,0.3615893592699533
DEM,0.3545508502416845
SKULL,0.3509909974600655
SKR,0.3502053192584513
XDN,0.3490626744271237
ALIAS,0.3455748539347975
WYZ,0.3366824139996007
CETI,0.3302519047063335
HUSH,0.3282942667842201
AGRS,0.3278991441638008
IXC,0.3271823852919546
PHR,0.3265219834806193
RDD,0.3260913317550975
VERI,0.3259180699137309
BOLI,0.3239183569220574
POT,0.3229706940624062
CSC,0.3195172721464986
LMC,0.314526173537364
PLU,0.3130959585765218
XCP,0.3072658143012318
ZER,0.3067290101188716
LOG,0.3035949892639267
KIN,0.3033988086319491
BRIT,0.3029776103168073
CLOAK,0.3016673340231347
ZUR,0.3008399117427899
PAK,0.292466840992337
XBC,0.2919899329230433
SP,0.2905357142857143
GLC,0.2856577452898521
XPX,0.2852311074347412
BTA,0.2841497335727087
INF,0.2798812902558047
XTO,0.2709104117014174
HBD,0.2708650022754499
BIS,0.2669260622460382
BSTY,0.2660379982293335
XWC,0.2631945336878733
ILC,0.2544001073482034
NEOS,0.25
LKY,0.2496301564722617
PUT,0.2477829703093512
HNC,0.2412031728058104
DIME,0.2380121374892937
SHND,0.2372991669854693
FOREX,0.236833233979115
IFC,0.2285018521276416
BCDN,0.2269587424158304
WDC,0.2178668930332409
DGC,0.2172529944972752
SIGNA,0.2166409608748266
LOOK,0.1998048986446076
TAB,0.190086650385949
PIE,0.17354919098042
NYC,0.1536150346598689
USDT,0.1521705857408504
BS,0.1471358599036738
IRL,0.1457085905453476
QTZ,0.1440016280838389
SILK,0.1306830785047244
OZO,0.1139606297735774
JKC,0.1105742296918767
PZM,0.1088469823855855
DCT,0.1057835993452135
ZOOM,0.0962985702352511
BTB,0.083157299853131
MNTC,0.0782452728517294
RRT,0.0335621768532205
WC,-0.012851178335596
MCN,-0.0467936751105548
BOSS,
CAM,
CDN,
CYG,
DOGED,
ETT,
IMPACT,
MARV,
NKT,
PX,
RCX,
SLING,
UR,
USC,
VDO,
VMC,
