TIMESTAMP,GHIBLIELON_OPEN_PRICE_USD,GHIBLIELON_HIGH_PRICE_USD,GHIBLIELON_LOW_PRICE_USD,GHIBLIELON_CLOSE_PRICE_USD,GHIBLIELON_VOLUME_USD,GHIBLIELON_DIVIDENDS_USD,GHIBLIELON_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,,,,0.0,693,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,892,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,199,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,3710,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,128,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-06-01 00:00:00+00:00,2.404309932570181e-13,2.404310203620724e-13,2.404309932570181e-13,2.404310203620724e-13,62,0.0,0.0
