TIMESTAMP,BAHIA_OPEN_PRICE_USD,BAHIA_HIGH_PRICE_USD,BAHIA_LOW_PRICE_USD,BAHIA_CLOSE_PRICE_USD,BAHIA_VOLUME_USD,BAHIA_DIVIDENDS_USD,BAHIA_STOCK_SPLITS_USD
2025-01-31 00:00:00+00:00,0.40164700150489807,0.48020899295806885,0.36744600534439087,0.38685399293899536,1493,0.0,0.0
2025-02-01 00:00:00+00:00,0.38685399293899536,0.44523999094963074,0.3851419985294342,0.3853130042552948,627,0.0,0.0
2025-02-02 00:00:00+00:00,0.3853130042552948,0.38540101051330566,0.36288899183273315,0.3636530041694641,1723,0.0,0.0
2025-02-03 00:00:00+00:00,0.3636530041694641,0.3636530041694641,0.30486801266670227,0.3616510033607483,295,0.0,0.0
2025-02-04 00:00:00+00:00,0.3616510033607483,0.4001530110836029,0.3573310077190399,0.4000970125198364,211,0.0,0.0
2025-02-05 00:00:00+00:00,0.4000970125198364,0.40024900436401367,0.309455007314682,0.31012699007987976,0,0.0,0.0
2025-02-06 00:00:00+00:00,0.31012699007987976,0.39701399207115173,0.30733799934387207,0.39044898748397827,82,0.0,0.0
2025-02-07 00:00:00+00:00,0.39044898748397827,0.4267669916152954,0.28557199239730835,0.4012469947338104,94,0.0,0.0
2025-02-08 00:00:00+00:00,0.4012469947338104,0.4012469947338104,0.28069600462913513,0.2807199954986572,129,0.0,0.0
2025-02-09 00:00:00+00:00,0.2807199954986572,0.3967060148715973,0.2807199954986572,0.3685559928417206,103,0.0,0.0
2025-02-10 00:00:00+00:00,0.3685559928417206,0.3685559928417206,0.2848910093307495,0.3023810088634491,113,0.0,0.0
2025-02-11 00:00:00+00:00,0.3023810088634491,0.38868001103401184,0.3014329969882965,0.38848400115966797,86,0.0,0.0
2025-02-12 00:00:00+00:00,0.38848400115966797,0.38863199949264526,0.3035770058631897,0.3815540075302124,122,0.0,0.0
2025-02-13 00:00:00+00:00,0.3815540075302124,0.3870590031147003,0.3161799907684326,0.3224639892578125,639,0.0,0.0
2025-02-14 00:00:00+00:00,0.3224639892578125,0.42146700620651245,0.3206480145454407,0.329477995634079,58,0.0,0.0
2025-02-15 00:00:00+00:00,0.329477995634079,0.4291200041770935,0.32245901226997375,0.33544299006462097,8,0.0,0.0
