TIMESTAMP,HYP_OPEN_PRICE_USD,HYP_HIGH_PRICE_USD,HYP_LOW_PRICE_USD,HYP_CLOSE_PRICE_USD,HYP_VOLUME_USD,HYP_DIVIDENDS_USD,HYP_STOCK_SPLITS_USD
2025-04-15 00:00:00+00:00,28.40776252746582,28.481773376464844,28.011465072631836,28.07085418701172,1202980,0.0,0.0
2025-04-16 00:00:00+00:00,28.07085418701172,28.49459457397461,28.00063133239746,28.32049560546875,1133407,0.0,0.0
2025-04-17 00:00:00+00:00,28.32049560546875,28.489030838012695,15.974160194396973,17.194019317626953,749999,0.0,0.0
2025-04-18 00:00:00+00:00,17.194019317626953,28.384851455688477,12.9669828414917,27.993976593017578,428946,0.0,0.0
2025-04-19 00:00:00+00:00,27.993976593017578,28.185894012451172,19.996307373046875,28.049381256103516,242631,0.0,0.0
2025-04-20 00:00:00+00:00,28.049381256103516,28.200685501098633,27.815826416015625,28.084741592407227,66861,0.0,0.0
2025-04-21 00:00:00+00:00,28.084741592407227,28.2037410736084,27.943851470947266,28.09518814086914,231559,0.0,0.0
2025-04-22 00:00:00+00:00,28.09518814086914,28.21552848815918,27.75199317932129,28.09218978881836,348492,0.0,0.0
2025-04-23 00:00:00+00:00,28.09218978881836,28.21902847290039,27.998144149780273,28.16631317138672,337603,0.0,0.0
2025-04-24 00:00:00+00:00,28.16631317138672,28.206497192382812,27.70838165283203,28.095443725585938,317712,0.0,0.0
2025-04-25 00:00:00+00:00,28.095443725585938,28.20817756652832,27.231830596923828,28.06015968322754,172083,0.0,0.0
2025-04-26 00:00:00+00:00,28.06015968322754,28.211427688598633,27.83905029296875,28.199851989746094,323162,0.0,0.0
2025-04-27 00:00:00+00:00,28.199851989746094,28.21094512939453,27.832721710205078,28.164770126342773,331787,0.0,0.0
2025-04-28 00:00:00+00:00,28.164770126342773,28.210403442382812,27.817453384399414,28.097286224365234,305188,0.0,0.0
2025-04-29 00:00:00+00:00,28.097286224365234,28.212295532226562,27.33620262145996,28.06739616394043,296884,0.0,0.0
2025-04-30 00:00:00+00:00,28.06739616394043,28.20383071899414,27.55939292907715,27.970970153808594,254996,0.0,0.0
2025-05-01 00:00:00+00:00,27.970970153808594,28.203466415405273,27.67840576171875,28.125368118286133,236821,0.0,0.0
2025-05-02 00:00:00+00:00,28.125368118286133,28.201887130737305,27.602170944213867,28.088260650634766,263081,0.0,0.0
2025-05-03 00:00:00+00:00,28.088260650634766,28.2022647857666,27.735904693603516,28.10565948486328,318334,0.0,0.0
2025-05-04 00:00:00+00:00,28.10565948486328,28.201784133911133,27.403854370117188,27.4118595123291,84886,0.0,0.0
