,BTC
ETH,0.6926717547714139
SC,0.4779787323129941
QTUM,0.4774720418257522
DGB,0.4594127239219394
BTS,0.4418036715487747
ETC,0.4377794026598827
DCR,0.384821604935718
ZEN,0.3847587799625654
XRP,0.3641016388014148
XEM,0.3615297921079424
GNO,0.3614302932208156
LSK,0.3614182142343998
STEEM,0.3604840731113088
MAID,0.3303275047465197
KMD,0.3109212369164362
ARK,0.2947054519374126
ANT,0.288704697198235
DOGE,0.2881830441486399
RLC,0.281231912902077
FIRO,0.2700528693089645
MONA,0.2474448635833684
SYS,0.2288729092243399
VERI,0.1685480320796955
USDT,0.1393443840819852
XWC,0.086379738376082
CON,0.0600520338582601
