,BTC
ETH,0.7573963618860715
QTUM,0.5910701799208887
DGB,0.5908770397027711
SC,0.5892068949623934
DCR,0.5846971133132307
ETC,0.5802809091076667
LSK,0.557487685423163
BTS,0.5519721642047912
STEEM,0.519282587586962
GNO,0.5190459456931094
ZEN,0.5167376934690752
KMD,0.5072970559828902
XRP,0.4932904680446389
ARK,0.492897471835384
ANT,0.4748562998990718
MAID,0.4686733763906042
XEM,0.4684620897501494
RLC,0.4616409453647967
FIRO,0.4366144138436419
SYS,0.4364887793926343
MONA,0.4226158835333501
DOGE,0.3468304877647263
VERI,0.2752988110743211
USDT,0.1391730140942741
XWC,0.1122528946921916
CON,0.07723514397285
