,BTC
ETH,0.767797492619459
QTUM,0.6147113429019734
DCR,0.6096211717518997
DGB,0.6032861807218914
SC,0.6018643000965767
ETC,0.6010067858181508
LSK,0.5893787337121613
GNO,0.545322163406796
BTS,0.5446741897955454
STEEM,0.5437873559504738
KMD,0.5333811781791667
ZEN,0.5244033437502386
ARK,0.5208412393220143
MAID,0.5110076184851345
XRP,0.5078655685663297
ANT,0.5064809669163026
RLC,0.482827564184151
FIRO,0.4740851403512411
XEM,0.4573729947978567
SYS,0.4492413942260793
MONA,0.435255404723077
DOGE,0.3576902502674707
VERI,0.3109521922546074
CON,0.1322545725393998
XWC,0.105825638554198
USDT,0.0245935652551396
