TIMESTAMP,ALTS_OPEN_PRICE_USD,ALTS_HIGH_PRICE_USD,ALTS_LOW_PRICE_USD,ALTS_CLOSE_PRICE_USD,ALTS_VOLUME_USD,ALTS_DIVIDENDS_USD,ALTS_STOCK_SPLITS_USD
2022-01-20 00:00:00+00:00,0.003702000016346574,0.004327000118792057,0.0026110000908374786,0.002693000016734004,827135,0.0,0.0
2022-01-21 00:00:00+00:00,0.002693000016734004,0.002707999898120761,0.002157999901100993,0.0021909999195486307,279628,0.0,0.0
2022-01-22 00:00:00+00:00,0.0021909999195486307,0.0022299999836832285,0.001791000016964972,0.0018570000538602471,86646,0.0,0.0
2022-01-23 00:00:00+00:00,0.0018570000538602471,0.002114000031724572,0.0018530000234022737,0.002093000104650855,68645,0.0,0.0
2022-01-24 00:00:00+00:00,0.002093000104650855,0.002093000104650855,0.0017750000115484,0.0019249999895691872,119286,0.0,0.0
2022-01-25 00:00:00+00:00,0.0019249999895691872,0.0019310000352561474,0.0016980000073090196,0.0018889999482780695,135183,0.0,0.0
2022-01-26 00:00:00+00:00,0.0018889999482780695,0.0019829999655485153,0.0018240000354126096,0.0018550000386312604,57439,0.0,0.0
2022-01-27 00:00:00+00:00,0.0018550000386312604,0.0018680000212043524,0.0016289999475702643,0.001765000051818788,40093,0.0,0.0
2022-01-28 00:00:00+00:00,0.001765000051818788,0.0017800000496208668,0.0016319999704137444,0.0016380000161007047,27178,0.0,0.0
2022-01-29 00:00:00+00:00,0.0016380000161007047,0.0016459999606013298,0.0014819999923929572,0.0014939999673515558,50211,0.0,0.0
2022-01-30 00:00:00+00:00,0.0014939999673515558,0.0015269999857991934,0.0014169999631121755,0.0014430000446736813,51972,0.0,0.0
2022-01-31 00:00:00+00:00,0.0014430000446736813,0.0016060000052675605,0.0013930000131949782,0.0014700000174343586,46757,0.0,0.0
2022-02-01 00:00:00+00:00,0.0014700000174343586,0.0017509999452158809,0.0014619999565184116,0.0015040000434964895,1488953,0.0,0.0
2022-02-02 00:00:00+00:00,0.0015040000434964895,0.0018820000113919377,0.0014519999967887998,0.0015360000543296337,2700844,0.0,0.0
2022-02-03 00:00:00+00:00,0.0015360000543296337,0.0021840000990778208,0.0015150000108405948,0.0021520000882446766,1382539,0.0,0.0
2022-02-04 00:00:00+00:00,0.0021520000882446766,0.0025400000158697367,0.0021520000882446766,0.0022990000434219837,103205,0.0,0.0
2022-02-05 00:00:00+00:00,0.0022990000434219837,0.0024800000246614218,0.0020800000056624413,0.0021279999054968357,64151,0.0,0.0
2022-02-06 00:00:00+00:00,0.0021279999054968357,0.0021550001110881567,0.00190100003965199,0.0019549999851733446,39484,0.0,0.0
2022-02-07 00:00:00+00:00,0.0019549999851733446,0.002104999963194132,0.0019229999743402004,0.0020179999992251396,32856,0.0,0.0
2022-02-08 00:00:00+00:00,0.0020179999992251396,0.00203000009059906,0.0018680000212043524,0.0018710000440478325,25978,0.0,0.0
2022-02-09 00:00:00+00:00,0.0018710000440478325,0.0019000000320374966,0.0016949999844655395,0.001766999950632453,32807,0.0,0.0
2022-02-10 00:00:00+00:00,0.001766999950632453,0.0017800000496208668,0.0015559999737888575,0.0015589999966323376,41841,0.0,0.0
