TIMESTAMP,MATRIX32649_OPEN_PRICE_USD,MATRIX32649_HIGH_PRICE_USD,MATRIX32649_LOW_PRICE_USD,MATRIX32649_CLOSE_PRICE_USD,MATRIX32649_VOLUME_USD,MATRIX32649_DIVIDENDS_USD,MATRIX32649_STOCK_SPLITS_USD
2024-09-17 00:00:00+00:00,0.003924000076949596,0.0043299999088048935,0.003126000054180622,0.0036269999109208584,597152,0.0,0.0
2024-09-18 00:00:00+00:00,0.0036269999109208584,0.0048500001430511475,0.003341000061482191,0.0038689998909831047,227431,0.0,0.0
2024-09-19 00:00:00+00:00,0.003794000018388033,0.0038640000857412815,0.0033730000723153353,0.0035520000383257866,69396,0.0,0.0
2024-09-20 00:00:00+00:00,0.0035520000383257866,0.004304999951273203,0.0034620000515133142,0.0034620000515133142,126374,0.0,0.0
2024-09-21 00:00:00+00:00,0.0034179999493062496,0.0037529999390244484,0.0033740000799298286,0.0036979999858886003,70434,0.0,0.0
2024-09-22 00:00:00+00:00,0.0036979999858886003,0.004209999926388264,0.003613000037148595,0.004044999834150076,245438,0.0,0.0
2024-09-23 00:00:00+00:00,0.004044999834150076,0.004825000185519457,0.003659999929368496,0.004449000116437674,292551,0.0,0.0
2024-09-24 00:00:00+00:00,0.004666000138968229,0.0058200000785291195,0.003790999995544553,0.0038769999518990517,319913,0.0,0.0
2024-09-25 00:00:00+00:00,0.004000999964773655,0.004007000010460615,0.0030509999487549067,0.003065000055357814,75534,0.0,0.0
2024-09-26 00:00:00+00:00,0.003065000055357814,0.0038159999530762434,0.002392000053077936,0.0037239999510347843,197393,0.0,0.0
2024-09-27 00:00:00+00:00,0.00381499994546175,0.0038499999791383743,0.0031369999051094055,0.0036730000283569098,234530,0.0,0.0
2024-09-28 00:00:00+00:00,0.0037360000424087048,0.0037950000260025263,0.0033970000222325325,0.00343000004068017,106896,0.0,0.0
2024-09-29 00:00:00+00:00,0.00342399999499321,0.0034910000395029783,0.0030950000509619713,0.0033160001039505005,41012,0.0,0.0
2024-09-30 00:00:00+00:00,0.00330400001257658,0.003771000076085329,0.0031659998930990696,0.0033519999124109745,130519,0.0,0.0
2024-10-01 00:00:00+00:00,0.0033519999124109745,0.003601999953389168,0.0028359999414533377,0.0028389999642968178,125810,0.0,0.0
2024-10-02 00:00:00+00:00,0.0028389999642968178,0.003206999972462654,0.002566999988630414,0.002566999988630414,79362,0.0,0.0
2024-10-03 00:00:00+00:00,0.002566999988630414,0.0025760000571608543,0.0019829999655485153,0.0020600000862032175,66774,0.0,0.0
2024-10-04 00:00:00+00:00,0.002068999921903014,0.0022780001163482666,0.0019310000352561474,0.0022780001163482666,39446,0.0,0.0
2024-10-05 00:00:00+00:00,0.0022780001163482666,0.003951000049710274,0.002004999900236726,0.002102999947965145,418950,0.0,0.0
