TIMESTAMP,GTA33761_OPEN_PRICE_USD,GTA33761_HIGH_PRICE_USD,GTA33761_LOW_PRICE_USD,GTA33761_CLOSE_PRICE_USD,GTA33761_VOLUME_USD,GTA33761_DIVIDENDS_USD,GTA33761_STOCK_SPLITS_USD
2024-11-01 00:00:00+00:00,0.00028899998869746923,0.00034500000765547156,0.0001740000006975606,0.00022000000171829015,264539,0.0,0.0
2024-11-02 00:00:00+00:00,0.00022000000171829015,0.00032500000088475645,8.70000003487803e-05,0.00013099999341648072,223056,0.0,0.0
2024-11-03 00:00:00+00:00,0.00013099999341648072,0.00014200000441633165,3.400000059627928e-05,7.599999662488699e-05,116978,0.0,0.0
2024-11-04 00:00:00+00:00,7.599999662488699e-05,0.00010299999848939478,4.999999873689376e-05,0.00010099999781232327,38540,0.0,0.0
2024-11-05 00:00:00+00:00,0.00010099999781232327,0.00010599999950500205,6.399999983841553e-05,6.399999983841553e-05,11671,0.0,0.0
2024-11-06 00:00:00+00:00,6.399999983841553e-05,7.000000186963007e-05,4.199999966658652e-05,4.199999966658652e-05,13957,0.0,0.0
2024-11-07 00:00:00+00:00,4.199999966658652e-05,4.5000000682193786e-05,3.099999958067201e-05,3.400000059627928e-05,13672,0.0,0.0
2024-11-08 00:00:00+00:00,3.400000059627928e-05,3.7999998312443495e-05,2.300000051036477e-05,2.4000000848900527e-05,9107,0.0,0.0
2024-11-09 00:00:00+00:00,2.4000000848900527e-05,2.700000004551839e-05,1.700000029813964e-05,1.8000000636675395e-05,6656,0.0,0.0
2024-11-10 00:00:00+00:00,1.8000000636675395e-05,2.099999983329326e-05,1.700000029813964e-05,1.8999999156221747e-05,2177,0.0,0.0
2024-11-11 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.8000000636675395e-05,1.8999999156221747e-05,646,0.0,0.0
2024-11-12 00:00:00+00:00,1.8999999156221747e-05,2.8000000384054147e-05,1.8999999156221747e-05,2.700000004551839e-05,5539,0.0,0.0
2024-11-13 00:00:00+00:00,2.700000004551839e-05,4.8999998398358e-05,2.5999999706982635e-05,3.600000127335079e-05,9773,0.0,0.0
2024-11-14 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,2.5999999706982635e-05,2.5999999706982635e-05,5402,0.0,0.0
2024-11-15 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.499999936844688e-05,2.5999999706982635e-05,1215,0.0,0.0
2024-11-16 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.300000051036477e-05,2.300000051036477e-05,1042,0.0,0.0
2024-11-17 00:00:00+00:00,2.300000051036477e-05,2.499999936844688e-05,2.300000051036477e-05,2.4000000848900527e-05,953,0.0,0.0
2024-11-18 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.300000051036477e-05,2.300000051036477e-05,560,0.0,0.0
2024-11-19 00:00:00+00:00,2.300000051036477e-05,2.499999936844688e-05,2.300000051036477e-05,2.300000051036477e-05,1583,0.0,0.0
2024-11-20 00:00:00+00:00,2.300000051036477e-05,2.499999936844688e-05,2.2000000171829015e-05,2.300000051036477e-05,2224,0.0,0.0
2024-11-21 00:00:00+00:00,2.300000051036477e-05,4.199999966658652e-05,2.099999983329326e-05,3.7000001611886546e-05,16870,0.0,0.0
2024-11-22 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,2.5999999706982635e-05,2.5999999706982635e-05,7293,0.0,0.0
2024-11-23 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.499999936844688e-05,2.499999936844688e-05,2101,0.0,0.0
2024-11-24 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.4000000848900527e-05,2.5999999706982635e-05,1555,0.0,0.0
2024-11-25 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.300000051036477e-05,2.300000051036477e-05,1323,0.0,0.0
2024-11-26 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.2000000171829015e-05,2.300000051036477e-05,230,0.0,0.0
2024-11-27 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,2.300000051036477e-05,2.4000000848900527e-05,424,0.0,0.0
2024-11-28 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.300000051036477e-05,2.300000051036477e-05,279,0.0,0.0
2024-11-29 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,2.300000051036477e-05,2.4000000848900527e-05,312,0.0,0.0
2024-11-30 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.4000000848900527e-05,2.4000000848900527e-05,494,0.0,0.0
2024-12-01 00:00:00+00:00,2.4000000848900527e-05,6.800000119255856e-05,2.300000051036477e-05,6.500000017695129e-05,29909,0.0,0.0
2024-12-02 00:00:00+00:00,6.500000017695129e-05,7.599999662488699e-05,2.8000000384054147e-05,3.9999998989515007e-05,28140,0.0,0.0
2024-12-03 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,3.5000000934815034e-05,3.7999998312443495e-05,1490,0.0,0.0
2024-12-04 00:00:00+00:00,3.7999998312443495e-05,3.899999865097925e-05,3.5000000934815034e-05,3.5000000934815034e-05,493,0.0,0.0
2024-12-05 00:00:00+00:00,3.5000000934815034e-05,3.7000001611886546e-05,3.5000000934815034e-05,3.5000000934815034e-05,899,0.0,0.0
2024-12-06 00:00:00+00:00,3.5000000934815034e-05,4.199999966658652e-05,3.300000025774352e-05,4.199999966658652e-05,3330,0.0,0.0
2024-12-07 00:00:00+00:00,4.199999966658652e-05,5.2999999752501026e-05,3.9999998989515007e-05,3.9999998989515007e-05,7208,0.0,0.0
2024-12-08 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,3.899999865097925e-05,3.899999865097925e-05,1177,0.0,0.0
2024-12-09 00:00:00+00:00,3.899999865097925e-05,5.700000110664405e-05,3.7000001611886546e-05,4.8999998398358e-05,12807,0.0,0.0
2024-12-10 00:00:00+00:00,4.8999998398358e-05,6.199999916134402e-05,4.70000013592653e-05,5.400000009103678e-05,7124,0.0,0.0
2024-12-11 00:00:00+00:00,5.400000009103678e-05,6.70000008540228e-05,5.400000009103678e-05,6.299999949987978e-05,3323,0.0,0.0
2024-12-12 00:00:00+00:00,6.299999949987978e-05,6.500000017695129e-05,5.0999999075429514e-05,5.0999999075429514e-05,2409,0.0,0.0
2024-12-13 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.600000102072954e-05,4.70000013592653e-05,1026,0.0,0.0
2024-12-14 00:00:00+00:00,4.70000013592653e-05,4.999999873689376e-05,3.7000001611886546e-05,3.7999998312443495e-05,3079,0.0,0.0
2024-12-15 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.600000127335079e-05,3.7999998312443495e-05,752,0.0,0.0
2024-12-16 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.7000001611886546e-05,3.7000001611886546e-05,380,0.0,0.0
2024-12-17 00:00:00+00:00,3.7000001611886546e-05,3.899999865097925e-05,3.7000001611886546e-05,3.899999865097925e-05,106,0.0,0.0
2024-12-18 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.7000001611886546e-05,3.7999998312443495e-05,150,0.0,0.0
2024-12-19 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.199999991920777e-05,3.300000025774352e-05,150,0.0,0.0
2024-12-20 00:00:00+00:00,3.300000025774352e-05,3.600000127335079e-05,2.9999999242136255e-05,3.099999958067201e-05,619,0.0,0.0
