TIMESTAMP,ADON_OPEN_PRICE_USD,ADON_HIGH_PRICE_USD,ADON_LOW_PRICE_USD,ADON_CLOSE_PRICE_USD,ADON_VOLUME_USD,ADON_DIVIDENDS_USD,ADON_STOCK_SPLITS_USD
2021-11-12 00:00:00+00:00,,,,0.0,381774,0.0,0.0
2021-11-13 00:00:00+00:00,,,,0.0,102356,0.0,0.0
2021-11-14 00:00:00+00:00,,,,0.0,39566,0.0,0.0
2022-07-23 00:00:00+00:00,,,,0.0,60302,0.0,0.0
2022-07-24 00:00:00+00:00,,,,0.0,45895,0.0,0.0
2022-07-25 00:00:00+00:00,,,,0.0,45509,0.0,0.0
2022-07-26 00:00:00+00:00,,,,0.0,40823,0.0,0.0
2022-07-27 00:00:00+00:00,,,,0.0,30501,0.0,0.0
2022-07-28 00:00:00+00:00,,,,0.0,12457,0.0,0.0
2022-08-23 00:00:00+00:00,0.0,1.0798419713974,0.0,0.8575279712677002,3485,0.0,0.0
2022-08-24 00:00:00+00:00,0.8575400114059448,1.3017489910125732,0.8574249744415283,1.301671028137207,3949,0.0,0.0
2022-08-25 00:00:00+00:00,1.3016819953918457,1.4823219776153564,0.9227880239486694,1.0195120573043823,5265,0.0,0.0
2022-08-26 00:00:00+00:00,1.0195610523223877,1.2077020406723022,1.0092099905014038,1.157562017440796,1664,0.0,0.0
2022-08-27 00:00:00+00:00,1.1575360298156738,1.298727035522461,0.9766370058059692,1.0362030267715454,2733,0.0,0.0
2022-08-28 00:00:00+00:00,1.0361549854278564,1.1521079540252686,0.9029309749603271,1.0322480201721191,7151,0.0,0.0
2022-08-29 00:00:00+00:00,1.0319780111312866,1.1088919639587402,0.8921999931335449,0.8928629755973816,4764,0.0,0.0
2022-08-30 00:00:00+00:00,0.8928009867668152,1.1232399940490723,0.8634909987449646,0.9891170263290405,3263,0.0,0.0
2022-08-31 00:00:00+00:00,0.9892979860305786,1.2279160022735596,0.9857419729232788,1.0928510427474976,4556,0.0,0.0
2022-09-01 00:00:00+00:00,1.0928460359573364,1.5046700239181519,0.9263039827346802,0.9266350269317627,8303,0.0,0.0
2022-09-02 00:00:00+00:00,0.9265779852867126,1.065181016921997,0.8573660254478455,0.9552080035209656,4800,0.0,0.0
2022-09-03 00:00:00+00:00,0.9551690220832825,1.0592180490493774,0.7531660199165344,0.9212660193443298,3514,0.0,0.0
2022-09-04 00:00:00+00:00,0.9212890267372131,1.1990289688110352,0.9210720062255859,1.0645159482955933,2317,0.0,0.0
2022-09-05 00:00:00+00:00,1.0645209550857544,1.1080299615859985,0.8056179881095886,1.1071809530258179,2981,0.0,0.0
2022-09-06 00:00:00+00:00,1.1071840524673462,1.1078399419784546,0.885125994682312,1.0236059427261353,2995,0.0,0.0
2022-09-07 00:00:00+00:00,1.0235559940338135,1.4377249479293823,0.8360919952392578,1.437121033668518,3806,0.0,0.0
2022-09-08 00:00:00+00:00,1.4370629787445068,1.4389439821243286,0.8922340273857117,0.9569399952888489,1919,0.0,0.0
2022-09-09 00:00:00+00:00,0.9571670293807983,1.061445951461792,0.9324759840965271,1.0551509857177734,2325,0.0,0.0
2022-09-10 00:00:00+00:00,1.055114984512329,1.206065058708191,0.9017339944839478,1.034837007522583,3097,0.0,0.0
2022-09-11 00:00:00+00:00,1.0347720384597778,1.0578420162200928,0.9004219770431519,1.057286024093628,1245,0.0,0.0
2022-09-12 00:00:00+00:00,1.05731999874115,1.0903539657592773,0.8930469751358032,0.958200991153717,1433,0.0,0.0
2022-09-13 00:00:00+00:00,0.9581969976425171,0.958424985408783,0.0,0.9242870211601257,1535,0.0,0.0
2022-09-14 00:00:00+00:00,0.924140989780426,0.9250569939613342,0.9196760058403015,0.920261025428772,1546,0.0,0.0
2022-09-15 00:00:00+00:00,0.9201499819755554,0.9211509823799133,0.8322939872741699,0.9048050045967102,2059,0.0,0.0
2022-09-16 00:00:00+00:00,0.9044150114059448,0.9118559956550598,0.9035720229148865,0.9084510207176208,1538,0.0,0.0
2022-09-17 00:00:00+00:00,0.9076219797134399,0.9191550016403198,0.8213319778442383,0.9179019927978516,1043,0.0,0.0
2022-09-18 00:00:00+00:00,0.9189000129699707,0.927947998046875,0.8373649716377258,0.9260540008544922,1039,0.0,0.0
2022-09-19 00:00:00+00:00,0.9262790083885193,0.9678199887275696,0.8653609752655029,0.925445020198822,1154,0.0,0.0
2022-09-20 00:00:00+00:00,0.9264140129089355,0.926593005657196,0.9223189949989319,0.9223970174789429,1032,0.0,0.0
2022-09-21 00:00:00+00:00,0.9229360222816467,1.0162039995193481,0.8021569848060608,0.9552440047264099,1920,0.0,0.0
2022-09-22 00:00:00+00:00,0.9556599855422974,0.956043004989624,0.8174790143966675,0.9004039764404297,1009,0.0,0.0
2022-09-23 00:00:00+00:00,0.9004009962081909,1.0069550275802612,0.8187919855117798,1.0061850547790527,851,0.0,0.0
