,XMR
PXC,1.2055497614076285e-11
IFC,3.481394639501043e-10
PUT,1.1448543337377817e-09
VEC2,2.8768911299803552e-08
ACES,1.645342400173723e-07
PPC,2.7622728860209367e-07
XTO,7.669449825682989e-07
IMS,2.750672458505443e-06
LTCR,2.7613285255756535e-06
RLC,3.708382313747013e-06
IBANK,8.725802336870576e-06
XEM,8.85027255927496e-06
USDT,9.788527230387226e-06
QTUM,3.887832505512163e-05
SIGNA,8.244366846967322e-05
BERN,0.00016313613232645001
RBIES,0.00018169307414759998
WYZ,0.00021078554609750002
ZUR,0.0003382496149678
EVIL,0.00047015194711275
BITS,0.00081359785118945
CAB,0.00096333420904705
RBT,0.0009757634034668
XLM,0.0016296371004174
ICON,0.00225792428487315
VAL,0.00311550983477785
SXC,0.0032680687096446
XQN,0.00358614060874915
BTC,0.0038685729133245
XRP,0.0044581628965564
STEEM,0.00451373840795825
ARK,0.0053688992859447
TAB,0.0057347735797046995
VLT,0.0063514148609073
VIDZ,0.006541527881009149
TRST,0.007713025618742949
SWING,0.00812326573623175
GRS,0.01007368251149425
DGB,0.0109880264386806
C2,0.01121315356080805
EUC,0.013121617714407001
ICOB,0.016042123626626
BAT,0.0168320093789332
HBD,0.024081814026441398
MOTO,0.025006592528289247
FRN,0.02504674482661375
LDOGE,0.0260694786551996
WBB,0.0281470060520414
PXI,0.0284856110365703
RBY,0.0310566585189434
ADZ,0.0316712051474089
LOG,0.041603758287217005
AV,0.04443669914112945
XPX,0.0521079589052787
LUNC,0.0563867676444365
LTC,0.0685010832586978
CSC,0.06976167229553655
HVCO,0.07793548296967781
START,0.0781498184347114
DASH,0.09463977657288185
VTC,0.09894584018575155
SPR,0.10615120900162409
GAS,0.10929376474577475
ZET,0.11045299310721275
GBYTE,0.11461238161791334
DOGE,0.11873237633094935
CJ,0.1251924709011994
TAJ,0.12623479370948734
KOBO,0.12845451298374544
NXT,0.12847538746859172
LSK,0.13225769446555058
ZEC,0.1322846183043149
NEWB,0.13432067601419434
CREVA,0.1752689980526658
XPM,0.1795892088461012
KIN,0.18445042144712032
KMD,0.1878573871045506
XPY,0.18950881857160384
PAK,0.20442077937024306
WAVES,0.20668597671814176
SYS,0.21247677878774268
XHI,0.21825323952019898
BTS,0.22426184531439095
ETH,0.22795847718580495
LOOK,0.24133397380707236
ZENI,0.25425444054259083
ZEN,0.26127359264144645
KURT,0.26444745919835666
XWC,0.2659852842989731
ETC,0.27065898398867466
PIVX,0.28037138225240804
BOLI,0.2844604022122129
BLU,0.29840779403598555
CANN,0.30476594767875953
ANT,0.31084347918914923
NMC,0.317143226968269
ZYD,0.32461740824209007
MAY,0.33325428334583707
AE,0.33400939900350857
SANDG,0.34592951743552913
JLP,0.3461182823450677
AMS,0.3607017763377001
SKULL,0.3652176385053725
CKC,0.3783740381690391
MCN,0.3796326815128672
MONA,0.3806342457509747
CF,0.3827549782858875
CARBON,0.4018436119668289
ADC,0.41745371009858956
CLUB,0.41981326472083746
OPAL,0.4271455491535413
CETI,0.4355464792017061
ARGUS,0.44192724841021064
DCT,0.46202255851560126
ACOIN,0.46591277251389085
SKR,0.4678365811254718
NXS,0.48477350057178026
AXIOM,0.4857499710250174
ZCL,0.49757702348400673
PLU,0.5143076114767371
BS,0.5290295767285214
FIRO,0.5469890897555538
LANA,0.547823286375355
PZM,0.5562238291935444
LAMB,0.5834643655249212
DCR,0.5947281256143421
SILK,0.6173361686362524
DCY,0.6182588584668562
XMS,0.6297516229537052
POST,0.6472414037561935
QTZ,0.6496652045377906
GNO,0.6523006696046294
NOBL,0.6542419574134763
SC,0.6544317316891137
AGRS,0.6558906802738886
42,0.6567172380182646
WINGS,0.6589646686256947
COOL,0.6705731386499018
XCP,0.6778541360015975
XDN,0.7141239111326242
BTCS,0.7157133318600776
FOREX,0.7474192800993096
RRT,0.7476690796790135
BRIT,0.7562779853625786
BLK,0.7606824122615965
NAV,0.7616171289563702
EFL,0.7747587218112773
HNC,0.7774042236146288
LBC,0.7834002912087035
BCN,0.7875442811749893
QBC,0.8151131066901146
SWT,0.8174933192761711
BIS,0.8182382587489279
XPTX,0.8279092617150203
IOTA,0.8331317004713392
WC,0.8448112976507558
TES,0.8459408471123003
BLAZR,0.8478591606319776
EDRC,0.8566546043624449
SIB,0.8681536118973741
PTOY,0.8686523732927238
MAID,0.8709261953509769
XBY,0.8737592539741128
2GIVE,0.881101355031136
CRW,0.8850032987849059
FRC,0.8854162885842196
SWIFT,0.8886685590729222
NVC,0.8920959291162862
HBN,0.8926416981214114
FTC,0.9036009554355372
ALIAS,0.9056378479463103
SNRG,0.9172083964733714
ZER,0.9233462037168401
DGC,0.9248378504891421
VERI,0.9297790840224511
MST,0.9311818683274153
IRL,0.9319894319849382
GCC,0.9361216250385347
WGR,0.9459437624252225
INF,0.9497599360931768
ILC,0.9564692033440774
OZO,0.9596019792402277
HMQ,0.9621183600905219
CLOAK,0.9640455584447882
PASC,0.966269154157712
BTB,0.9670722750899381
XBC,0.9678276271140087
DEM,0.9680453121624009
XST,0.9729146582100587
PHR,0.9797547356997927
AMBER,0.9803589752173398
LMC,0.9817509475299315
PKB,0.9856470152792098
IXC,0.9883772131144954
PIE,0.9893473665618617
TECH,0.9893863980828674
SLS,0.9910990701281155
RDD,0.9923011666099664
EQB,0.9961301770020912
BTA,0.9964507336726693
CLAM,0.9969757166153599
BSTY,0.9985711660727354
POT,0.9988686330838155
SONG,0.9993170153887116
CNT,0.9995943831803327
MNTC,0.9997885251427424
OK,0.9998130349647645
NEVA,0.9999666468417672
