TIMESTAMP,CBC5563_OPEN_PRICE_USD,CBC5563_HIGH_PRICE_USD,CBC5563_LOW_PRICE_USD,CBC5563_CLOSE_PRICE_USD,CBC5563_VOLUME_USD,CBC5563_DIVIDENDS_USD,CBC5563_STOCK_SPLITS_USD
2020-05-13 00:00:00+00:00,0.19184499979019165,0.1979209929704666,0.18833300471305847,0.19562900066375732,11666,0.0,0.0
2020-05-14 00:00:00+00:00,0.19562900066375732,0.20175400376319885,0.18907999992370605,0.1999409943819046,11639,0.0,0.0
2020-05-15 00:00:00+00:00,0.19993099570274353,0.2105720043182373,0.17079700529575348,0.2074580043554306,11658,0.0,0.0
2020-05-16 00:00:00+00:00,0.20548200607299805,0.23147499561309814,0.18815100193023682,0.2242169976234436,12782,0.0,0.0
2020-05-17 00:00:00+00:00,0.2234330028295517,0.24910099804401398,0.2231460064649582,0.241239994764328,14171,0.0,0.0
2020-05-18 00:00:00+00:00,0.24403700232505798,0.2535640001296997,0.23402999341487885,0.2464810013771057,14679,0.0,0.0
2020-05-19 00:00:00+00:00,0.23943200707435608,0.25283700227737427,0.233814999461174,0.24887000024318695,14545,0.0,0.0
2020-05-20 00:00:00+00:00,0.24917900562286377,0.2697080075740814,0.2387010008096695,0.2552720010280609,15097,0.0,0.0
2020-05-21 00:00:00+00:00,0.2519569993019104,0.2655220031738281,0.23538100719451904,0.2513200044631958,15007,0.0,0.0
2020-05-22 00:00:00+00:00,0.24998000264167786,0.2613449990749359,0.23682600259780884,0.24135500192642212,14849,0.0,0.0
2020-05-23 00:00:00+00:00,0.24405600130558014,0.255297988653183,0.24101200699806213,0.250218003988266,14889,0.0,0.0
2020-05-24 00:00:00+00:00,0.2510179877281189,0.26266399025917053,0.24706600606441498,0.25210100412368774,10672,0.0,0.0
2020-05-25 00:00:00+00:00,0.25364699959754944,0.25834301114082336,0.21763400733470917,0.25191399455070496,11013,0.0,0.0
2020-05-26 00:00:00+00:00,0.2557860016822815,0.25676199793815613,0.22426900267601013,0.2471819967031479,9361,0.0,0.0
