TIMESTAMP,MDCX32558_OPEN_PRICE_USD,MDCX32558_HIGH_PRICE_USD,MDCX32558_LOW_PRICE_USD,MDCX32558_CLOSE_PRICE_USD,MDCX32558_VOLUME_USD,MDCX32558_DIVIDENDS_USD,MDCX32558_STOCK_SPLITS_USD
2024-11-04 00:00:00+00:00,0.01006300002336502,0.012161999940872192,0.0024820000398904085,0.0024820000398904085,15596,0.0,0.0
2024-11-05 00:00:00+00:00,0.002575000049546361,0.01141900010406971,0.00012799999967683107,0.0001289999927394092,3611,0.0,0.0
2024-11-06 00:00:00+00:00,0.0001289999927394092,0.0005680000176653266,0.0001289999927394092,0.00034100000630132854,375,0.0,0.0
2024-11-07 00:00:00+00:00,0.00034100000630132854,0.00034100000630132854,6.600000051548705e-05,6.600000051548705e-05,0,0.0,0.0
2024-11-08 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,0,0.0,0.0
2024-11-09 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,0,0.0,0.0
2024-11-10 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,0,0.0,0.0
2024-11-11 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,0,0.0,0.0
2024-11-12 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,0,0.0,0.0
2024-11-13 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,0,0.0,0.0
2024-11-14 00:00:00+00:00,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,6.600000051548705e-05,0,0.0,0.0
2024-12-12 00:00:00+00:00,0.0010450000409036875,0.0012649999698624015,0.001016999944113195,0.0011390000581741333,78147,0.0,0.0
2024-12-13 00:00:00+00:00,0.001180000021122396,0.0013699999544769526,0.0011210000375285745,0.0011480000102892518,74168,0.0,0.0
2024-12-14 00:00:00+00:00,0.001196000026538968,0.001196000026538968,0.001069999998435378,0.0011889999732375145,71019,0.0,0.0
2024-12-15 00:00:00+00:00,0.0011879999656230211,0.0012499999720603228,0.0010209999745711684,0.0010260000126436353,61928,0.0,0.0
2024-12-16 00:00:00+00:00,0.0010229999898001552,0.0010610000463202596,0.0009490000084042549,0.0010189999593421817,67766,0.0,0.0
2024-12-17 00:00:00+00:00,0.0010189999593421817,0.00107999995816499,0.0009629999985918403,0.001053999993018806,49850,0.0,0.0
2024-12-18 00:00:00+00:00,0.001053999993018806,0.001053999993018806,0.000742000003810972,0.0007919999770820141,67359,0.0,0.0
2024-12-19 00:00:00+00:00,0.0007919999770820141,0.0010679999832063913,0.0007510000141337514,0.0008490000036545098,71745,0.0,0.0
2024-12-20 00:00:00+00:00,0.0008490000036545098,0.0008570000063627958,0.0007699999841861427,0.0008190000080503523,67987,0.0,0.0
2024-12-21 00:00:00+00:00,0.0008190000080503523,0.000838999985717237,0.0005590000073425472,0.0008270000107586384,69601,0.0,0.0
2024-12-22 00:00:00+00:00,0.0008270000107586384,0.0008529999759048223,0.0007730000070296228,0.0008120000129565597,70338,0.0,0.0
2024-12-23 00:00:00+00:00,0.0008120000129565597,0.0008319999906234443,0.0007399999885819852,0.0007650000043213367,72863,0.0,0.0
2024-12-24 00:00:00+00:00,0.0007650000043213367,0.0007869999972172081,0.0007060000207275152,0.0007179999956861138,70183,0.0,0.0
2024-12-25 00:00:00+00:00,0.0007179999956861138,0.0007350000087171793,0.0006900000153109431,0.0007009999826550484,71169,0.0,0.0
2024-12-26 00:00:00+00:00,0.0007009999826550484,0.0007120000082068145,0.0006000000284984708,0.0006810000049881637,70538,0.0,0.0
2024-12-27 00:00:00+00:00,0.0006810000049881637,0.0007229999755509198,0.0006419999990612268,0.0006489999941550195,54778,0.0,0.0
2024-12-28 00:00:00+00:00,0.0006489999941550195,0.0006580000044777989,0.0006189999985508621,0.0006459999713115394,40418,0.0,0.0
2024-12-29 00:00:00+00:00,0.0006459999713115394,0.0006619999767281115,0.0005990000208839774,0.0006440000142902136,22839,0.0,0.0
2024-12-30 00:00:00+00:00,0.0006440000142902136,0.0008060000254772604,0.0005990000208839774,0.0007869999972172081,25748,0.0,0.0
2024-12-31 00:00:00+00:00,0.0007869999972172081,0.0007980000227689743,0.0007239999831654131,0.0007919999770820141,36120,0.0,0.0
2025-01-01 00:00:00+00:00,0.0007919999770820141,0.0007999999797903001,0.0006399999838322401,0.0007970000151544809,19875,0.0,0.0
2025-01-02 00:00:00+00:00,0.0007970000151544809,0.0008290000259876251,0.0006520000169984996,0.0006639999919570982,46483,0.0,0.0
2025-01-03 00:00:00+00:00,0.0006639999919570982,0.0006900000153109431,0.000623999978415668,0.0006880000000819564,44313,0.0,0.0
2025-01-04 00:00:00+00:00,0.0006880000000819564,0.0006880000000819564,0.000506000011228025,0.0005590000073425472,48085,0.0,0.0
2025-01-05 00:00:00+00:00,0.0005590000073425472,0.0005590000073425472,0.0004769999941345304,0.0005070000188425183,36853,0.0,0.0
2025-01-06 00:00:00+00:00,0.0005070000188425183,0.000522000016644597,0.0004990000161342323,0.0005179999861866236,36177,0.0,0.0
2025-01-07 00:00:00+00:00,0.0005179999861866236,0.0005259999888949096,0.0005000000237487257,0.0005000000237487257,23551,0.0,0.0
2025-01-08 00:00:00+00:00,0.0005000000237487257,0.0005189999938011169,0.00042799999937415123,0.0005029999883845448,35716,0.0,0.0
2025-01-09 00:00:00+00:00,0.0005029999883845448,0.0005039999959990382,0.00047400000039488077,0.0004820000031031668,41045,0.0,0.0
2025-01-10 00:00:00+00:00,0.0004820000031031668,0.0005789999850094318,0.00047400000039488077,0.0005779999773949385,44323,0.0,0.0
2025-01-11 00:00:00+00:00,0.0005779999773949385,0.0005949999904260039,0.0005760000203736126,0.0005779999773949385,38279,0.0,0.0
2025-01-12 00:00:00+00:00,0.0005779999773949385,0.0006000000284984708,0.0005540000274777412,0.0005959999980404973,45588,0.0,0.0
2025-01-13 00:00:00+00:00,0.0005959999980404973,0.000699999975040555,0.0005830000154674053,0.000699999975040555,38040,0.0,0.0
2025-01-14 00:00:00+00:00,0.000699999975040555,0.0007009999826550484,0.0006210000137798488,0.0006220000213943422,42545,0.0,0.0
2025-01-15 00:00:00+00:00,0.0006220000213943422,0.000623999978415668,0.0005499999970197678,0.0005530000198632479,32482,0.0,0.0
