TIMESTAMP,TRUMP32305_OPEN_PRICE_USD,TRUMP32305_HIGH_PRICE_USD,TRUMP32305_LOW_PRICE_USD,TRUMP32305_CLOSE_PRICE_USD,TRUMP32305_VOLUME_USD,TRUMP32305_DIVIDENDS_USD,TRUMP32305_STOCK_SPLITS_USD
2024-07-21 00:00:00+00:00,,,,0.0,256969,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,332758,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,22015,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,19299,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,6402,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,9185,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,10546,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,1537,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,9560,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,38264,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,4270,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,7660,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,2540,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,1858,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,2390,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,2125,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,285,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,990,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,2196,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,396,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,2487,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,2117,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,1533,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,786,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,1245,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,388,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,514,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,4561,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,130,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,701,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,398,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,455,0.0,0.0
