TIMESTAMP,MRCH_OPEN_PRICE_USD,MRCH_HIGH_PRICE_USD,MRCH_LOW_PRICE_USD,MRCH_CLOSE_PRICE_USD,MRCH_VOLUME_USD,MRCH_DIVIDENDS_USD,MRCH_STOCK_SPLITS_USD
2021-03-29 00:00:00+00:00,5.889866828918457,6.756587028503418,5.1065568923950195,5.308236122131348,411116,0.0,0.0
2021-03-30 00:00:00+00:00,5.308021068572998,5.908304214477539,3.4731249809265137,3.531982898712158,305924,0.0,0.0
2021-03-31 00:00:00+00:00,3.5314619541168213,3.9177908897399902,2.5032310485839844,2.659532070159912,1681728,0.0,0.0
2021-04-01 00:00:00+00:00,2.6548869609832764,3.316854953765869,2.5391600131988525,2.856564998626709,1052829,0.0,0.0
2021-04-02 00:00:00+00:00,2.8676791191101074,3.893059015274048,2.6374990940093994,3.503403902053833,1671734,0.0,0.0
2021-04-03 00:00:00+00:00,3.5106120109558105,3.5572080612182617,2.8987889289855957,2.953216075897217,574590,0.0,0.0
2021-04-04 00:00:00+00:00,2.945892095565796,3.3693900108337402,2.683772087097168,3.1740870475769043,706624,0.0,0.0
2021-04-05 00:00:00+00:00,3.172137975692749,3.2003469467163086,2.5168960094451904,2.6494569778442383,1030642,0.0,0.0
2021-04-06 00:00:00+00:00,2.6512680053710938,3.1772830486297607,2.3438799381256104,2.369041919708252,884260,0.0,0.0
2021-04-07 00:00:00+00:00,2.3640589714050293,2.3909308910369873,1.8319439888000488,1.8890119791030884,1020187,0.0,0.0
2021-04-08 00:00:00+00:00,1.8847899436950684,2.1812551021575928,1.8422629833221436,2.113966941833496,631594,0.0,0.0
2021-04-09 00:00:00+00:00,2.115834951400757,2.1403160095214844,1.8019939661026,1.8952070474624634,490584,0.0,0.0
2021-04-10 00:00:00+00:00,1.8949790000915527,2.1799519062042236,1.837865948677063,2.0089399814605713,567958,0.0,0.0
