TIMESTAMP,EDU24613_OPEN_PRICE_USD,EDU24613_HIGH_PRICE_USD,EDU24613_LOW_PRICE_USD,EDU24613_CLOSE_PRICE_USD,EDU24613_VOLUME_USD,EDU24613_DIVIDENDS_USD,EDU24613_STOCK_SPLITS_USD
2023-04-28 00:00:00+00:00,1.0398540496826172,1.4748109579086304,1.0020949840545654,1.3897390365600586,677649591,0.0,0.0
2023-04-29 00:00:00+00:00,1.3834409713745117,1.6841470003128052,1.321347951889038,1.4116610288619995,541446535,0.0,0.0
2023-04-30 00:00:00+00:00,1.411221981048584,1.5059280395507812,1.3638429641723633,1.3687549829483032,175319102,0.0,0.0
2023-05-01 00:00:00+00:00,1.3682019710540771,1.3737449645996094,1.1833349466323853,1.254120945930481,149917398,0.0,0.0
2023-05-02 00:00:00+00:00,1.253335952758789,1.303805947303772,1.220594048500061,1.2429089546203613,77661675,0.0,0.0
2023-05-03 00:00:00+00:00,1.242908000946045,1.2481789588928223,1.0945290327072144,1.1744120121002197,86672070,0.0,0.0
2023-05-04 00:00:00+00:00,1.1743290424346924,1.288059949874878,1.162919044494629,1.266055941581726,111767180,0.0,0.0
2023-05-05 00:00:00+00:00,1.2664010524749756,1.2696549892425537,1.1642470359802246,1.186674952507019,69056479,0.0,0.0
2023-05-06 00:00:00+00:00,1.186508059501648,1.193371057510376,1.043647050857544,1.0865670442581177,60003869,0.0,0.0
2023-05-07 00:00:00+00:00,1.0866609811782837,1.1216360330581665,1.0461549758911133,1.048341989517212,38306963,0.0,0.0
2023-05-08 00:00:00+00:00,1.0482009649276733,1.0637600421905518,0.9589120149612427,1.0071289539337158,51339479,0.0,0.0
2023-05-09 00:00:00+00:00,1.0086400508880615,1.0788979530334473,0.9881420135498047,1.0704799890518188,55333450,0.0,0.0
2023-05-10 00:00:00+00:00,1.0704469680786133,1.2882030010223389,1.0404469966888428,1.233212947845459,159266670,0.0,0.0
2023-05-11 00:00:00+00:00,1.2335790395736694,1.2408050298690796,1.0177079439163208,1.0447419881820679,151331954,0.0,0.0
2023-05-12 00:00:00+00:00,1.0446710586547852,1.1425420045852661,0.9833530187606812,1.142199993133545,108156805,0.0,0.0
2023-05-13 00:00:00+00:00,1.1424319744110107,1.1962900161743164,1.1154530048370361,1.128622055053711,120605961,0.0,0.0
