TIMESTAMP,BABYGME_OPEN_PRICE_USD,BABYGME_HIGH_PRICE_USD,BABYGME_LOW_PRICE_USD,BABYGME_CLOSE_PRICE_USD,BABYGME_VOLUME_USD,BABYGME_DIVIDENDS_USD,BABYGME_STOCK_SPLITS_USD
2024-06-18 00:00:00+00:00,,,,0.0,279,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,356,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,453,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,236,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,223,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,132,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,64,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,92,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,95,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,122,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,57,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,365,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,457,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,34,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,30,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,192,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,39,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,166,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,152,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,119,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,27,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,51,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,499,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,23,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,103,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,73,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,510,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,183,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,43,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,45,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,26,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,14,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,14,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,18,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,28,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,1282,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,3717,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,262,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,3736,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,4240,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,630,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,162,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,318,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,58,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,74,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,201,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,57,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,168,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,16,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,3369,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,220,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,204,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,186,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,57,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,23,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,76,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,24,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,391,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,166,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,95,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,253,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,25,0.0,0.0
2025-03-09 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-03-15 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,16,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,46,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-06-01 00:00:00+00:00,1.3897000209124079e-14,1.3897000209124079e-14,1.3762999596868448e-14,1.3766718071506895e-14,8,0.0,0.0
