TIMESTAMP,OZK36291_OPEN_PRICE_USD,OZK36291_HIGH_PRICE_USD,OZK36291_LOW_PRICE_USD,OZK36291_CLOSE_PRICE_USD,OZK36291_VOLUME_USD,OZK36291_DIVIDENDS_USD,OZK36291_STOCK_SPLITS_USD
2025-04-24 00:00:00+00:00,0.0026020000223070383,0.0033549999352544546,0.0017049999441951513,0.0019519999623298645,991559,0.0,0.0
2025-04-25 00:00:00+00:00,0.0019519999623298645,0.0031419999431818724,0.0018390000332146883,0.002389000030234456,1175144,0.0,0.0
2025-04-26 00:00:00+00:00,0.002389000030234456,0.0029589999467134476,0.002328000031411648,0.0027570000384002924,515264,0.0,0.0
2025-04-27 00:00:00+00:00,0.0027570000384002924,0.002954999916255474,0.0025530001148581505,0.0026519999373704195,461504,0.0,0.0
2025-04-28 00:00:00+00:00,0.0026519999373704195,0.002696000039577484,0.0025160000659525394,0.0026140001136809587,430927,0.0,0.0
2025-04-29 00:00:00+00:00,0.0026140001136809587,0.0026809999253600836,0.0024309998843818903,0.0024850000627338886,344301,0.0,0.0
2025-04-30 00:00:00+00:00,0.0024850000627338886,0.002572000026702881,0.00165200000628829,0.0018759999657049775,473503,0.0,0.0
2025-05-01 00:00:00+00:00,0.0018759999657049775,0.001976999919861555,0.0015399999683722854,0.001576000009663403,594350,0.0,0.0
2025-05-02 00:00:00+00:00,0.001576000009663403,0.0018050000071525574,0.0010989999864250422,0.001117000007070601,385799,0.0,0.0
2025-05-03 00:00:00+00:00,0.001117000007070601,0.0014540000120177865,0.000910000002477318,0.0011810000287368894,611534,0.0,0.0
2025-05-04 00:00:00+00:00,0.0011810000287368894,0.0016789999790489674,0.0011699999449774623,0.0012469999492168427,555812,0.0,0.0
2025-05-05 00:00:00+00:00,0.0012469999492168427,0.0015719999792054296,0.0011759999906644225,0.0013439999893307686,473604,0.0,0.0
2025-05-06 00:00:00+00:00,0.0013439999893307686,0.0018339999951422215,0.0013439999893307686,0.0018070000223815441,574715,0.0,0.0
2025-05-07 00:00:00+00:00,0.0018070000223815441,0.0019420000026002526,0.0015150000108405948,0.0017190000507980585,618134,0.0,0.0
2025-05-08 00:00:00+00:00,0.0017190000507980585,0.001765000051818788,0.0012829999905079603,0.001383999944664538,439850,0.0,0.0
2025-05-09 00:00:00+00:00,0.001383999944664538,0.0015269999857991934,0.0011650000233203173,0.0012240000069141388,477691,0.0,0.0
2025-05-10 00:00:00+00:00,0.0012240000069141388,0.0013549999566748738,0.0011439999798312783,0.001167000038549304,447044,0.0,0.0
2025-05-11 00:00:00+00:00,0.001167000038549304,0.0012779999524354935,0.0009840000420808792,0.001104000024497509,618647,0.0,0.0
2025-05-12 00:00:00+00:00,0.001104000024497509,0.0012199999764561653,0.0006769999745301902,0.0009980000322684646,666482,0.0,0.0
2025-05-13 00:00:00+00:00,0.0009980000322684646,0.0011159999994561076,0.0008980000275187194,0.0009480000007897615,413824,0.0,0.0
2025-05-14 00:00:00+00:00,0.0009480000007897615,0.0009749999735504389,0.0006859999848529696,0.0009549999958835542,586280,0.0,0.0
2025-05-15 00:00:00+00:00,0.0009549999958835542,0.000990999978967011,0.0007379999733529985,0.0008670000243000686,672303,0.0,0.0
2025-05-16 00:00:00+00:00,0.0008670000243000686,0.0008820000221021473,0.000770999991800636,0.0007730000070296228,520982,0.0,0.0
2025-05-17 00:00:00+00:00,0.0007730000070296228,0.0008249999955296516,0.0007430000114254653,0.0008069999748840928,481439,0.0,0.0
2025-05-18 00:00:00+00:00,0.0008069999748840928,0.0008200000156648457,0.0006469999789260328,0.0008009999874047935,461988,0.0,0.0
2025-05-19 00:00:00+00:00,0.0008009999874047935,0.0008219999726861715,0.0007789999945089221,0.0007890000124461949,402998,0.0,0.0
2025-05-20 00:00:00+00:00,0.0007890000124461949,0.0008159999852068722,0.0007769999792799354,0.0008159999852068722,365428,0.0,0.0
2025-05-21 00:00:00+00:00,0.0008159999852068722,0.0008660000166855752,0.0008009999874047935,0.0008099999977275729,313808,0.0,0.0
2025-05-22 00:00:00+00:00,0.0008099999977275729,0.0008340000058524311,0.0008009999874047935,0.0008140000281855464,328480,0.0,0.0
2025-05-23 00:00:00+00:00,0.0008140000281855464,0.0008270000107586384,0.0007960000075399876,0.0008110000053420663,316076,0.0,0.0
2025-05-24 00:00:00+00:00,0.0008110000053420663,0.0008290000259876251,0.0007999999797903001,0.0008110000053420663,283405,0.0,0.0
2025-05-25 00:00:00+00:00,0.0008110000053420663,0.0008120000129565597,0.0007849999819882214,0.0007939999923110008,267370,0.0,0.0
2025-05-26 00:00:00+00:00,0.0007939999923110008,0.0007960000075399876,0.0007719999994151294,0.0007740000146441162,268078,0.0,0.0
2025-05-27 00:00:00+00:00,0.0007740000146441162,0.0007740000146441162,0.0007459999760612845,0.0007469999836757779,274289,0.0,0.0
2025-05-28 00:00:00+00:00,0.0007469999836757779,0.0007479999912902713,0.0006619999767281115,0.0006990000256337225,326949,0.0,0.0
2025-05-29 00:00:00+00:00,0.0006990000256337225,0.0007590000168420374,0.0006699999794363976,0.0006699999794363976,319028,0.0,0.0
2025-05-30 00:00:00+00:00,0.0006699999794363976,0.000813000020571053,0.0006549999816343188,0.0006709999870508909,345113,0.0,0.0
2025-05-31 00:00:00+00:00,0.0006709999870508909,0.0007459999760612845,0.0006489999941550195,0.0006510000093840063,335601,0.0,0.0
2025-06-01 00:00:00+00:00,0.0006511271931231022,0.0007043631048873067,0.0006007440388202667,0.0006217424524948001,338121,0.0,0.0
