TIMESTAMP,SC_CLOSE_PRICE_USD,SC_OPEN_PRICE_USD,SC_HIGH_PRICE_USD,SC_LOW_PRICE_USD
2018-05-06,0.026321,0.027375,0.027576,0.025233
2018-05-07,0.025457,0.026321,0.026367,0.024379
2018-05-08,0.025762,0.025971,0.026585,3e-06
2018-05-09,0.025485,0.025799,0.026639,0.024466
2018-05-10,0.022953,0.025485,0.025732,0.022953
2018-05-11,0.020016,0.022953,0.023006,0.01913
2018-05-12,0.019997,0.020064,0.020984,0.018571
2018-05-13,0.021362,0.020128,0.022101,0.019446
2018-05-14,0.021018,0.021362,0.021587,0.019631
2018-05-15,0.019768,0.021016,0.02128,0.019635
2018-05-16,0.019143,0.019768,0.019877,0.018355
2018-05-17,0.01831,0.019159,0.019763,0.01814
2018-05-18,0.018826,0.018246,0.019046,0.017877
2018-05-19,0.019075,0.018826,0.019447,0.018826
2018-05-20,0.020157,0.019055,0.020566,0.018781
2018-05-21,0.019687,0.020157,0.020538,0.019361
2018-05-22,0.017715,0.019687,0.019692,0.017549
2018-05-23,0.015807,0.017749,0.017982,0.015473
2018-05-24,0.016547,0.015795,0.016584,0.014928
2018-05-25,0.015774,0.016516,0.016588,0.015474
2018-05-26,0.015498,0.015771,0.016164,0.01536
2018-05-27,0.015413,0.015501,0.015704,0.015153
2018-05-28,0.013454,0.01542,0.015566,0.013391
2018-05-29,0.014764,0.013462,0.014965,0.01328
2018-05-30,0.014861,0.014781,0.015805,0.014106
2018-05-31,0.015235,0.014854,0.015606,0.014683
2018-06-01,0.015155,0.015234,0.015575,0.014862
2018-06-02,0.015543,0.015167,0.015619,0.014934
2018-06-03,0.015706,0.015532,0.016094,0.015466
2018-06-04,0.014802,0.01572,0.015825,0.014531
2018-06-05,0.014977,0.014791,0.015362,0.014266
2018-06-06,0.016493,0.014989,0.016706,0.014884
2018-06-07,0.017262,0.016418,0.017585,0.016002
2018-06-08,0.018086,0.017255,0.018245,0.017164
2018-06-09,0.01668,0.018086,0.018228,0.016624
2018-06-10,0.013972,0.016684,0.016684,0.013677
2018-06-11,0.014263,0.013989,0.014796,0.013223
2018-06-12,0.012463,0.014256,0.014256,0.012334
2018-06-13,0.011733,0.012466,0.012807,0.010815
2018-06-14,0.013954,0.011709,0.015447,0.011615
2018-06-15,0.012828,0.014048,0.014048,0.012797
2018-06-16,0.012777,0.012866,0.013069,0.012255
2018-06-17,0.012522,0.012779,0.013002,0.012436
2018-06-18,0.012915,0.012532,0.013201,0.011968
2018-06-19,0.012975,0.012949,0.013417,0.012699
2018-06-20,0.012811,0.012893,0.012976,0.012301
2018-06-21,0.012621,0.01281,0.012975,0.012398
2018-06-22,0.010907,0.012588,0.012678,0.010747
2018-06-23,0.011043,0.011028,0.011269,0.01082
2018-06-24,0.010359,0.011057,0.011155,0.009304
2018-06-25,0.010588,0.010356,0.010887,0.010248
2018-06-26,0.01001,0.010595,0.010673,0.009957
2018-06-27,0.01015,0.009918,0.010218,0.009573
2018-06-28,0.009491,0.01015,0.010211,0.009415
2018-06-29,0.010026,0.009491,0.010075,0.00905
2018-06-30,0.01077,0.010026,0.011021,0.010018
2018-07-01,0.010763,0.01077,0.011037,0.010201
2018-07-02,0.011415,0.010762,0.011679,0.0
2018-07-03,0.010952,0.011415,0.011926,0.000151
2018-07-04,0.010972,0.010952,0.011566,0.010585
2018-07-05,0.010628,0.010972,0.011252,0.010438
2018-07-06,0.010727,0.010628,0.011115,0.010165
2018-07-07,0.011055,0.010727,0.011187,0.01054
2018-07-08,0.0109,0.011055,0.011181,0.010838
2018-07-09,0.011355,0.0109,0.01203,0.010741
2018-07-10,0.010459,0.011355,0.011399,0.010378
2018-07-11,0.010683,0.010459,0.010947,0.010223
2018-07-12,0.010126,0.010683,0.010728,0.009882
2018-07-13,0.01017,0.010126,0.010474,0.01004
2018-07-14,0.010156,0.010169,0.010305,0.010075
2018-07-15,0.010313,0.010156,0.010474,0.010089
2018-07-16,0.011216,0.010313,0.01134,0.010309
2018-07-17,0.012115,0.011216,0.012236,0.011047
2018-07-18,0.012412,0.012115,0.013303,0.012055
2018-07-19,0.012294,0.012412,0.012906,0.01215
2018-07-20,0.010815,0.012294,0.012294,0.010523
2018-07-21,0.010994,0.010816,0.011281,0.01051
2018-07-22,0.010769,0.010994,0.011058,0.010681
2018-07-23,0.010375,0.010769,0.011056,0.010244
2018-07-24,0.010811,0.010375,0.010921,0.009848
2018-07-25,0.010917,0.010811,0.011209,0.010449
2018-07-26,0.010678,0.010917,0.010958,0.010596
2018-07-27,0.010596,0.010678,0.010761,0.010513
2018-07-28,0.010596,0.010596,0.010678,0.010513
2018-07-29,0.010647,0.010596,0.010784,0.010357
2018-07-30,0.009928,0.010647,0.010689,0.009702
2018-07-31,0.009255,0.009928,0.009955,0.00906
2018-08-01,0.008941,0.009255,0.009345,0.008711
2018-08-02,0.008326,0.008941,0.009125,0.008233
2018-08-03,0.007972,0.008326,0.008326,0.007602
2018-08-04,0.007742,0.007977,0.008275,0.007373
2018-08-05,0.007982,0.007742,0.008013,0.007476
2018-08-06,0.007458,0.007982,0.00811,0.007353
2018-08-07,0.007087,0.007458,0.007758,0.007049
2018-08-08,0.006121,0.007087,0.007087,0.005916
2018-08-09,0.006562,0.006121,0.006824,0.006068
2018-08-10,0.005867,0.006562,0.006606,0.005797
2018-08-11,0.005663,0.00587,0.005973,0.005484
2018-08-12,0.005714,0.005669,0.005837,0.005588
2018-08-13,0.004908,0.005714,0.005742,0.00481
2018-08-14,0.004794,0.004908,0.004962,0.00413
2018-08-15,0.00511,0.004794,0.005595,0.004749
2018-08-16,0.005207,0.00511,0.005274,0.004883
2018-08-17,0.006161,0.005207,0.00621,0.005178
2018-08-18,0.005592,0.006155,0.006626,0.005246
2018-08-19,0.005869,0.005592,0.006007,0.005474
2018-08-20,0.005254,0.005869,0.005966,0.005233
2018-08-21,0.005475,0.005254,0.005589,0.005219
2018-08-22,0.005116,0.005475,0.00594,0.004992
2018-08-23,0.005385,0.005116,0.005482,0.005079
2018-08-24,0.005523,0.005385,0.005608,0.005289
2018-08-25,0.00556,0.005524,0.005622,0.005369
2018-08-26,0.005467,0.00556,0.005561,0.005298
2018-08-27,0.00604,0.005467,0.006116,0.005427
2018-08-28,0.006618,0.00604,0.006723,0.006013
2018-08-29,0.006236,0.006618,0.006624,0.006145
2018-08-30,0.00605,0.006236,0.006248,0.005701
2018-08-31,0.006394,0.00605,0.006411,0.005929
2018-09-01,0.007593,0.006394,0.008028,0.006394
2018-09-02,0.007327,0.007593,0.007849,0.006977
2018-09-03,0.007379,0.007327,0.007609,0.007112
2018-09-04,0.007617,0.007379,0.007802,0.007365
2018-09-05,0.006,0.007617,0.007623,0.00593
2018-09-06,0.005895,0.006,0.006,0.005441
2018-09-07,0.005668,0.005895,0.006088,0.005549
2018-09-08,0.005288,0.005668,0.005844,0.005288
2018-09-09,0.005397,0.005288,0.005612,0.005169
2018-09-10,0.005456,0.005397,0.005532,0.005336
2018-09-11,0.005189,0.005456,0.005523,0.00518
2018-09-12,0.005101,0.005189,0.005257,0.004826
2018-09-13,0.005407,0.005101,0.005623,0.005099
2018-09-14,0.005352,0.005407,0.005492,0.005099
2018-09-15,0.005444,0.005346,0.005551,0.005279
2018-09-16,0.005491,0.00544,0.005506,0.005318
2018-09-17,0.005098,0.005491,0.005648,0.005002
2018-09-18,0.005233,0.005098,0.005442,0.005037
2018-09-19,0.005337,0.005233,0.005452,0.005008
2018-09-20,0.005558,0.005337,0.005567,0.005245
2018-09-21,0.005994,0.005558,0.006044,0.005489
2018-09-22,0.005816,0.005985,0.006138,0.005691
2018-09-23,0.006946,0.005815,0.007664,0.005806
2018-09-24,0.00642,0.006946,0.007474,0.006332
2018-09-25,0.006081,0.00642,0.00642,0.005712
2018-09-26,0.006042,0.006081,0.006311,0.005845
2018-09-27,0.006321,0.006042,0.006412,0.005912
2018-09-28,0.006204,0.006321,0.006556,0.00612
2018-09-29,0.006175,0.006204,0.006256,0.006
2018-09-30,0.006255,0.006175,0.006351,0.006066
2018-10-01,0.006568,0.006255,0.006679,0.006228
2018-10-02,0.006832,0.006568,0.007102,0.006472
2018-10-03,0.007511,0.006832,0.007796,0.006536
2018-10-04,0.007534,0.007511,0.008153,0.007443
2018-10-05,0.007741,0.007534,0.007881,0.007191
2018-10-06,0.00735,0.007741,0.007784,0.007195
2018-10-07,0.007492,0.00735,0.007543,0.007172
2018-10-08,0.007641,0.007492,0.007725,0.007362
2018-10-09,0.007363,0.007641,0.007649,0.007302
2018-10-10,0.007128,0.007363,0.007363,0.006954
2018-10-11,0.006036,0.007128,0.007128,0.006012
2018-10-12,0.00614,0.006036,0.006234,0.005943
2018-10-13,0.006358,0.006136,0.006483,0.006131
2018-10-14,0.006365,0.006358,0.006614,0.006328
2018-10-15,0.006573,0.006365,0.007442,0.006268
2018-10-16,0.006859,0.006573,0.006933,0.006519
2018-10-17,0.006769,0.006859,0.006894,0.006667
2018-10-18,0.006514,0.006769,0.006823,0.006469
2018-10-19,0.006625,0.006514,0.006811,0.006454
2018-10-20,0.007079,0.006626,0.007144,0.006544
2018-10-21,0.007148,0.007081,0.007376,0.007053
2018-10-22,0.006994,0.007148,0.007151,0.006815
2018-10-23,0.007303,0.006994,0.00753,0.006892
2018-10-24,0.007373,0.007303,0.007618,0.007303
2018-10-25,0.007344,0.007373,0.00768,0.0073
2018-10-26,0.007348,0.007344,0.00742,0.00721
2018-10-27,0.007248,0.007348,0.007361,0.007103
2018-10-28,0.007042,0.007248,0.007259,0.006914
2018-10-29,0.006883,0.007042,0.007442,0.006699
2018-10-30,0.006741,0.006883,0.007041,0.006607
2018-10-31,0.006591,0.006741,0.006747,0.006282
2018-11-01,0.006624,0.006591,0.006696,0.006452
2018-11-02,0.006523,0.006624,0.006681,0.006514
2018-11-03,0.00642,0.006523,0.006593,0.006412
2018-11-04,0.006453,0.00642,0.00651,0.006305
2018-11-05,0.006244,0.006453,0.006463,0.006112
2018-11-06,0.006483,0.006244,0.006483,0.00617
2018-11-07,0.006408,0.006483,0.006574,0.006375
2018-11-08,0.006253,0.006408,0.006464,0.006191
2018-11-09,0.006067,0.006253,0.006257,0.005998
2018-11-10,0.006142,0.006067,0.006236,0.006023
2018-11-11,0.005911,0.006142,0.00616,0.005794
2018-11-12,0.005899,0.005911,0.005977,0.005695
2018-11-13,0.005656,0.005899,0.005899,0.0056
2018-11-14,0.004973,0.005656,0.005731,0.004626
2018-11-15,0.00486,0.004973,0.005069,0.004326
2018-11-16,0.004613,0.00486,0.004865,0.004449
2018-11-17,0.004529,0.004613,0.004613,0.004431
2018-11-18,0.004556,0.004529,0.004654,0.00448
2018-11-19,0.003629,0.004556,0.004574,0.003546
2018-11-20,0.003235,0.003629,0.003709,0.003046
2018-11-21,0.003433,0.003235,0.00346,0.003109
2018-11-22,0.00314,0.003433,0.003433,0.00314
2018-11-23,0.003162,0.00314,0.003188,0.002937
2018-11-24,0.002771,0.003162,0.003237,0.002665
2018-11-25,0.002853,0.002771,0.002961,0.002509
2018-11-26,0.00268,0.002853,0.003057,0.002551
2018-11-27,0.002855,0.00268,0.002891,0.002618
2018-11-28,0.00338,0.002855,0.003464,0.002855
2018-11-29,0.003255,0.00338,0.003488,0.003163
2018-11-30,0.003008,0.003255,0.003281,0.002878
2018-12-01,0.003161,0.003008,0.003263,0.002925
2018-12-02,0.003057,0.003161,0.003243,0.00305
2018-12-03,0.00283,0.003057,0.003071,0.002746
2018-12-04,0.002927,0.00283,0.003038,0.002761
2018-12-05,0.002656,0.002927,0.002938,0.002649
2018-12-06,0.002425,0.002656,0.002836,0.002408
2018-12-07,0.002473,0.002425,0.002488,0.002249
2018-12-08,0.002472,0.002474,0.002541,0.002338
2018-12-09,0.002607,0.002472,0.002701,0.002436
2018-12-10,0.002415,0.002607,0.002645,0.002414
2018-12-11,0.002365,0.002415,0.002467,0.002334
2018-12-12,0.002441,0.002378,0.002506,0.002374
2018-12-13,0.002296,0.002441,0.002441,0.002281
2018-12-14,0.002215,0.002296,0.00232,0.002178
2018-12-15,0.002252,0.002215,0.002274,0.002204
2018-12-16,0.00226,0.002252,0.002337,0.002245
2018-12-17,0.002556,0.00226,0.002597,0.00225
2018-12-18,0.002627,0.002556,0.002639,0.002456
2018-12-19,0.002743,0.002627,0.003001,0.002614
2018-12-20,0.002971,0.002743,0.003034,0.00272
2018-12-21,0.0028,0.002971,0.003064,0.002753
2018-12-22,0.003032,0.002803,0.003048,0.002763
2018-12-23,0.003074,0.003039,0.003152,0.002999
2018-12-24,0.00313,0.003074,0.003333,0.003005
2018-12-25,0.002831,0.003126,0.003135,0.00277
2018-12-26,0.00281,0.002831,0.002933,0.002726
2018-12-27,0.002618,0.00281,0.002833,0.0026
2018-12-28,0.002886,0.002618,0.00292,0.002569
2018-12-29,0.002776,0.002886,0.002923,0.002766
2018-12-30,0.002841,0.002779,0.002852,0.002744
2018-12-31,0.002662,0.002841,0.002848,0.002655
2019-01-01,0.00279,0.002662,0.002807,0.002649
2019-01-02,0.002855,0.00279,0.002871,0.002764
2019-01-03,0.002725,0.002855,0.002859,0.002689
2019-01-04,0.00279,0.002725,0.002792,0.002673
2019-01-05,0.002738,0.002788,0.002824,0.002733
2019-01-06,0.002899,0.002738,0.005437,0.002702
2019-01-07,0.002818,0.002899,0.002917,0.002816
2019-01-08,0.002849,0.002818,0.002925,0.002765
2019-01-09,0.002838,0.002849,0.002933,0.002785
2019-01-10,0.00258,0.002838,0.002956,0.002526
2019-01-11,0.002545,0.00258,0.002593,0.002512
2019-01-12,0.002536,0.002545,0.002558,0.002514
2019-01-13,0.002389,0.002536,0.002547,0.00233
2019-01-14,0.002531,0.002389,0.002562,0.002381
2019-01-15,0.002395,0.002531,0.002548,0.00238
2019-01-16,0.002478,0.002395,0.002485,0.002386
2019-01-17,0.002549,0.002478,0.00255,0.002452
2019-01-18,0.002481,0.002549,0.002551,0.002466
2019-01-19,0.002579,0.002481,0.002603,0.00248
2019-01-20,0.002456,0.002579,0.002628,0.002395
2019-01-21,0.002489,0.002456,0.002496,0.002423
2019-01-22,0.002602,0.002489,0.002653,0.002435
2019-01-23,0.002516,0.002602,0.002614,0.002497
2019-01-24,0.002538,0.002516,0.002549,0.002495
2019-01-25,0.002522,0.002538,0.002546,0.002463
2019-01-26,0.002488,0.002522,0.002594,0.002485
2019-01-27,0.0025,0.002487,0.00252,0.002392
2019-01-28,0.002328,0.0025,0.002501,0.002299
2019-01-29,0.002348,0.002328,0.002383,0.002245
2019-01-30,0.002383,0.002348,0.002429,0.00233
2019-01-31,0.002294,0.002383,0.002408,0.002292
2019-02-01,0.002353,0.002294,0.002364,0.00227
2019-02-02,0.002331,0.002351,0.002352,0.002263
2019-02-03,0.002259,0.002331,0.002336,0.00221
2019-02-04,0.002216,0.002259,0.002262,0.002207
2019-02-05,0.002195,0.002216,0.002227,0.002184
2019-02-06,0.002296,0.002195,0.002296,0.002086
2019-02-07,0.002251,0.002296,0.002296,0.002219
2019-02-08,0.002365,0.002251,0.002485,0.002224
2019-02-09,0.002398,0.002365,0.002411,0.002346
2019-02-10,0.002379,0.002398,0.002403,0.002303
2019-02-11,0.002337,0.002379,0.002381,0.002298
2019-02-12,0.002309,0.002337,0.002393,0.002286
2019-02-13,0.00233,0.002309,0.002372,0.002305
2019-02-14,0.002286,0.00233,0.002338,0.002277
2019-02-15,0.00229,0.002286,0.002323,0.002278
2019-02-16,0.002298,0.002294,0.002357,0.00229
2019-02-17,0.002409,0.002298,0.00244,0.002297
2019-02-18,0.002487,0.002409,0.002546,0.002402
2019-02-19,0.002535,0.002487,0.002573,0.002439
2019-02-20,0.002578,0.002535,0.002637,0.00248
2019-02-21,0.002687,0.002578,0.002705,0.002555
2019-02-22,0.002662,0.002687,0.002719,0.002614
2019-02-23,0.002717,0.002658,0.002728,0.00259
2019-02-24,0.002434,0.002717,0.002732,0.002421
2019-02-25,0.002492,0.002434,0.002517,0.002409
2019-02-26,0.002436,0.002492,0.002498,0.002422
2019-02-27,0.002438,0.002436,0.002497,0.002358
2019-02-28,0.002396,0.002438,0.002492,0.002394
2019-03-01,0.002448,0.002396,0.002467,0.002394
2019-03-02,0.002446,0.002447,0.002452,0.00241
2019-03-03,0.002467,0.002446,0.002472,0.002423
2019-03-04,0.002337,0.002467,0.002478,0.002326
2019-03-05,0.002508,0.002337,0.002519,0.002337
2019-03-06,0.00247,0.002508,0.002513,0.002444
2019-03-07,0.002438,0.00247,0.002496,0.002399
2019-03-08,0.002423,0.002438,0.002472,0.002384
2019-03-09,0.00251,0.002423,0.002569,0.002419
2019-03-10,0.0025,0.002511,0.002545,0.00248
2019-03-11,0.002588,0.0025,0.002622,0.002419
2019-03-12,0.002748,0.002588,0.002877,0.002528
2019-03-13,0.002704,0.002748,0.002831,0.002697
2019-03-14,0.002745,0.002704,0.002785,0.002685
2019-03-15,0.002862,0.002745,0.0029,0.002744
2019-03-16,0.002801,0.002862,0.00291,0.002792
2019-03-17,0.002787,0.0028,0.0028,0.002728
2019-03-18,0.00275,0.002787,0.002821,0.002726
2019-03-19,0.002814,0.00275,0.002862,0.002709
2019-03-20,0.002827,0.002814,0.002862,0.002752
2019-03-21,0.00269,0.002827,0.002835,0.002664
2019-03-22,0.002692,0.00269,0.002733,0.002649
2019-03-23,0.002743,0.00269,0.002744,0.002684
2019-03-24,0.002768,0.002743,0.002769,0.002688
2019-03-25,0.00264,0.002768,0.002773,0.00262
2019-03-26,0.002615,0.00264,0.002649,0.002548
2019-03-27,0.002728,0.002615,0.002799,0.002607
2019-03-28,0.002762,0.002728,0.002763,0.002708
2019-03-29,0.002821,0.002762,0.002821,0.002718
2019-03-30,0.00277,0.002821,0.002835,0.002706
2019-03-31,0.002771,0.00277,0.002781,0.002725
2019-04-01,0.00296,0.002771,0.00297,0.002745
2019-04-02,0.003279,0.00296,0.003351,0.002912
2019-04-03,0.003361,0.003279,0.003595,0.003273
2019-04-04,0.003232,0.003361,0.003421,0.003215
2019-04-05,0.003432,0.003232,0.003455,0.003232
2019-04-06,0.003429,0.003432,0.003604,0.003354
2019-04-07,0.003698,0.003437,0.003713,0.003431
2019-04-08,0.003591,0.003698,0.003756,0.003495
2019-04-09,0.00352,0.003591,0.003615,0.003444
2019-04-10,0.003482,0.00352,0.003645,0.003415
2019-04-11,0.003117,0.003482,0.003497,0.003028
2019-04-12,0.003147,0.003117,0.003191,0.003034
2019-04-13,0.003091,0.003145,0.00317,0.003071
2019-04-14,0.003195,0.003091,0.003256,0.003059
2019-04-15,0.003056,0.003195,0.003251,0.003016
2019-04-16,0.003116,0.003056,0.003127,0.003003
2019-04-17,0.0031,0.003116,0.003147,0.003051
2019-04-18,0.003107,0.0031,0.003166,0.003029
2019-04-19,0.003111,0.003107,0.003139,0.003056
2019-04-20,0.003071,0.003109,0.003159,0.003039
2019-04-21,0.0029,0.003071,0.003086,0.002811
2019-04-22,0.003027,0.0029,0.00317,0.0029
2019-04-23,0.002952,0.003027,0.003086,0.002949
2019-04-24,0.002877,0.002952,0.002952,0.00275
2019-04-25,0.002726,0.002877,0.002901,0.002726
2019-04-26,0.002679,0.002726,0.002784,0.002655
2019-04-27,0.002799,0.002679,0.002808,0.002679
2019-04-28,0.002718,0.002799,0.002802,0.0027
2019-04-29,0.002561,0.002718,0.002733,0.002561
2019-04-30,0.002727,0.002561,0.002805,0.00252
2019-05-01,0.002751,0.002727,0.002821,0.002727
2019-05-02,0.002754,0.002751,0.002764,0.002707
2019-05-03,0.002799,0.002754,0.00284,0.002721
2019-05-04,0.00278,0.002799,0.002835,0.002691
