TIMESTAMP,FITCOIN_OPEN_PRICE_USD,FITCOIN_HIGH_PRICE_USD,FITCOIN_LOW_PRICE_USD,FITCOIN_CLOSE_PRICE_USD,FITCOIN_VOLUME_USD,FITCOIN_DIVIDENDS_USD,FITCOIN_STOCK_SPLITS_USD
2025-05-14 00:00:00+00:00,0.004284000024199486,0.007993999868631363,0.0034839999862015247,0.005158000160008669,10818315,0.0,0.0
2025-05-15 00:00:00+00:00,0.005158000160008669,0.005989000201225281,0.0018269999418407679,0.002902999985963106,7753188,0.0,0.0
2025-05-16 00:00:00+00:00,0.002939000027254224,0.008093999698758125,0.002563999965786934,0.005030999891459942,7565642,0.0,0.0
2025-05-17 00:00:00+00:00,0.005127000156790018,0.007930999621748924,0.0033470001071691513,0.005539000034332275,4835948,0.0,0.0
2025-05-18 00:00:00+00:00,0.005539000034332275,0.018268000334501266,0.005539000034332275,0.011881000362336636,16623541,0.0,0.0
2025-05-19 00:00:00+00:00,0.011881000362336636,0.011932999826967716,0.007098999805748463,0.008545000106096268,6881358,0.0,0.0
2025-05-20 00:00:00+00:00,0.008545000106096268,0.012393999844789505,0.00846800021827221,0.009889000095427036,4414172,0.0,0.0
2025-05-21 00:00:00+00:00,0.009889000095427036,0.012958000414073467,0.006366000045090914,0.007615999784320593,7269743,0.0,0.0
2025-05-22 00:00:00+00:00,0.007615999784320593,0.007633000146597624,0.0045830002054572105,0.005142999812960625,6593100,0.0,0.0
2025-05-23 00:00:00+00:00,0.005142999812960625,0.005963000003248453,0.003739000065252185,0.0046709999442100525,8336785,0.0,0.0
2025-05-24 00:00:00+00:00,0.0046709999442100525,0.0069670001976192,0.004645999986678362,0.005963999778032303,2851259,0.0,0.0
2025-05-25 00:00:00+00:00,0.005963999778032303,0.00775599991902709,0.005098999943584204,0.00774999987334013,4260737,0.0,0.0
2025-05-26 00:00:00+00:00,0.00774999987334013,0.008721999824047089,0.006643999833613634,0.00686099985614419,2682845,0.0,0.0
2025-05-27 00:00:00+00:00,0.00686099985614419,0.007269000168889761,0.005266999825835228,0.00544800003990531,2917450,0.0,0.0
2025-05-28 00:00:00+00:00,0.00544800003990531,0.0054779998026788235,0.004234000109136105,0.004586999770253897,2334768,0.0,0.0
2025-05-29 00:00:00+00:00,0.004586999770253897,0.005762000102549791,0.003498000092804432,0.004188000224530697,3126390,0.0,0.0
2025-05-30 00:00:00+00:00,0.004188000224530697,0.004234000109136105,0.0030789999291300774,0.0030980000738054514,4595529,0.0,0.0
2025-05-31 00:00:00+00:00,0.0030980000738054514,0.003882999997586012,0.0028210000600665808,0.003186000045388937,2858432,0.0,0.0
2025-06-01 00:00:00+00:00,0.003187843132764101,0.003580674761906266,0.0028329147025942802,0.002987263025715947,1808936,0.0,0.0
