TIMESTAMP,POOH_OPEN_PRICE_USD,POOH_HIGH_PRICE_USD,POOH_LOW_PRICE_USD,POOH_CLOSE_PRICE_USD,POOH_VOLUME_USD,POOH_DIVIDENDS_USD,POOH_STOCK_SPLITS_USD
2023-05-01 00:00:00+00:00,,,,0.0,766402,0.0,0.0
2023-05-02 00:00:00+00:00,,,,0.0,13139691,0.0,0.0
2023-05-03 00:00:00+00:00,,,,0.0,9183320,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,4399883,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,4897501,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,60318945,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,35999867,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,24353241,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,10801995,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,11825233,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,7378105,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,5770943,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,3849176,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,4875508,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,4907850,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,2713954,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,2501308,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,4000351,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,2688214,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,1823420,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,1596571,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,1859403,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,1630722,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,1446175,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,1876470,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,1740907,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,1519781,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,1396684,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,1132676,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,978353,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,1345626,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,1078902,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,1102040,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,908990,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,769665,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,1171183,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,966555,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,602934,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,784184,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,697331,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,584028,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,461202,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,626195,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,547847,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,631052,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,672376,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,1008461,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,849190,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,596413,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,613284,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,726237,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,796541,0.0,0.0
