TIMESTAMP,MOLLY32119_OPEN_PRICE_USD,MOLLY32119_HIGH_PRICE_USD,MOLLY32119_LOW_PRICE_USD,MOLLY32119_CLOSE_PRICE_USD,MOLLY32119_VOLUME_USD,MOLLY32119_DIVIDENDS_USD,MOLLY32119_STOCK_SPLITS_USD
2024-07-17 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,4.999999873689376e-06,7.000000096013537e-06,754288,0.0,0.0
2024-07-18 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,3.999999989900971e-06,6.000000212225132e-06,438853,0.0,0.0
2024-07-19 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,4.999999873689376e-06,6.000000212225132e-06,407425,0.0,0.0
2024-07-20 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,322111,0.0,0.0
2024-07-21 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,175751,0.0,0.0
2024-07-22 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,546453,0.0,0.0
2024-07-23 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.000000106112566e-06,3.999999989900971e-06,275948,0.0,0.0
2024-07-24 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,267761,0.0,0.0
2024-07-25 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,247377,0.0,0.0
2024-07-26 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.999999989900971e-06,4.999999873689376e-06,279825,0.0,0.0
2024-07-27 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,218214,0.0,0.0
2024-07-28 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,137012,0.0,0.0
2024-07-29 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,148836,0.0,0.0
2024-07-30 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,134713,0.0,0.0
2024-07-31 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,1.9999999949504854e-06,1.9999999949504854e-06,170605,0.0,0.0
2024-08-01 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,112774,0.0,0.0
2024-08-02 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,29286,0.0,0.0
2024-08-03 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,62196,0.0,0.0
2024-08-04 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,25960,0.0,0.0
2024-08-05 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,75370,0.0,0.0
2024-08-06 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,59656,0.0,0.0
2024-08-07 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,25441,0.0,0.0
2024-08-08 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,62689,0.0,0.0
2024-08-09 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,30850,0.0,0.0
2024-08-10 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,0.0,9.999999974752427e-07,497648,0.0,0.0
2024-08-11 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,75300,0.0,0.0
2024-08-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,30139,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,33837,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,26260,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,17885,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,56759,0.0,0.0
2024-08-17 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,64575,0.0,0.0
2024-08-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,22937,0.0,0.0
2024-08-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,7933,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,10195,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,16975,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,7061,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,3859,0.0,0.0
2024-08-24 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,83842,0.0,0.0
2024-08-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,18738,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,7343,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,5615,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,4544,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,16393,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,7442,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,13632,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,9589,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,12972,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,1941,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,1200,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,297,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,1847,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,5002,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,3603,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,4291,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,5942,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,492,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,8527,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,2704,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,1733,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,2320,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,4454,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,2134,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,5161,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,13181,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,36603,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,20427,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,5157,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,5252,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,2337,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,43585,0.0,0.0
2024-09-26 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,21876,0.0,0.0
2024-09-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,34058,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,3712,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,3894,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,3802,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,5687,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,5255,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,6859,0.0,0.0
2024-10-04 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,24009,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,10355,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,23824,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,16297,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,8011,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,13507,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,10319,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,14872,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,15907,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,3975,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,5361,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,13176,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,16454,0.0,0.0
2024-10-17 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,83382,0.0,0.0
2024-10-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,30110,0.0,0.0
2024-10-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,67271,0.0,0.0
2024-10-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,17430,0.0,0.0
2024-10-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9722,0.0,0.0
2024-10-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,13455,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,6370,0.0,0.0
2024-10-24 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,9213,0.0,0.0
2024-10-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,12631,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,15687,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,2898,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,3641,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,3780,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,3413,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,2854,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,1281,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,2628,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,2249,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,1516,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,28354,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,1518,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,4545,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,4020,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,6281,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,5415,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,4186,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,1374,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,4954,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,4089,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,1850,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,297,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,1072,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,1036,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,1393,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,6648,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,1650,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,1124,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,34,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,104,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,1451,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,2134,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,1233,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,1576,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,1492,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,4550,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,2123,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,773,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,266,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,2341,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,115,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,761,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,844,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,513,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,617,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,4242,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,2146,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,106,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,1167,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,924,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,1301,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,3115,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,376,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,392,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,190,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,319,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,16740,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,13702,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,440,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,44,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,594,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,208,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,950,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,426,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,426,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,535,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,59,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,94,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,7524,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,8513,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,359,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,640,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,103,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,38,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,2581,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,77,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,649,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,27,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,265,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,128,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,65,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,1076,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,10,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,987,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,132,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,103,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,57,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,74,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,114,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,362,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,146,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,31,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,109,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,29,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,103,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,465,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,106,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,47,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,30,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,100,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,229,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,100,0.0,0.0
2025-03-23 00:00:00+00:00,,,,0.0,26,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,335,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,234,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,524,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,5970,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,1000,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,21,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,33,0.0,0.0
2025-06-01 00:00:00+00:00,1.5949169096529658e-07,1.5949169096529658e-07,1.3328674697277165e-07,1.3328674697277165e-07,1090,0.0,0.0
