TIMESTAMP,FLUFFI_OPEN_PRICE_USD,FLUFFI_HIGH_PRICE_USD,FLUFFI_LOW_PRICE_USD,FLUFFI_CLOSE_PRICE_USD,FLUFFI_VOLUME_USD,FLUFFI_DIVIDENDS_USD,FLUFFI_STOCK_SPLITS_USD
2024-08-26 00:00:00+00:00,0.001699000014923513,0.002463999902829528,0.001496999990195036,0.001693999976851046,1201875,0.0,0.0
2024-08-27 00:00:00+00:00,0.001693999976851046,0.0034360000863671303,0.0016659999964758754,0.00228299992159009,2208693,0.0,0.0
2024-08-28 00:00:00+00:00,0.00228299992159009,0.003103999886661768,0.0022009999956935644,0.002572000026702881,1179241,0.0,0.0
2024-08-29 00:00:00+00:00,0.002558999927714467,0.0026940000243484974,0.0018019999843090773,0.001921999966725707,858362,0.0,0.0
2024-08-30 00:00:00+00:00,0.001921999966725707,0.0020550000481307507,0.0015409999759867787,0.0018360000103712082,666056,0.0,0.0
2024-08-31 00:00:00+00:00,0.0018279999494552612,0.001934999949298799,0.0016319999704137444,0.0017869999865069985,281394,0.0,0.0
2024-09-01 00:00:00+00:00,0.0017859999788925052,0.0021460000425577164,0.001749000046402216,0.0018149999668821692,521235,0.0,0.0
2024-09-02 00:00:00+00:00,0.0018149999668821692,0.0018619999755173922,0.0012280000373721123,0.0012280000373721123,642937,0.0,0.0
2024-09-03 00:00:00+00:00,0.0012280000373721123,0.0014400000218302011,0.001117000007070601,0.001142999972216785,445697,0.0,0.0
2024-09-04 00:00:00+00:00,0.0011360000353306532,0.0015709999715909362,0.0010580000234767795,0.001366000040434301,453270,0.0,0.0
2024-09-05 00:00:00+00:00,0.001366000040434301,0.0015620000194758177,0.0011520000407472253,0.0012600000482052565,221190,0.0,0.0
2024-09-06 00:00:00+00:00,0.0012600000482052565,0.0013800000306218863,0.0011530000483617187,0.0012740000383928418,163274,0.0,0.0
2024-09-07 00:00:00+00:00,0.0012740000383928418,0.0013810000382363796,0.0012509999796748161,0.0012890000361949205,87020,0.0,0.0
2024-09-08 00:00:00+00:00,0.0012890000361949205,0.0013330000219866633,0.0011990000493824482,0.0012420000275596976,103757,0.0,0.0
2024-09-09 00:00:00+00:00,0.0012420000275596976,0.0017500000540167093,0.0012049999786540866,0.0015150000108405948,342632,0.0,0.0
2024-09-10 00:00:00+00:00,0.0015150000108405948,0.0015510000521317124,0.0005670000100508332,0.000881000014487654,798544,0.0,0.0
2024-09-11 00:00:00+00:00,0.0008800000068731606,0.0010770000517368317,0.0007040000054985285,0.0008880000095814466,375773,0.0,0.0
2024-09-12 00:00:00+00:00,0.0008880000095814466,0.0009970000246539712,0.0007060000207275152,0.0007580000092275441,251643,0.0,0.0
2024-09-13 00:00:00+00:00,0.0007580000092275441,0.000783999974373728,0.00045200000749900937,0.0006309999735094607,525984,0.0,0.0
2024-09-14 00:00:00+00:00,0.0006309999735094607,0.0006929999799467623,0.0005259999888949096,0.000534999999217689,156239,0.0,0.0
2024-09-15 00:00:00+00:00,0.000534999999217689,0.0005590000073425472,0.0004710000066552311,0.00048499999684281647,59948,0.0,0.0
2024-09-16 00:00:00+00:00,0.00048499999684281647,0.0005259999888949096,0.00035200000274926424,0.0004769999941345304,181263,0.0,0.0
2024-09-17 00:00:00+00:00,0.0004769999941345304,0.0006500000017695129,0.00036199999158270657,0.00040099999750964344,202769,0.0,0.0
