TIMESTAMP,HNB20757_OPEN_PRICE_USD,HNB20757_HIGH_PRICE_USD,HNB20757_LOW_PRICE_USD,HNB20757_CLOSE_PRICE_USD,HNB20757_VOLUME_USD,HNB20757_DIVIDENDS_USD,HNB20757_STOCK_SPLITS_USD
2022-07-14 00:00:00+00:00,0.031631000339984894,0.03254299983382225,0.031171999871730804,0.0319410003721714,55846,0.0,0.0
2022-07-15 00:00:00+00:00,0.031939998269081116,0.03252200037240982,0.031240999698638916,0.031390998512506485,37763,0.0,0.0
2022-07-16 00:00:00+00:00,0.031390998512506485,0.03176499903202057,0.029424000531435013,0.030472999438643456,11035,0.0,0.0
2022-07-17 00:00:00+00:00,0.030472999438643456,0.032092999666929245,0.029795000329613686,0.0302520003169775,50845,0.0,0.0
2022-07-18 00:00:00+00:00,0.0302520003169775,0.03205399960279465,0.028783999383449554,0.030693000182509422,29596,0.0,0.0
2022-07-19 00:00:00+00:00,0.030693000182509422,0.031146999448537827,0.028960000723600388,0.029822999611496925,14442,0.0,0.0
2022-07-20 00:00:00+00:00,0.029822999611496925,0.030793000012636185,0.02578200027346611,0.02853200025856495,21865,0.0,0.0
2022-07-21 00:00:00+00:00,0.02853200025856495,0.02853200025856495,0.022430000826716423,0.026381999254226685,25070,0.0,0.0
2022-07-22 00:00:00+00:00,0.026381999254226685,0.028442999348044395,0.023500999435782433,0.02609100006520748,19164,0.0,0.0
2022-07-23 00:00:00+00:00,0.02609100006520748,0.026642000302672386,0.02457999996840954,0.025061000138521194,15354,0.0,0.0
2022-07-24 00:00:00+00:00,0.025061000138521194,0.02539999969303608,0.02305999957025051,0.02316099964082241,11224,0.0,0.0
2022-07-25 00:00:00+00:00,0.02316099964082241,0.023801999166607857,0.02243099920451641,0.02243099920451641,21358,0.0,0.0
2022-07-26 00:00:00+00:00,0.02243099920451641,0.022981999441981316,0.02170100063085556,0.022141000255942345,10964,0.0,0.0
2022-07-27 00:00:00+00:00,0.022141000255942345,0.02284199930727482,0.022071000188589096,0.02221599966287613,9353,0.0,0.0
2022-07-28 00:00:00+00:00,0.02221599966287613,0.022498000413179398,0.019763000309467316,0.01990400068461895,12689,0.0,0.0
2022-07-29 00:00:00+00:00,0.01990400068461895,0.023775000125169754,0.01950399950146675,0.021726999431848526,25324,0.0,0.0
2022-07-30 00:00:00+00:00,0.021726999431848526,0.0219969991594553,0.0217250008136034,0.0218959990888834,12272,0.0,0.0
2022-07-31 00:00:00+00:00,0.0218959990888834,0.0219969991594553,0.01900400035083294,0.01929599978029728,12446,0.0,0.0
2022-08-01 00:00:00+00:00,0.01929599978029728,0.01979600079357624,0.01875299960374832,0.018993999809026718,14957,0.0,0.0
2022-08-02 00:00:00+00:00,0.018993999809026718,0.01908399909734726,0.01817299984395504,0.018563000485301018,10605,0.0,0.0
2022-08-03 00:00:00+00:00,0.018563000485301018,0.01899299956858158,0.017892999574542046,0.01819399930536747,11168,0.0,0.0
2022-08-04 00:00:00+00:00,0.01819399930536747,0.020385000854730606,0.01787099987268448,0.01847199909389019,15351,0.0,0.0
2022-08-05 00:00:00+00:00,0.01847199909389019,0.018772000446915627,0.01805100031197071,0.01820099912583828,20361,0.0,0.0
2022-08-06 00:00:00+00:00,0.01820099912583828,0.01978199928998947,0.01789099909365177,0.01806199923157692,17864,0.0,0.0
2022-08-07 00:00:00+00:00,0.01806199923157692,0.0187120009213686,0.01765199936926365,0.017883000895380974,16641,0.0,0.0
2022-08-08 00:00:00+00:00,0.017883000895380974,0.017883000895380974,0.016712000593543053,0.01761299930512905,49852,0.0,0.0
2022-08-09 00:00:00+00:00,0.01761299930512905,0.01779399998486042,0.016631999984383583,0.017774000763893127,14303,0.0,0.0
2022-08-10 00:00:00+00:00,0.017774000763893127,0.017862999811768532,0.017142999917268753,0.017203999683260918,16826,0.0,0.0
2022-08-11 00:00:00+00:00,0.017203999683260918,0.018038000911474228,0.01714400015771389,0.01745700091123581,19913,0.0,0.0
2022-08-12 00:00:00+00:00,0.01745700091123581,0.01780799962580204,0.01711600087583065,0.017626000568270683,20614,0.0,0.0
2022-08-13 00:00:00+00:00,0.017626000568270683,0.018098000437021255,0.017023999243974686,0.017576999962329865,18766,0.0,0.0
2022-08-14 00:00:00+00:00,0.017575999721884727,0.01793600060045719,0.017145000398159027,0.01764499954879284,19469,0.0,0.0
2022-08-15 00:00:00+00:00,0.01764499954879284,0.017835000529885292,0.01681400090456009,0.0176829993724823,15244,0.0,0.0
2022-08-16 00:00:00+00:00,0.0176829993724823,0.018332000821828842,0.017263999208807945,0.017271999269723892,16043,0.0,0.0
2022-08-17 00:00:00+00:00,0.017271999269723892,0.018821999430656433,0.017271999269723892,0.018000999465584755,27251,0.0,0.0
2022-08-18 00:00:00+00:00,0.018000999465584755,0.019440999254584312,0.017629999667406082,0.0188400000333786,59191,0.0,0.0
2022-08-19 00:00:00+00:00,0.0188400000333786,0.01951099932193756,0.017812000587582588,0.017841000109910965,48256,0.0,0.0
2022-08-20 00:00:00+00:00,0.017841000109910965,0.0179820004850626,0.017820000648498535,0.017820000648498535,26201,0.0,0.0
