TIMESTAMP,AIS_OPEN_PRICE_USD,AIS_HIGH_PRICE_USD,AIS_LOW_PRICE_USD,AIS_CLOSE_PRICE_USD,AIS_VOLUME_USD,AIS_DIVIDENDS_USD,AIS_STOCK_SPLITS_USD
2023-09-21 00:00:00+00:00,4.600000102072954e-05,4.999999873689376e-05,4.199999966658652e-05,4.199999966658652e-05,1847,0.0,0.0
2023-09-22 00:00:00+00:00,4.199999966658652e-05,5.2999999752501026e-05,4.199999966658652e-05,4.3000000005122274e-05,1037,0.0,0.0
2023-09-23 00:00:00+00:00,4.3000000005122274e-05,5.0999999075429514e-05,4.3000000005122274e-05,4.3000000005122274e-05,712,0.0,0.0
2023-09-24 00:00:00+00:00,4.3000000005122274e-05,6.399999983841553e-05,4.3000000005122274e-05,5.400000009103678e-05,2687,0.0,0.0
2023-09-25 00:00:00+00:00,5.400000009103678e-05,5.400000009103678e-05,4.3000000005122274e-05,4.5000000682193786e-05,1358,0.0,0.0
2023-09-26 00:00:00+00:00,4.5000000682193786e-05,4.8999998398358e-05,4.5000000682193786e-05,4.8999998398358e-05,207,0.0,0.0
2023-09-27 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,4.5000000682193786e-05,4.8000001697801054e-05,248,0.0,0.0
2023-09-28 00:00:00+00:00,4.8000001697801054e-05,5.199999941396527e-05,4.5000000682193786e-05,5.199999941396527e-05,389,0.0,0.0
2023-09-29 00:00:00+00:00,5.199999941396527e-05,5.199999941396527e-05,4.5000000682193786e-05,4.600000102072954e-05,287,0.0,0.0
2023-09-30 00:00:00+00:00,4.600000102072954e-05,4.8000001697801054e-05,4.3000000005122274e-05,4.600000102072954e-05,1744,0.0,0.0
2023-10-01 00:00:00+00:00,4.600000102072954e-05,4.70000013592653e-05,4.199999966658652e-05,4.70000013592653e-05,1968,0.0,0.0
2023-10-02 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,4.199999966658652e-05,4.199999966658652e-05,522,0.0,0.0
2023-10-03 00:00:00+00:00,4.199999966658652e-05,4.5000000682193786e-05,4.199999966658652e-05,4.3000000005122274e-05,214,0.0,0.0
2023-10-04 00:00:00+00:00,4.3000000005122274e-05,4.999999873689376e-05,4.3000000005122274e-05,4.3000000005122274e-05,1108,0.0,0.0
2023-10-05 00:00:00+00:00,4.3000000005122274e-05,4.5000000682193786e-05,4.3000000005122274e-05,4.5000000682193786e-05,145,0.0,0.0
2023-10-06 00:00:00+00:00,4.5000000682193786e-05,4.5000000682193786e-05,4.199999966658652e-05,4.5000000682193786e-05,288,0.0,0.0
2023-10-07 00:00:00+00:00,4.5000000682193786e-05,4.5000000682193786e-05,4.199999966658652e-05,4.199999966658652e-05,136,0.0,0.0
2023-10-08 00:00:00+00:00,4.199999966658652e-05,4.8000001697801054e-05,4.199999966658652e-05,4.8000001697801054e-05,715,0.0,0.0
2023-10-09 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.199999966658652e-05,4.199999966658652e-05,392,0.0,0.0
2023-10-10 00:00:00+00:00,4.199999966658652e-05,4.400000034365803e-05,4.199999966658652e-05,4.199999966658652e-05,174,0.0,0.0
2023-10-11 00:00:00+00:00,4.199999966658652e-05,4.8999998398358e-05,4.199999966658652e-05,4.8999998398358e-05,540,0.0,0.0
2023-10-12 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,4.099999932805076e-05,4.199999966658652e-05,660,0.0,0.0
2023-10-13 00:00:00+00:00,4.199999966658652e-05,4.400000034365803e-05,4.199999966658652e-05,4.199999966658652e-05,27,0.0,0.0
2023-10-14 00:00:00+00:00,4.199999966658652e-05,5.500000042957254e-05,2.499999936844688e-05,5.199999941396527e-05,3455,0.0,0.0
2023-10-15 00:00:00+00:00,5.199999941396527e-05,5.199999941396527e-05,3.600000127335079e-05,4.5000000682193786e-05,2340,0.0,0.0
2023-10-16 00:00:00+00:00,4.5000000682193786e-05,7.100000220816582e-05,3.7000001611886546e-05,4.999999873689376e-05,7972,0.0,0.0
2023-10-17 00:00:00+00:00,4.999999873689376e-05,7.300000288523734e-05,4.099999932805076e-05,5.199999941396527e-05,12079,0.0,0.0
2023-10-18 00:00:00+00:00,5.199999941396527e-05,5.400000009103678e-05,4.099999932805076e-05,4.5000000682193786e-05,3550,0.0,0.0
2023-10-19 00:00:00+00:00,4.5000000682193786e-05,4.600000102072954e-05,4.099999932805076e-05,4.199999966658652e-05,407,0.0,0.0
2023-10-20 00:00:00+00:00,4.199999966658652e-05,4.600000102072954e-05,3.7000001611886546e-05,3.7999998312443495e-05,2526,0.0,0.0
2023-10-21 00:00:00+00:00,3.7999998312443495e-05,4.199999966658652e-05,3.7999998312443495e-05,4.199999966658652e-05,670,0.0,0.0
2023-10-22 00:00:00+00:00,4.199999966658652e-05,5.500000042957254e-05,3.9999998989515007e-05,4.70000013592653e-05,1620,0.0,0.0
2023-10-23 00:00:00+00:00,4.70000013592653e-05,8.399999933317304e-05,4.199999966658652e-05,4.600000102072954e-05,5619,0.0,0.0
2023-10-24 00:00:00+00:00,4.600000102072954e-05,4.999999873689376e-05,4.199999966658652e-05,4.400000034365803e-05,1046,0.0,0.0
2023-10-25 00:00:00+00:00,4.400000034365803e-05,9.500000305706635e-05,4.400000034365803e-05,4.600000102072954e-05,8482,0.0,0.0
2023-10-26 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,4.400000034365803e-05,4.5000000682193786e-05,1273,0.0,0.0
2023-10-27 00:00:00+00:00,4.5000000682193786e-05,4.600000102072954e-05,4.400000034365803e-05,4.400000034365803e-05,338,0.0,0.0
2023-10-28 00:00:00+00:00,4.400000034365803e-05,4.600000102072954e-05,4.400000034365803e-05,4.600000102072954e-05,361,0.0,0.0
2023-10-29 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,4.099999932805076e-05,4.199999966658652e-05,1426,0.0,0.0
2023-10-30 00:00:00+00:00,4.199999966658652e-05,5.500000042957254e-05,4.199999966658652e-05,4.999999873689376e-05,3123,0.0,0.0
2023-10-31 00:00:00+00:00,4.999999873689376e-05,6.800000119255856e-05,4.999999873689376e-05,5.900000178371556e-05,2716,0.0,0.0
2023-11-01 00:00:00+00:00,5.900000178371556e-05,5.900000178371556e-05,4.3000000005122274e-05,4.400000034365803e-05,2414,0.0,0.0
2023-11-02 00:00:00+00:00,4.400000034365803e-05,4.70000013592653e-05,4.400000034365803e-05,4.600000102072954e-05,529,0.0,0.0
2023-11-03 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,4.3000000005122274e-05,4.600000102072954e-05,777,0.0,0.0
2023-11-04 00:00:00+00:00,4.600000102072954e-05,4.70000013592653e-05,4.3000000005122274e-05,4.400000034365803e-05,393,0.0,0.0
2023-11-05 00:00:00+00:00,4.400000034365803e-05,4.600000102072954e-05,4.400000034365803e-05,4.600000102072954e-05,502,0.0,0.0
