,K,Alpha,Tau,Non_Stationary_IMFs,MSE,IMF_1_P_Val
0,7,250,0.3,0,0.0011971500079464472,0.06521884763801
1,7,250,0.25,0,0.001197194884676046,0.06521686239114632
2,9,500,0.3,0,0.001197263212263191,0.05927085184500188
3,7,250,0.2,0,0.0011972768659433853,0.0652151282122263
4,7,250,0.15,0,0.001197455011777741,0.0652136980374623
5,10,500,0.3,0,0.0011976503937348947,0.057999378176337955
6,8,250,0.3,0,0.0011978978964597392,0.06349704495802311
7,10,500,0.25,0,0.0011979023699673736,0.057990794939760934
8,7,250,0.1,0,0.0011979749838662787,0.06521204906755575
9,8,250,0.25,0,0.0011982083945180997,0.06348626862301321
10,10,500,0.2,0,0.001198360971481369,0.057981834805297526
11,10,250,0.3,0,0.0011986185994269489,0.06178801015943251
12,8,250,0.2,0,0.0011987544817106744,0.06347396800823851
13,10,750,0.3,0,0.0011987739590501535,0.05677516217502033
14,10,250,0.25,0,0.0011991747615184613,0.06177518884912915
15,10,500,0.15,0,0.0011992280120223038,0.057972226465430134
16,6,250,0.3,0,0.0011992766908220161,0.06679553694646262
17,8,250,0.15,0,0.0011998891878483538,0.06346048040967732
18,10,250,0.2,0,0.0012001423977776467,0.06176104216261808
19,10,250,0.15,0,0.0012021313696208662,0.06174684554406726
20,8,250,0.1,0,0.0012024460222897694,0.06344560905807203
21,12,250,0.3,0,0.001205819123691702,0.06146637442554963
22,11,250,0.3,0,0.0012075732702282198,0.06157488459855489
23,10,250,0.1,0,0.001207751840494628,0.061736874312657404
24,11,500,0.3,0,0.0012080069222454813,0.0571748504947311
25,9,250,0.3,0,0.0012084445139189332,0.06247814522607274
26,12,250,0.25,0,0.00120961811692782,0.06145766441764754
27,11,250,0.25,0,0.0012111032279266993,0.061563952866873134
28,8,250,0.05,0,0.0012112518635633842,0.06341654458472863
29,9,250,0.25,0,0.0012126176772751273,0.062465696044827386
30,11,500,0.25,0,0.0012129693372445079,0.05714557888503126
31,12,250,0.2,0,0.0012166653777230026,0.061447879434304846
32,11,250,0.2,0,0.0012171010526718252,0.061551335395141106
33,13,500,0.3,0,0.0012179526880702657,0.05610598342556926
34,13,250,0.3,0,0.001219066250227442,0.06140283931884126
35,9,250,0.2,0,0.001219580108243545,0.06245018056772397
36,11,500,0.2,0,0.001222655523538634,0.05711018877780334
37,9,500,0.25,0,0.0012243849995265206,0.05925959729425339
38,13,500,0.25,0,0.0012288551457699905,0.05603333515255755
39,11,250,0.15,0,0.001229218903517989,0.06153755625089696
40,13,250,0.25,0,0.0012308895528754858,0.06139454386627219
