,K,Alpha,Tau,Non_Stationary_IMFs,MSE,IMF_1_P_Val
0,7,250,0.3,0,0.0011971500079464472,0.00010458413515723046
1,7,250,0.25,0,0.001197194884676046,0.00010472229205457973
2,9,500,0.3,0,0.001197263212263191,4.553678829173912e-05
3,7,250,0.2,0,0.0011972768659433853,0.00010491799825962827
4,7,250,0.15,0,0.001197455011777741,0.00010522979103897712
5,10,500,0.3,0,0.0011976503937348947,0.0018587826134912157
6,8,250,0.3,0,0.0011978978964597392,0.02221300120147562
7,10,500,0.25,0,0.0011979023699673736,0.0018561359525232559
8,7,250,0.1,0,0.0011979749838662787,0.00010554853129473644
9,8,250,0.25,0,0.0011982083945180997,0.022183853393138428
10,10,500,0.2,0,0.001198360971481369,0.0018522586601817435
11,10,250,0.3,0,0.0011986185994269489,0.002845495874420152
12,8,250,0.2,0,0.0011987544817106744,0.022141805319990458
13,10,750,0.3,0,0.0011987739590501535,0.0019268074531727968
14,10,250,0.25,0,0.0011991747615184613,0.0028268566158991958
15,10,500,0.15,0,0.0011992280120223038,0.0018451344175561496
16,6,250,0.3,0,0.0011992766908220161,9.114050607465321e-08
17,8,250,0.15,0,0.0011998891878483538,0.022074117440012656
18,10,250,0.2,0,0.0012001423977776467,0.0028036336072595853
19,15,1250,0.3,0,0.0012016762472717554,5.953067532757801e-08
20,10,250,0.15,0,0.0012021313696208662,0.00277307695080293
21,8,250,0.1,0,0.0012024460222897694,0.02200816601240268
22,15,1000,0.3,0,0.001202465087415021,1.1045961964316548e-09
23,12,1000,0.3,0,0.0012043411160957067,5.352119791387874e-07
24,13,1000,0.3,0,0.001204519139460303,5.994572262005346e-07
25,12,250,0.3,0,0.001205819123691702,8.559774782912741e-05
26,11,250,0.3,0,0.0012075732702282198,9.637727148403831e-05
27,10,250,0.1,0,0.001207751840494628,0.002725378481139002
28,11,500,0.3,0,0.0012080069222454813,2.1451206802001923e-05
29,9,250,0.3,0,0.0012084445139189332,4.3296708601288574e-05
30,12,250,0.25,0,0.00120961811692782,8.162380371747247e-05
31,15,1000,0.25,0,0.001210476071042391,1.1986747721226773e-09
32,11,250,0.25,0,0.0012111032279266993,8.865087012809195e-05
33,8,250,0.05,0,0.0012112518635633842,0.024254217604620352
34,13,1000,0.25,0,0.0012122191414647959,7.170477157731411e-07
35,12,1000,0.25,0,0.0012122843539372813,6.918787450322964e-07
36,9,250,0.25,0,0.0012126176772751273,4.708114143228312e-05
37,11,500,0.25,0,0.0012129693372445079,2.1999950214361992e-05
38,12,250,0.2,0,0.0012166653777230026,7.658845952198831e-05
39,11,250,0.2,0,0.0012171010526718252,7.952901517203724e-05
40,13,500,0.3,0,0.0012179526880702657,1.0977526545317127e-05
41,13,250,0.3,0,0.001219066250227442,1.4442826714560751e-05
