TIMESTAMP,TUZKI31535_OPEN_PRICE_USD,TUZKI31535_HIGH_PRICE_USD,TUZKI31535_LOW_PRICE_USD,TUZKI31535_CLOSE_PRICE_USD,TUZKI31535_VOLUME_USD,TUZKI31535_DIVIDENDS_USD,TUZKI31535_STOCK_SPLITS_USD
2024-05-30 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,3.000000106112566e-06,3.999999989900971e-06,3343842,0.0,0.0
2024-05-31 00:00:00+00:00,4.999999873689376e-06,7.999999979801942e-06,1.9999999949504854e-06,6.000000212225132e-06,1787792,0.0,0.0
2024-06-01 00:00:00+00:00,6.000000212225132e-06,1.700000029813964e-05,4.999999873689376e-06,1.2000000424450263e-05,3039278,0.0,0.0
2024-06-02 00:00:00+00:00,1.9999999494757503e-05,2.9000000722589903e-05,1.4999999621068127e-05,2.099999983329326e-05,5383862,0.0,0.0
2024-06-03 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,9.000000318337698e-06,1.1000000085914508e-05,2126165,0.0,0.0
2024-06-04 00:00:00+00:00,1.4000000192027073e-05,1.8000000636675395e-05,9.999999747378752e-06,1.2000000424450263e-05,1464171,0.0,0.0
2024-06-05 00:00:00+00:00,1.2999999853491317e-05,2.499999936844688e-05,1.2000000424450263e-05,2.4000000848900527e-05,2133201,0.0,0.0
2024-06-06 00:00:00+00:00,2.099999983329326e-05,3.099999958067201e-05,1.2999999853491317e-05,1.5999999959603883e-05,3804868,0.0,0.0
2024-06-07 00:00:00+00:00,1.700000029813964e-05,2.2000000171829015e-05,1.1000000085914508e-05,1.2999999853491317e-05,1924697,0.0,0.0
2024-06-08 00:00:00+00:00,1.2999999853491317e-05,1.8999999156221747e-05,1.2000000424450263e-05,1.4000000192027073e-05,1045411,0.0,0.0
2024-06-09 00:00:00+00:00,1.4000000192027073e-05,1.8000000636675395e-05,9.999999747378752e-06,1.1000000085914508e-05,1059191,0.0,0.0
2024-06-10 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,6.000000212225132e-06,7.000000096013537e-06,1422346,0.0,0.0
2024-06-11 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,3.999999989900971e-06,4.999999873689376e-06,717966,0.0,0.0
2024-06-12 00:00:00+00:00,4.999999873689376e-06,9.999999747378752e-06,4.999999873689376e-06,7.999999979801942e-06,796752,0.0,0.0
2024-06-13 00:00:00+00:00,7.999999979801942e-06,1.4999999621068127e-05,6.000000212225132e-06,9.999999747378752e-06,1399469,0.0,0.0
2024-06-14 00:00:00+00:00,9.999999747378752e-06,1.2000000424450263e-05,6.000000212225132e-06,7.000000096013537e-06,717586,0.0,0.0
2024-06-15 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,4.999999873689376e-06,7.000000096013537e-06,544359,0.0,0.0
2024-06-16 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,6.000000212225132e-06,6.000000212225132e-06,383303,0.0,0.0
2024-06-17 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,3.999999989900971e-06,3.999999989900971e-06,474252,0.0,0.0
2024-06-18 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.000000106112566e-06,379475,0.0,0.0
2024-06-19 00:00:00+00:00,3.000000106112566e-06,6.000000212225132e-06,3.000000106112566e-06,4.999999873689376e-06,454567,0.0,0.0
2024-06-20 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,3.000000106112566e-06,3.000000106112566e-06,400352,0.0,0.0
2024-06-21 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,116345,0.0,0.0
2024-06-22 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,200637,0.0,0.0
2024-06-23 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,9.999999974752427e-07,1.9999999949504854e-06,294007,0.0,0.0
2024-06-24 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,0.0,1.9999999949504854e-06,270128,0.0,0.0
2024-06-25 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,9.999999974752427e-07,1.9999999949504854e-06,446042,0.0,0.0
2024-06-26 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,115232,0.0,0.0
2024-06-27 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,58303,0.0,0.0
2024-06-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,44868,0.0,0.0
2024-06-29 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,97876,0.0,0.0
2024-06-30 00:00:00+00:00,1.9999999949504854e-06,3.999999989900971e-06,1.9999999949504854e-06,3.999999989900971e-06,265822,0.0,0.0
2024-07-01 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.000000106112566e-06,4.999999873689376e-06,419688,0.0,0.0
2024-07-02 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,3.999999989900971e-06,3.999999989900971e-06,508223,0.0,0.0
2024-07-03 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,1.9999999949504854e-06,3.000000106112566e-06,274708,0.0,0.0
2024-07-04 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,1.9999999949504854e-06,3.000000106112566e-06,197012,0.0,0.0
2024-07-05 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,1.9999999949504854e-06,3.999999989900971e-06,248337,0.0,0.0
2024-07-06 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,291701,0.0,0.0
2024-07-07 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,190602,0.0,0.0
2024-07-08 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,72275,0.0,0.0
2024-07-09 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,224381,0.0,0.0
2024-07-10 00:00:00+00:00,3.000000106112566e-06,6.000000212225132e-06,3.000000106112566e-06,3.999999989900971e-06,260394,0.0,0.0
2024-07-11 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,1.9999999949504854e-06,1.9999999949504854e-06,155673,0.0,0.0
2024-07-12 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,127026,0.0,0.0
2024-07-13 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,160778,0.0,0.0
2024-07-14 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,69651,0.0,0.0
2024-07-15 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,145351,0.0,0.0
2024-07-16 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,78696,0.0,0.0
2024-07-17 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,73286,0.0,0.0
2024-07-18 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,68250,0.0,0.0
2024-07-19 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,66968,0.0,0.0
2024-07-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,17847,0.0,0.0
2024-07-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,15997,0.0,0.0
2024-07-22 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,40195,0.0,0.0
2024-07-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,27571,0.0,0.0
2024-07-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,40377,0.0,0.0
2024-07-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,59292,0.0,0.0
2024-07-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,18533,0.0,0.0
2024-07-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,36174,0.0,0.0
2024-07-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,11217,0.0,0.0
2024-07-29 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,31647,0.0,0.0
2024-07-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,12423,0.0,0.0
2024-07-31 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,7403,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,35484,0.0,0.0
2024-08-02 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,13557,0.0,0.0
2024-08-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,21413,0.0,0.0
2024-08-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,834,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,18450,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,5124,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,17245,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,9968,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,1202,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,2512,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,2000,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,2649,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,2428,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,1024,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,629,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,2320,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,993,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,10578,0.0,0.0
