TIMESTAMP,PAR8665_OPEN_PRICE_USD,PAR8665_HIGH_PRICE_USD,PAR8665_LOW_PRICE_USD,PAR8665_CLOSE_PRICE_USD,PAR8665_VOLUME_USD,PAR8665_DIVIDENDS_USD,PAR8665_STOCK_SPLITS_USD
2021-04-01 00:00:00+00:00,1.151095986366272,1.1870360374450684,1.1167850494384766,1.1803959608078003,148676,0.0,0.0
2021-04-02 00:00:00+00:00,1.1847569942474365,1.233510971069336,1.1598910093307495,1.2179089784622192,270023,0.0,0.0
2021-04-03 00:00:00+00:00,1.2194880247116089,1.2226749658584595,1.1520450115203857,1.159440040588379,282250,0.0,0.0
2021-04-04 00:00:00+00:00,1.1574089527130127,1.1833540201187134,1.1494009494781494,1.1758049726486206,152692,0.0,0.0
2021-04-05 00:00:00+00:00,1.1749320030212402,1.1814149618148804,1.1316540241241455,1.167356014251709,152504,0.0,0.0
2021-04-06 00:00:00+00:00,1.1679149866104126,1.18818998336792,1.1533470153808594,1.1671090126037598,307503,0.0,0.0
2021-04-07 00:00:00+00:00,1.1670780181884766,1.2192150354385376,1.1589430570602417,1.1999009847640991,521776,0.0,0.0
2021-04-08 00:00:00+00:00,1.1983699798583984,1.2099590301513672,1.1809680461883545,1.2039799690246582,132256,0.0,0.0
2021-04-09 00:00:00+00:00,1.203829050064087,1.2110589742660522,1.1131960153579712,1.1801810264587402,916723,0.0,0.0
2021-04-10 00:00:00+00:00,1.1802890300750732,1.2545210123062134,1.1538519859313965,1.2201240062713623,1172521,0.0,0.0
2021-04-11 00:00:00+00:00,1.2202149629592896,1.2266249656677246,1.171354055404663,1.1864110231399536,582466,0.0,0.0
2021-04-12 00:00:00+00:00,1.186292052268982,1.2123889923095703,1.178164005279541,1.1790159940719604,387646,0.0,0.0
2021-04-13 00:00:00+00:00,1.1792030334472656,1.2178399562835693,1.17917001247406,1.2171330451965332,476259,0.0,0.0
2021-04-14 00:00:00+00:00,1.2171189785003662,1.228335976600647,1.1745660305023193,1.2198829650878906,976113,0.0,0.0
2021-04-15 00:00:00+00:00,1.2198859453201294,1.2230260372161865,1.1594220399856567,1.1802690029144287,1048984,0.0,0.0
2021-04-16 00:00:00+00:00,1.17979097366333,1.1999560594558716,1.1492730379104614,1.1797800064086914,1001637,0.0,0.0
2021-04-17 00:00:00+00:00,1.1800249814987183,1.2273579835891724,1.159356951713562,1.1800090074539185,511277,0.0,0.0
2021-04-18 00:00:00+00:00,1.1794910430908203,1.2204229831695557,1.1280980110168457,1.1768029928207397,1085847,0.0,0.0
2021-04-19 00:00:00+00:00,1.1772470474243164,1.2023409605026245,1.1337770223617554,1.184777021408081,406835,0.0,0.0
2021-04-20 00:00:00+00:00,1.1879040002822876,1.2730580568313599,1.15945303440094,1.2569149732589722,407598,0.0,0.0
2021-04-21 00:00:00+00:00,1.2595020532608032,1.2706350088119507,1.1887229681015015,1.193323016166687,875280,0.0,0.0
2021-04-22 00:00:00+00:00,1.193809986114502,1.2317169904708862,1.1502649784088135,1.1807650327682495,1052794,0.0,0.0
2021-04-23 00:00:00+00:00,1.1806459426879883,1.2328180074691772,1.121840000152588,1.2236160039901733,1582293,0.0,0.0
2021-04-24 00:00:00+00:00,1.2238240242004395,1.2247509956359863,1.1762969493865967,1.1842340230941772,480121,0.0,0.0
2021-04-25 00:00:00+00:00,1.1842869520187378,1.2303400039672852,1.1776549816131592,1.2205599546432495,420482,0.0,0.0
2021-04-26 00:00:00+00:00,1.2207280397415161,1.2583409547805786,1.2020319700241089,1.2259960174560547,919615,0.0,0.0
2021-04-27 00:00:00+00:00,1.2260500192642212,1.2398200035095215,1.214730978012085,1.237408995628357,124379,0.0,0.0
2021-04-28 00:00:00+00:00,1.2374249696731567,1.251783013343811,1.196763038635254,1.2052010297775269,858863,0.0,0.0
2021-04-29 00:00:00+00:00,1.2053090333938599,1.2204140424728394,1.184188961982727,1.1962130069732666,215838,0.0,0.0
2021-04-30 00:00:00+00:00,1.1959689855575562,1.2028379440307617,1.1878880262374878,1.2012749910354614,174222,0.0,0.0
2021-05-01 00:00:00+00:00,1.2011100053787231,1.221843957901001,1.1802819967269897,1.192492961883545,472374,0.0,0.0
2021-05-02 00:00:00+00:00,1.1926590204238892,1.3372609615325928,1.111590027809143,1.1643120050430298,248790,0.0,0.0
2021-05-03 00:00:00+00:00,1.1792399883270264,1.2539609670639038,1.1465580463409424,1.210584044456482,841785,0.0,0.0
2021-05-04 00:00:00+00:00,1.2105330228805542,1.212717056274414,1.145387053489685,1.1670509576797485,1276333,0.0,0.0
2021-05-05 00:00:00+00:00,1.1670559644699097,1.2141059637069702,1.1650220155715942,1.2102309465408325,601832,0.0,0.0
2021-05-06 00:00:00+00:00,1.2103580236434937,1.2309950590133667,1.1869410276412964,1.204406976699829,892450,0.0,0.0
2021-05-07 00:00:00+00:00,1.2038240432739258,1.266739010810852,1.1786550283432007,1.2161320447921753,873029,0.0,0.0
2021-05-08 00:00:00+00:00,1.2162879705429077,1.3281220197677612,1.1805130243301392,1.2689379453659058,554689,0.0,0.0
2021-05-09 00:00:00+00:00,1.2709050178527832,1.4045360088348389,1.1801960468292236,1.223865032196045,526860,0.0,0.0
2021-05-10 00:00:00+00:00,1.2252800464630127,1.296280026435852,1.1701960563659668,1.2205300331115723,986381,0.0,0.0
2021-05-11 00:00:00+00:00,1.2225780487060547,1.260761022567749,1.1807589530944824,1.243217945098877,578366,0.0,0.0
2021-05-12 00:00:00+00:00,1.243643045425415,1.2816669940948486,1.1880789995193481,1.2030940055847168,895287,0.0,0.0
2021-05-13 00:00:00+00:00,1.196452021598816,1.2431449890136719,1.1544649600982666,1.1794099807739258,1599548,0.0,0.0
2021-05-14 00:00:00+00:00,1.180554986000061,1.2363539934158325,1.1712520122528076,1.224877953529358,542795,0.0,0.0
2021-05-15 00:00:00+00:00,1.2229199409484863,1.2326730489730835,1.1441960334777832,1.1446809768676758,731634,0.0,0.0
2021-05-16 00:00:00+00:00,1.1440750360488892,1.184103012084961,1.1228159666061401,1.1548080444335938,908219,0.0,0.0
