TIMESTAMP,UGT_OPEN_PRICE_USD,UGT_HIGH_PRICE_USD,UGT_LOW_PRICE_USD,UGT_CLOSE_PRICE_USD,UGT_VOLUME_USD,UGT_DIVIDENDS_USD,UGT_STOCK_SPLITS_USD
2021-08-26 00:00:00+00:00,0.19855999946594238,0.2381809949874878,0.19852900505065918,0.2099590003490448,353273,0.0,0.0
2021-08-27 00:00:00+00:00,0.21031199395656586,0.27480700612068176,0.20307399332523346,0.22465099394321442,110668,0.0,0.0
2021-08-28 00:00:00+00:00,0.22465500235557556,0.22517399489879608,0.16757099330425262,0.18809300661087036,79038,0.0,0.0
2021-08-29 00:00:00+00:00,0.1882680058479309,0.19945800304412842,0.1787949949502945,0.18605999648571014,25175,0.0,0.0
2021-08-30 00:00:00+00:00,0.18622499704360962,0.21941199898719788,0.17820599675178528,0.21097299456596375,44816,0.0,0.0
2021-08-31 00:00:00+00:00,0.21086899936199188,0.2511740028858185,0.20894399285316467,0.21818600594997406,101277,0.0,0.0
2021-09-01 00:00:00+00:00,0.21809899806976318,0.29424700140953064,0.20721299946308136,0.27532801032066345,200395,0.0,0.0
2021-09-02 00:00:00+00:00,0.2758229970932007,0.28993600606918335,0.22464799880981445,0.23071399331092834,358312,0.0,0.0
2021-09-03 00:00:00+00:00,0.23067200183868408,0.2628600001335144,0.20479799807071686,0.2284570038318634,178601,0.0,0.0
2021-09-04 00:00:00+00:00,0.228861004114151,0.24532799422740936,0.2251179963350296,0.227633997797966,77639,0.0,0.0
2021-09-05 00:00:00+00:00,0.22772300243377686,0.2946850061416626,0.22706300020217896,0.26678699254989624,383424,0.0,0.0
2021-09-06 00:00:00+00:00,0.2668269872665405,0.3197369873523712,0.2529889941215515,0.31012099981307983,101163,0.0,0.0
2021-09-07 00:00:00+00:00,0.3100300133228302,0.3105520009994507,0.23079100251197815,0.23816600441932678,53667,0.0,0.0
2021-09-08 00:00:00+00:00,0.23837999999523163,0.2728779911994934,0.2222609966993332,0.24006099998950958,72194,0.0,0.0
2021-09-09 00:00:00+00:00,0.24750900268554688,0.2753069996833801,0.2299879938364029,0.2650040090084076,60426,0.0,0.0
2021-09-10 00:00:00+00:00,0.2649900019168854,0.2872990071773529,0.24560199677944183,0.2547360062599182,52723,0.0,0.0
2021-09-11 00:00:00+00:00,0.25476598739624023,0.28273001313209534,0.25191399455070496,0.27288299798965454,40159,0.0,0.0
2021-09-12 00:00:00+00:00,0.27279600501060486,0.2802950143814087,0.253275990486145,0.2618640065193176,56711,0.0,0.0
2021-09-13 00:00:00+00:00,0.2619920074939728,0.2639850080013275,0.23570400476455688,0.24054299294948578,27289,0.0,0.0
2021-09-14 00:00:00+00:00,0.24055199325084686,0.24215899407863617,0.22631199657917023,0.23051099479198456,182090,0.0,0.0
2021-09-15 00:00:00+00:00,0.23057299852371216,0.23267699778079987,0.21336600184440613,0.2289160043001175,219753,0.0,0.0
2021-09-16 00:00:00+00:00,0.22899100184440613,0.25777798891067505,0.21191300451755524,0.21584099531173706,341429,0.0,0.0
