TIMESTAMP,ALOR_OPEN_PRICE_USD,ALOR_HIGH_PRICE_USD,ALOR_LOW_PRICE_USD,ALOR_CLOSE_PRICE_USD,ALOR_VOLUME_USD,ALOR_DIVIDENDS_USD,ALOR_STOCK_SPLITS_USD
2025-02-24 00:00:00+00:00,0.0797320008277893,0.07988200336694717,0.07834500074386597,0.07882999628782272,810662,0.0,0.0
2025-02-25 00:00:00+00:00,0.07882999628782272,0.07973600178956985,0.07290799915790558,0.07780999690294266,586158,0.0,0.0
2025-02-26 00:00:00+00:00,0.07780999690294266,0.07843899726867676,0.076555997133255,0.07741200178861618,409112,0.0,0.0
2025-02-27 00:00:00+00:00,0.07741200178861618,0.07839400321245193,0.07185299694538116,0.072052001953125,262182,0.0,0.0
2025-02-28 00:00:00+00:00,0.072052001953125,0.07257799804210663,0.07048700004816055,0.07223500311374664,279332,0.0,0.0
2025-03-01 00:00:00+00:00,0.07223500311374664,0.07264299690723419,0.07203999906778336,0.0722379982471466,367332,0.0,0.0
2025-03-02 00:00:00+00:00,0.0722379982471466,0.07264500111341476,0.07047700136899948,0.07167299836874008,278138,0.0,0.0
2025-03-03 00:00:00+00:00,0.07167299836874008,0.0719669982790947,0.06731799989938736,0.07057200372219086,461624,0.0,0.0
2025-03-04 00:00:00+00:00,0.07057200372219086,0.07467299699783325,0.0698779970407486,0.07428800314664841,400558,0.0,0.0
2025-03-05 00:00:00+00:00,0.07428800314664841,0.07869099825620651,0.0725959986448288,0.07787299901247025,401235,0.0,0.0
2025-03-06 00:00:00+00:00,0.07787299901247025,0.07840000092983246,0.06633099913597107,0.07651499658823013,609393,0.0,0.0
2025-03-07 00:00:00+00:00,0.07651499658823013,0.07799100130796432,0.07575400173664093,0.07622300088405609,539982,0.0,0.0
2025-03-08 00:00:00+00:00,0.07622300088405609,0.07705199718475342,0.07445800304412842,0.07466299831867218,447456,0.0,0.0
2025-03-09 00:00:00+00:00,0.07466299831867218,0.07526300102472305,0.07089100033044815,0.07127799838781357,328244,0.0,0.0
2025-03-10 00:00:00+00:00,0.07127799838781357,0.07144299894571304,0.06505899876356125,0.06519699841737747,254285,0.0,0.0
2025-03-11 00:00:00+00:00,0.06519699841737747,0.07123000174760818,0.06272400170564651,0.07100299745798111,237466,0.0,0.0
2025-03-12 00:00:00+00:00,0.07100299745798111,0.07526800036430359,0.0706230029463768,0.07476100325584412,259270,0.0,0.0
2025-03-13 00:00:00+00:00,0.07476100325584412,0.07574000209569931,0.07323399931192398,0.07555100321769714,344562,0.0,0.0
2025-03-14 00:00:00+00:00,0.07555100321769714,0.07705099880695343,0.07496099919080734,0.07687299698591232,320730,0.0,0.0
2025-03-15 00:00:00+00:00,0.07687299698591232,0.07710400223731995,0.0754920020699501,0.0759119987487793,315939,0.0,0.0
2025-03-16 00:00:00+00:00,0.0759119987487793,0.0759430006146431,0.07490299642086029,0.07535099983215332,286828,0.0,0.0
2025-03-17 00:00:00+00:00,0.07535099983215332,0.07558400183916092,0.07486700266599655,0.0752200037240982,296961,0.0,0.0
2025-03-18 00:00:00+00:00,0.0752200037240982,0.07540400326251984,0.07458300143480301,0.07516299933195114,245722,0.0,0.0
2025-03-19 00:00:00+00:00,0.07516299933195114,0.0764790028333664,0.07470099627971649,0.07602299749851227,340998,0.0,0.0
