TIMESTAMP,HOODAI_OPEN_PRICE_USD,HOODAI_HIGH_PRICE_USD,HOODAI_LOW_PRICE_USD,HOODAI_CLOSE_PRICE_USD,HOODAI_VOLUME_USD,HOODAI_DIVIDENDS_USD,HOODAI_STOCK_SPLITS_USD
2025-03-22 00:00:00+00:00,,,,0.0,36,0.0,0.0
2025-03-26 00:00:00+00:00,,,,0.0,13,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,53,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,32,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,138,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-06-01 00:00:00+00:00,2.0190000658750623e-13,2.0190000658750623e-13,2.0189976264201742e-13,2.0189976264201742e-13,0,0.0,0.0
