TIMESTAMP,AGRS_OPEN_PRICE_USD,AGRS_HIGH_PRICE_USD,AGRS_LOW_PRICE_USD,AGRS_CLOSE_PRICE_USD,AGRS_VOLUME_USD,AGRS_DIVIDENDS_USD,AGRS_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,0.3644840121269226,0.4021190106868744,0.35804998874664307,0.3821130096912384,53135,0.0,0.0
2017-11-10 00:00:00+00:00,0.3832469880580902,0.3943049907684326,0.3238680064678192,0.3332819938659668,54690,0.0,0.0
2017-11-11 00:00:00+00:00,0.33209601044654846,0.3474059998989105,0.3254550099372864,0.3436940014362335,23968,0.0,0.0
2017-11-12 00:00:00+00:00,0.3434410095214844,0.3434410095214844,0.2831999957561493,0.3005000054836273,28374,0.0,0.0
2017-11-13 00:00:00+00:00,0.29647600650787354,0.3483999967575073,0.29267698526382446,0.33197900652885437,23375,0.0,0.0
2017-11-14 00:00:00+00:00,0.3326820135116577,0.34183499217033386,0.324972003698349,0.3303540050983429,13906,0.0,0.0
2017-11-15 00:00:00+00:00,0.32958799600601196,0.3697440028190613,0.32958799600601196,0.36724498867988586,21931,0.0,0.0
2017-11-16 00:00:00+00:00,0.3691689968109131,0.3925800025463104,0.3521290123462677,0.3841559886932373,12070,0.0,0.0
2017-11-17 00:00:00+00:00,0.37866300344467163,0.3916020095348358,0.3623580038547516,0.3624350130558014,21269,0.0,0.0
2017-11-18 00:00:00+00:00,0.3567410111427307,0.3787730038166046,0.35106098651885986,0.3588629961013794,26023,0.0,0.0
2017-11-19 00:00:00+00:00,0.35819798707962036,0.3847860097885132,0.356112003326416,0.3741919994354248,19215,0.0,0.0
2017-11-20 00:00:00+00:00,0.37361499667167664,0.3904440104961395,0.36580801010131836,0.379036009311676,15901,0.0,0.0
2017-11-21 00:00:00+00:00,0.37910598516464233,0.39538899064064026,0.3593269884586334,0.3730719983577728,18936,0.0,0.0
2017-11-22 00:00:00+00:00,0.37397798895835876,0.4061020016670227,0.3728579878807068,0.39542898535728455,28841,0.0,0.0
2017-11-23 00:00:00+00:00,0.3953019976615906,0.40461599826812744,0.3887459933757782,0.394353985786438,25830,0.0,0.0
2017-11-24 00:00:00+00:00,0.3938150107860565,0.44112399220466614,0.36486101150512695,0.4331299960613251,87831,0.0,0.0
2017-11-25 00:00:00+00:00,0.44087499380111694,0.44412699341773987,0.41198500990867615,0.42319899797439575,54244,0.0,0.0
2017-11-26 00:00:00+00:00,0.43538999557495117,0.7942749857902527,0.43538999557495117,0.5931439995765686,3554060,0.0,0.0
2017-11-27 00:00:00+00:00,0.5640929937362671,0.8747159838676453,0.5485849976539612,0.6682680249214172,2435730,0.0,0.0
2017-11-28 00:00:00+00:00,0.6617069840431213,0.665805995464325,0.5642139911651611,0.5655620098114014,390048,0.0,0.0
2017-11-29 00:00:00+00:00,0.5649999976158142,0.6091809868812561,0.471017986536026,0.5028759837150574,159769,0.0,0.0
2017-11-30 00:00:00+00:00,0.5080440044403076,0.692454993724823,0.494394987821579,0.6541910171508789,330509,0.0,0.0
2017-12-01 00:00:00+00:00,0.6734340190887451,1.5894999504089355,0.621291995048523,1.2339199781417847,18038200,0.0,0.0
2017-12-02 00:00:00+00:00,1.3450900316238403,1.4065500497817993,1.0361599922180176,1.121940016746521,4988940,0.0,0.0
2017-12-03 00:00:00+00:00,1.1168899536132812,1.1417499780654907,0.8982009887695312,1.021299958229065,1493360,0.0,0.0
2017-12-04 00:00:00+00:00,1.018839955329895,1.0714999437332153,0.9373769760131836,1.045609951019287,1273310,0.0,0.0
2017-12-05 00:00:00+00:00,1.0375200510025024,1.438480019569397,1.0304499864578247,1.127060055732727,3457600,0.0,0.0
2017-12-06 00:00:00+00:00,1.1244399547576904,1.1244399547576904,0.9463620185852051,0.9762380123138428,1037660,0.0,0.0
2017-12-07 00:00:00+00:00,0.9617859721183777,0.9779379963874817,0.8401219844818115,0.8697149753570557,599966,0.0,0.0
2017-12-08 00:00:00+00:00,0.8719339966773987,1.1959600448608398,0.7745050191879272,1.009369969367981,456683,0.0,0.0
2017-12-09 00:00:00+00:00,0.9761549830436707,1.6874300241470337,0.880370020866394,1.0951100587844849,4549180,0.0,0.0
2017-12-10 00:00:00+00:00,1.0990899801254272,1.6087299585342407,1.0022300481796265,1.3054200410842896,8640000,0.0,0.0
2017-12-11 00:00:00+00:00,1.2478100061416626,1.4580700397491455,1.1500999927520752,1.2828799486160278,1740810,0.0,0.0
2017-12-12 00:00:00+00:00,1.286829948425293,1.5141199827194214,1.2035000324249268,1.4154499769210815,1364340,0.0,0.0
2017-12-13 00:00:00+00:00,1.436669945716858,1.4417400360107422,1.220460057258606,1.3060400485992432,769286,0.0,0.0
2017-12-14 00:00:00+00:00,1.3034900426864624,1.355049967765808,1.2616900205612183,1.3087899684906006,580720,0.0,0.0
2017-12-15 00:00:00+00:00,1.3107600212097168,1.3363200426101685,1.1718100309371948,1.2220900058746338,388311,0.0,0.0
2017-12-16 00:00:00+00:00,1.2238099575042725,1.3658699989318848,1.1689800024032593,1.2418700456619263,559047,0.0,0.0
2017-12-17 00:00:00+00:00,1.2420300245285034,1.5447399616241455,1.217039942741394,1.4757699966430664,519194,0.0,0.0
2017-12-18 00:00:00+00:00,1.4534499645233154,2.7180299758911133,1.4199299812316895,2.3625199794769287,3671060,0.0,0.0
2017-12-19 00:00:00+00:00,2.3643300533294678,2.4258899688720703,1.9443999528884888,2.0411999225616455,1607490,0.0,0.0
2017-12-20 00:00:00+00:00,2.0428900718688965,2.1622800827026367,1.83502995967865,2.027400016784668,458592,0.0,0.0
2017-12-21 00:00:00+00:00,1.9845800399780273,2.312350034713745,1.8076900243759155,1.8947099447250366,654795,0.0,0.0
