TIMESTAMP,COINS36658_OPEN_PRICE_USD,COINS36658_HIGH_PRICE_USD,COINS36658_LOW_PRICE_USD,COINS36658_CLOSE_PRICE_USD,Adj Close,COINS36658_VOLUME_USD,COINS36658_DIVIDENDS_USD,COINS36658_STOCK_SPLITS_USD
,3.536801887094043e-05,3.536801887094043e-05,2.2928377802600153e-05,2.4139260858646594e-05,,3103.0,0.0,0.0
