TIMESTAMP,LNC_OPEN_PRICE_USD,LNC_HIGH_PRICE_USD,LNC_LOW_PRICE_USD,LNC_CLOSE_PRICE_USD,LNC_VOLUME_USD,LNC_DIVIDENDS_USD,LNC_STOCK_SPLITS_USD
2018-04-25 00:00:00+00:00,0.08367200195789337,0.09053800255060196,0.08167699724435806,0.09053800255060196,164191,0.0,0.0
2018-04-26 00:00:00+00:00,0.09394799917936325,0.11680799722671509,0.08683499693870544,0.10119800269603729,131713,0.0,0.0
2018-04-27 00:00:00+00:00,0.10133899748325348,0.113086998462677,0.09059400111436844,0.09304200112819672,124676,0.0,0.0
2018-04-28 00:00:00+00:00,0.09272199869155884,0.10863000154495239,0.09248500317335129,0.10657999664545059,88576,0.0,0.0
2018-04-29 00:00:00+00:00,0.10653799772262573,0.10723699629306793,0.09250400215387344,0.09310600161552429,76797,0.0,0.0
2018-04-30 00:00:00+00:00,0.09307499974966049,0.10081899911165237,0.08477099984884262,0.08586499840021133,99576,0.0,0.0
2018-05-01 00:00:00+00:00,0.08594000339508057,0.09824799746274948,0.08333899825811386,0.09824799746274948,90545,0.0,0.0
2018-05-02 00:00:00+00:00,0.09809999912977219,0.09819000214338303,0.08342699706554413,0.08942300081253052,95583,0.0,0.0
2018-05-03 00:00:00+00:00,0.08942600339651108,0.09222999960184097,0.08192600309848785,0.08873800188302994,51769,0.0,0.0
2018-05-04 00:00:00+00:00,0.08870399743318558,0.10512299835681915,0.08564099669456482,0.08921399712562561,106877,0.0,0.0
2018-05-05 00:00:00+00:00,0.08917199820280075,0.0933300033211708,0.08354000002145767,0.08938000351190567,79891,0.0,0.0
2018-05-06 00:00:00+00:00,0.08944100141525269,0.09457200020551682,0.07680200040340424,0.08646100014448166,96301,0.0,0.0
2018-05-07 00:00:00+00:00,0.08652299642562866,0.08656799793243408,0.0738999992609024,0.07851500064134598,81028,0.0,0.0
2018-05-08 00:00:00+00:00,0.07868199795484543,0.07891099900007248,0.06753800064325333,0.0755470022559166,92359,0.0,0.0
2018-05-09 00:00:00+00:00,0.07543200254440308,0.07545900344848633,0.06485199928283691,0.06521499902009964,56973,0.0,0.0
2018-05-10 00:00:00+00:00,0.06519699841737747,0.06995599716901779,0.061406999826431274,0.06318999826908112,56539,0.0,0.0
2018-05-11 00:00:00+00:00,0.06326600164175034,0.06326600164175034,0.0510220006108284,0.05388600006699562,31557,0.0,0.0
