,MSE,MAE,RMSE,MAPE,R2
0,3241478.473650657,1405.531565104167,1800.4106402847815,0.03957977677634371,0.40961769169951323
1,1185494.407353041,875.8894203629029,1088.8041179904865,0.025233076661939285,0.876074900037697
2,2136492.2376367287,1206.8841481854836,1461.6744636329693,0.026565832315144745,0.7923283811716956
3,3340125.3896105504,1354.8843749999994,1827.600992998896,0.02992430558272284,0.6496956274302311
4,4074336.6138654635,1596.6473739919352,2018.4986038799887,0.027721448028669035,0.8351716282425503
5,3833257.9538651747,1513.830276041666,1957.8707704711194,0.02532582758090507,0.7029752780737121
6,2659434.624792694,1174.6982409274194,1630.777306928415,0.02404910125935836,0.6257350932227564
7,1282602.5292543552,787.1273538306451,1132.5204321575638,0.019487621182322272,0.8900160383088227
8,3005416.8068976593,1201.7626953124995,1733.6137998117283,0.029488356021050703,0.5186085962027651
9,1782203.2568517728,1016.6440070564516,1334.9918564739535,0.024477570982111903,0.7870711204757
10,1167934.358430345,865.6848593749999,1080.7101176681679,0.02118868158842079,0.8132191343244566
11,2020155.2354903566,1090.1039453125004,1421.3216509609485,0.03421911414968974,0.840025940718515
Mean,2477410.9906415665,1174.1406883750558,1540.732896104918,0.027271726010723207,0.7283782858257012
