TIMESTAMP,BTC_OPEN_PRICE_USD,BTC_HIGH_PRICE_USD,BTC_LOW_PRICE_USD,BTC_CLOSE_PRICE_USD,BTC_MARKET_CAP_USD_PER_BLOCKCHAIN_VIA_QUANDL,BTC_SUPPLY_PER_BLOCKCHAIN_VIA_QUANDL,BTC_VOLUME_USD_PER_CMC,BTC_MARKET_CAP_USD_PER_CMC
2017-07-13,2403.1,2436.7,2335.0,2362.4,38727739418.7,16446412.5,835769984.0,38778935907.3
2017-07-14,2362.4,2370.5,2165.4,2234.2,36037038604.8,16448150.0,882502976.0,36734255487.5
2017-07-15,2234.2,2237.1,1974.0,1975.1,34787959274.2582,16448437.5,993608000.0,32880721299.8
2017-07-16,1975.1,2044.4,1809.0,1914.1,31771903140.4,16451775.0,1182870016.0,31748939342.8
2017-07-17,1914.1,2233.8,1913.8,2233.4,35813346629.5,16453625.0,1201760000.0,36665393516.9
2017-07-18,2233.4,2400.7,2164.6,2320.2,35620745558.2695,16453962.5,1512450048.0,38158677672.0
2017-07-19,2320.2,2412.4,2243.1,2282.6,37272494746.0,16457550.0,1245100032.0,37415031060.8
2017-07-20,2282.6,2932.8,2282.1,2866.0,45283307620.0,16459475.0,2249260032.0,46376428080.0
2017-07-21,2866.0,2874.0,2622.5,2675.1,44152958959.8,16461500.0,1489449984.0,43915296559.1
2017-07-22,2675.1,2876.7,2658.6,2836.5,46223084883.1,16463500.0,1177129984.0,46264340367.0
2017-07-23,2836.5,2856.7,2675.6,2756.6,45609602584.7167,16465000.0,1072840000.0,44957775264.8
2017-07-24,2756.6,2798.9,2715.7,2763.4,45316644720.9,16467875.0,866473984.0,45366654309.3
2017-07-25,2763.4,2779.1,2472.6,2582.6,42178931413.1,16469725.0,1460089984.0,42433788244.0
2017-07-26,2582.6,2631.7,2441.5,2559.2,41588201875.0,16470575.0,937404032.0,41663929264.6
2017-07-27,2559.2,2712.9,2547.7,2691.9,43615617342.2,16473487.5,789104000.0,44013533096.9
2017-07-28,2691.9,2843.8,2683.6,2806.8,45828471053.7,16475362.5,1380099968.0,46279316161.1
2017-07-29,2806.8,2812.1,2699.4,2733.5,44818305662.9804,16476137.5,803745984.0,44924534585.0
2017-07-30,2733.5,2773.1,2621.7,2766.5,45251045529.0,16479162.5,705942976.0,45435913867.5
2017-07-31,2766.5,2916.3,2723.1,2883.3,47241588637.5,16480975.0,860574976.0,47388334773.0
2017-08-01,2883.3,2946.0,2659.6,2747.0,45500925663.75,16481662.5,1324669952.0,44804603884.5
2017-08-02,2747.0,2773.8,2668.9,2720.5,44403849136.3,16484737.5,1094950016.0,44684649515.8
2017-08-03,2720.5,2822.9,2717.6,2810.0,46065116956.4,16486462.5,804796992.0,46239970790.2
2017-08-04,2810.0,2892.7,2779.5,2878.5,46310860968.75,16487187.5,1002120000.0,47749461443.0
2017-08-05,2878.5,3344.0,2875.9,3262.8,53069653154.8,16490912.5,1945699968.0,53643452553.9
2017-08-06,3262.8,3295.1,3166.5,3232.0,53643416122.4,16492662.5,1105030016.0,53006426108.3
2017-08-07,3232.0,3425.1,3198.5,3401.9,53192159457.6168,16492712.5,1482279936.0,55734179250.5
2017-08-08,3401.9,3494.9,3357.1,3429.4,57035007861.6,16496625.0,1752760064.0,56417337744.8
2017-08-09,3429.4,3437.1,3251.0,3348.8,55268159146.2095,16498262.5,1468960000.0,55145196472.4
2017-08-10,3348.8,3453.8,3322.9,3425.7,56502754910.1,16500025.0,1515110016.0,55791120000.0
2017-08-11,3425.7,3706.5,3409.8,3654.4,59942989324.7,16501825.0,2021190016.0,60241844923.4
2017-08-12,3654.4,3967.3,3611.4,3871.6,63584781056.0,16503512.5,2219589888.0,64111163866.0
2017-08-13,3871.6,4189.4,3847.3,4062.6,66936107806.506,16503825.0,3159089920.0,67230528988.6
2017-08-14,4062.6,4336.7,3978.9,4327.9,70699295406.6,16506987.5,2463089920.0,71394704653.5
2017-08-15,4327.9,4436.5,3837.1,4161.7,69618446260.7,16508887.5,3258050048.0,69038855080.5
2017-08-16,4161.7,4398.1,3938.6,4387.4,67642313680.0,16509400.0,2272039936.0,72260183303.1
2017-08-17,4261.48,4485.39,4200.74,4285.08,71479165577.9,16512750.0,2553359872.0,71527949443.3
2017-08-18,4285.08,4371.52,3938.77,4108.37,68212617155.5,16514612.5,2941710080.0,68710871036.5
2017-08-19,4108.37,4184.69,3850.0,4139.98,68124220312.5,16514962.5,2975820032.0,69265141207.5
2017-08-20,4120.98,4211.08,4032.62,4086.29,68681670539.4,16518125.0,2109769984.0,67520478837.5
2017-08-21,4069.13,4119.62,3911.79,4016.0,66800518311.6,16519562.5,2800890112.0,66106992037.9
2017-08-22,4016.0,4104.82,3400.0,4040.0,67555526370.0,16520475.0,3764239872.0,67743202431.2
2017-08-23,4040.0,4265.8,4013.89,4114.01,68981289804.4,16522662.5,2369819904.0,68593954170.2
2017-08-24,4147.0,4371.68,4085.01,4316.01,71719067902.4,16523925.0,2037750016.0,71625870868.2
2017-08-25,4316.01,4453.91,4247.48,4280.68,72100292859.0,16525187.5,1727970048.0,72241507489.2
2017-08-26,4280.71,4367.0,4212.41,4337.44,70675091600.0,16526000.0,1511609984.0,71929882018.8
2017-08-27,4332.51,4400.0,4285.54,4310.01,71969913143.2,16528437.5,1537459968.0,72441993792.0
2017-08-28,4310.01,4399.82,4124.54,4386.69,72594582814.2,16530050.0,1959330048.0,72445588933.0
2017-08-29,4353.65,4625.85,4313.55,4587.48,75930832650.0,16531500.0,2486080000.0,75699786262.5
2017-08-30,4564.52,4647.51,4416.01,4555.14,75973586549.2,16534012.5,1937849984.0,75482724983.6
2017-08-31,4555.14,4745.42,4555.14,4724.89,78517382092.8,16536050.0,1944930048.0,77775374624.8
2017-09-01,4689.89,4885.55,4654.88,4834.91,79695291120.0,16537037.5,2599079936.0,80905039782.0
2017-09-02,4796.16,4939.19,4286.87,4472.14,75760868525.8,16540275.0,2722139904.0,75734114961.8
2017-09-03,4508.5,4714.76,4298.33,4509.08,76890792076.3,16542200.0,1933190016.0,75812181333.5
2017-09-04,4505.0,4527.49,3972.51,4100.11,75692148975.0,16542562.5,2987330048.0,70087101256.2
2017-09-05,4106.97,4484.99,3603.0,4366.47,74274178848.6,16546850.0,2697969920.0,72417728535.6
2017-09-06,4366.49,4662.87,4335.26,4619.77,75912811282.5,16548112.5,2172100096.0,76077049312.0
2017-09-07,4619.77,4788.59,4438.19,4691.61,77039601932.9,16551075.0,1844620032.0,76132843874.0
2017-09-08,4691.66,4735.39,4028.93,4282.8,71356979356.6,16553262.5,2700890112.0,69999555937.5
2017-09-09,4282.8,4426.62,4150.06,4258.81,70814966282.5,16553675.0,1386230016.0,69963847482.2
2017-09-10,4258.81,4283.0,3801.0,4130.37,71691497930.5,16557100.0,1679090048.0,68263826800.5
2017-09-11,4153.62,4334.43,4098.91,4208.47,69746785362.6532,16559200.0,1557330048.0,68907352119.2
2017-09-12,4208.6,4394.59,4040.8,4163.72,69874102306.5,16561625.0,1864530048.0,68412822896.0
2017-09-13,4159.72,4165.38,3760.0,3944.69,65614497261.1,16564000.0,2219409920.0,64311123695.2
2017-09-14,3944.0,3993.0,3165.13,3189.02,63345088094.5974,16564750.0,2716310016.0,52265453816.2
2017-09-15,3188.01,3856.0,2817.0,3700.0,62533631277.0,16568425.0,4148069888.0,60267886368.0
2017-09-16,3674.01,3950.0,3470.66,3714.95,61528837960.0,16570300.0,1818400000.0,60068678194.5
2017-09-17,3685.23,3748.21,3499.02,3699.99,62082482021.2,16572737.5,1239149952.0,59377995376.0
2017-09-18,3690.0,4123.2,3690.0,4035.01,67843960761.3,16574325.0,1943209984.0,67377945990.0
2017-09-19,4060.0,4089.97,3830.91,3910.04,64889284260.0,16575800.0,1563980032.0,65061185838.2
2017-09-20,3910.04,4046.08,3820.0,3900.0,65938973200.1,16577737.5,1213830016.0,64751811835.1
2017-09-21,3889.99,3910.0,3567.0,3609.99,60664303198.5,16579937.5,1411480064.0,60202370872.0
2017-09-22,3592.84,3750.0,3505.55,3595.87,59119056155.0,16581325.0,1194829952.0,60203040223.4
2017-09-23,3595.88,3817.19,3542.91,3780.0,62626656252.9,16583750.0,928113984.0,62892069388.8
2017-09-24,3779.54,3789.99,3622.76,3660.02,61417012140.6,16585562.5,768014976.0,61081971156.1
2017-09-25,3660.02,3979.87,3653.69,3920.75,65134901265.0,16586850.0,1374210048.0,65122213848.8
2017-09-26,3928.0,3976.99,3850.05,3882.35,64867502636.0,16588850.0,1043740032.0,64569365079.4
2017-09-27,3882.36,4249.94,3872.81,4193.0,69723276430.1,16590687.5,1686880000.0,69691950752.2
2017-09-28,4192.11,4300.0,4101.0,4174.5,69352809025.0,16592375.0,1712320000.0,69270823145.5
2017-09-29,4178.98,4263.86,3952.01,4174.69,69592424013.0,16595012.5,1367049984.0,69086146650.0
2017-09-30,4175.0,4380.0,4138.1,4378.51,71952969917.5,16596737.5,1207449984.0,72008428789.3
2017-10-01,4378.49,4406.52,4240.04,4378.48,71427295275.0,16597875.0,1208210048.0,73094870673.9
2017-10-02,4400.0,4561.63,4360.0,4380.0,72823312134.9,16600237.5,1431730048.0,73195646775.8
2017-10-03,4380.0,4467.33,4180.8,4310.0,71279730159.2,16602525.0,1288019968.0,71681069637.0
2017-10-04,4314.9,4373.0,4142.0,4208.59,70215884325.0,16603425.0,1116770048.0,70225033578.0
2017-10-05,4208.59,4355.0,4110.0,4292.43,72049945834.6,16605762.5,1161769984.0,71876277937.0
2017-10-06,4318.99,4417.0,4292.0,4369.0,72170693759.2,16607750.0,1069939968.0,72589262957.0
2017-10-07,4369.0,4479.5,4312.56,4423.0,72152763497.5,16608987.5,906928000.0,73529314833.0
2017-10-08,4425.0,4658.0,4425.0,4640.0,76453090033.9,16612000.0,1313869952.0,76589293760.0
2017-10-09,4640.0,4889.98,4550.0,4786.95,79381217030.7,16614012.5,1968739968.0,79282158943.2
2017-10-10,4786.95,4960.0,4680.59,4783.06,80118562455.0,16614525.0,1597139968.0,79457603223.9
2017-10-11,4783.06,4881.61,4710.0,4821.43,80089009599.0,16617750.0,1222279936.0,80205238020.0
2017-10-12,4821.43,5439.99,4810.16,5430.0,88501874725.4,16619662.5,2791610112.0,90525666971.7
2017-10-13,5439.99,5846.17,5379.84,5649.98,93265072580.0,16620050.0,3615480064.0,93864253933.5
2017-10-14,5650.0,5900.0,5580.01,5869.99,95407407494.0,16623125.0,1669030016.0,96942498330.5
2017-10-15,5855.03,5922.3,5400.01,5709.99,94730863792.5,16625575.0,1976039936.0,94403031754.5
2017-10-16,5710.0,5788.91,5585.19,5760.02,94964431959.4,16627737.5,2008070016.0,95203392843.0
2017-10-17,5760.0,5774.98,5508.63,5595.0,93188555403.2,16629787.5,1821570048.0,93218297188.6
2017-10-18,5595.0,5596.0,5037.95,5512.06,90250395092.5,16631112.5,2399269888.0,92982539105.8
2017-10-19,5513.0,5710.0,5490.26,5683.9,95272882875.6,16633900.0,1780540032.0,94954808115.0
2017-10-20,5683.31,6110.0,5600.0,6010.01,99475116074.0,16636137.5,2354429952.0,100007083345.0
2017-10-21,6013.72,6171.0,5850.03,6024.97,101248836087.5,16636625.0,2207099904.0,100353682389.0
2017-10-22,6003.27,6060.0,5720.03,5950.02,99562135447.0,16640325.0,2034630016.0,99981911326.0
2017-10-23,5975.0,6080.0,5621.03,5915.93,99162176293.75,16642137.5,2401840128.0,98695054084.0
2017-10-24,5909.47,5925.0,5450.0,5477.03,91642025553.7,16644550.0,2735699968.0,91988225799.7
2017-10-25,5506.92,5704.96,5286.98,5689.99,94381426739.3,16646862.5,1966989952.0,95732630219.6
2017-10-26,5670.1,5939.99,5650.0,5861.77,95501011083.7919,16647650.0,1905040000.0,98310176011.0
2017-10-27,5861.77,5980.0,5649.24,5768.83,96114589130.8,16650412.5,1710130048.0,96254297360.0
2017-10-28,5768.79,5850.02,5630.03,5719.64,96190524845.5,16651475.0,1403920000.0,95797359517.6
2017-10-29,5709.98,6189.88,5648.01,6169.98,103231443993.75,16653187.5,2859040000.0,102482445590.0
2017-10-30,6133.01,6248.68,6030.0,6120.5,101694785279.0,16655237.5,1772150016.0,102105356519.0
2017-10-31,6120.52,6498.01,6100.0,6463.0,106415422967.0,16656962.5,2311379968.0,107743731291.0
2017-11-01,6463.0,6774.67,6338.02,6753.98,109472811337.5,16658725.0,2870320128.0,112735345036.0
2017-11-02,6753.98,7300.0,6685.1,7019.98,117758780932.0,16660787.5,4653770240.0,117933380780.0
2017-11-03,7010.31,7346.34,6923.0,7115.04,119930391013.0,16662275.0,3369860096.0,120097405359.0
2017-11-04,7115.02,7480.99,6901.0,7357.09,123938478075.0,16663900.0,2483800064.0,122978748805.0
2017-11-05,7357.27,7590.25,7279.02,7345.01,124096421156.397,16664262.5,2380410112.0,123449206170.0
2017-11-06,7345.1,7401.0,6906.0,6960.12,116489128917.0,16667325.0,3111899904.0,117050623317.0
2017-11-07,6981.72,7198.49,6901.0,7064.04,118220619187.0,16669275.0,2326340096.0,119091456315.0
2017-11-08,7070.0,7770.02,6651.0,7303.0,123386340595.0,16669775.0,4602200064.0,124360767999.0
2017-11-09,7303.01,7392.0,7015.0,7079.99,119345862426.0,16672987.5,3226249984.0,119104730750.0
2017-11-10,7079.0,7279.91,6255.01,6506.98,112042515457.0,16674487.5,5208249856.0,110354089394.0
2017-11-11,6503.0,6797.98,6100.0,6245.05,107930879250.0,16675300.0,4908680192.0,106016076151.0
2017-11-12,6245.05,6630.0,5325.01,5811.03,95327831900.7,16676487.5,8957349888.0,99226193603.2
2017-11-13,5839.94,6697.47,5699.99,6465.99,109246250480.0,16678237.5,6263249920.0,109400650105.0
2017-11-14,6465.99,6684.98,6311.07,6574.99,110677604469.0,16679837.5,3197110016.0,110683148744.0
2017-11-15,6575.99,7298.0,6575.99,7240.06,119017775562.5,16680837.5,4200880128.0,122035826506.0
2017-11-16,7240.14,7940.0,7076.0,7864.5,130383139250.0,16683637.5,5123809792.0,131328418537.0
2017-11-17,7876.98,7989.0,7451.0,7699.19,129929811149.0,16685725.0,4651670016.0,128621507062.0
2017-11-18,7680.01,7819.99,7422.0,7761.94,129360928375.0,16686350.0,3667190016.0,129997247838.0
2017-11-19,7761.94,8123.15,7650.33,8038.0,133643141972.0,16689425.0,3149319936.0,134124196206.0
2017-11-20,8057.11,8319.99,7954.0,8212.0,137799223020.0,16691612.5,3488450048.0,136881802624.0
2017-11-21,8212.49,8400.0,7801.0,8119.51,137164736974.78,16691900.0,4277609984.0,134739693480.0
2017-11-22,8091.09,8322.68,8091.09,8205.92,138037428086.0,16695312.5,3633530112.0,137797862084.0
2017-11-23,8233.03,8260.0,8000.0,8019.99,136242741281.25,16697437.5,4225179904.0,134227860479.0
2017-11-24,8019.97,8369.0,7850.0,8138.0,137786800129.0,16699450.0,5058610176.0,137831976173.0
2017-11-25,8138.99,8734.78,8090.0,8700.01,145425891724.0,16701400.0,4342060032.0,146820557006.0
2017-11-26,8700.04,9350.0,8604.72,9128.02,155588445000.0,16703000.0,5475579904.0,155850742551.0
2017-11-27,9128.0,9654.28,9112.04,9650.0,162348370564.0,16705437.5,5653320192.0,164019464090.0
2017-11-28,9650.0,9939.0,9570.5,9896.8,166280421453.0,16707387.5,6348819968.0,168056012886.0
2017-11-29,9896.79,11300.03,8520.0,9687.88,181062238815.517,16708512.5,11568799744.0,165233728795.0
2017-11-30,9687.88,10900.0,8850.8,9838.96,169579202442.0,16711637.5,8310689792.0,171020085600.0
2017-12-01,9837.0,10898.0,9380.0,10782.99,181912888875.0,16713925.0,6783119872.0,183444663767.0
2017-12-02,10775.04,11190.0,10620.0,10890.01,183411490506.25,16714037.5,5138500096.0,185122039035.0
2017-12-03,10902.69,11825.0,10500.0,11165.41,189460332832.0,16718137.5,6608309760.0,189302389920.0
2017-12-04,11165.41,11600.0,10802.0,11579.0,189148569338.095,16719575.0,6132409856.0,194912755450.0
2017-12-05,11571.03,11853.0,11447.68,11699.99,198638586221.0,16722625.0,6895260160.0,199278350420.0
2017-12-06,11699.99,13615.23,11665.58,13550.05,226472551976.0,16724975.0,12656300032.0,239024437136.0
2017-12-07,13541.01,16649.96,13050.0,16599.0,237597125750.0,16725125.0,17950699520.0,299405364249.0
2017-12-08,16599.0,17204.99,14015.0,15880.0,267785606695.0,16728825.0,21135998976.0,277185764485.0
2017-12-09,15880.01,16269.3,12535.0,14656.07,248115354125.0,16730637.5,13911300096.0,253946084745.0
2017-12-10,14664.01,15720.12,12368.0,14899.98,248817190555.0,16733050.0,13433299968.0,258615393665.0
2017-12-11,14946.26,17470.0,14901.08,16587.97,280517165314.0,16735187.5,12153900032.0,283439888520.0
2017-12-12,16587.97,16976.45,15875.0,16349.99,281176318093.75,16736187.5,14603799552.0,291483935710.0
2017-12-13,16349.99,16546.0,14666.56,16033.29,281363023503.0,16739462.5,12976900096.0,274663619978.0
2017-12-14,16030.34,16445.0,15450.0,16334.98,277695407250.0,16741750.0,13777399808.0,277310347000.0
2017-12-15,16334.98,17991.0,16298.45,17539.83,297570694261.0,16743887.5,14309999616.0,296482120238.0
2017-12-16,17516.81,19539.0,17190.01,19102.66,326525438567.0,16746025.0,12740599808.0,326502485530.0
2017-12-17,19120.19,19798.68,18510.0,18860.02,334669169962.5,16747275.0,13314599936.0,320576568850.0
2017-12-18,18860.04,19300.0,17029.98,18856.25,317622713304.0,16750612.5,14839499776.0,320174318520.0
2017-12-19,18856.25,18950.0,16300.0,17295.2,297138524343.0,16752362.5,16894499840.0,297801055828.0
2017-12-20,17295.2,17720.35,14777.66,16488.98,282954580875.0,16752787.5,22149699584.0,278528964015.0
2017-12-21,16480.52,17309.5,14022.0,15492.64,268887463901.0,16755712.5,16516599808.0,264788651530.0
2017-12-22,15514.03,15699.34,10961.0,13326.61,254564539479.0,16757650.0,22197999616.0,231788283457.0
2017-12-23,13326.61,14950.0,12978.18,13300.0,242099142112.5,16758325.0,13086000128.0,246349213910.0
2017-12-24,13300.0,13819.99,11640.0,13500.0,233806132563.0,16761287.5,11572299776.0,233414163395.0
2017-12-25,13500.0,14300.0,12708.0,13699.34,236676918976.0,16762975.0,10664699904.0,235126843805.0
2017-12-26,13699.34,16050.0,13533.0,15689.01,258842032918.75,16763837.5,13454300160.0,269908107763.0
2017-12-27,15709.98,16498.05,14200.15,15459.99,261381479588.0,16766700.0,12487600128.0,265559172050.0
2017-12-28,15459.97,15539.99,13150.0,14182.11,241141682464.0,16768562.5,12336499712.0,244929825575.0
2017-12-29,14199.14,14981.0,13850.0,14378.9,241126663387.5,16769362.5,13025500160.0,245793634125.0
2017-12-30,14378.99,14398.85,11750.0,12440.01,221657719331.0,16772462.5,14452599808.0,217239803085.0
2017-12-31,12345.1,14050.11,12149.98,13716.36,237620437837.0,16774500.0,12136299520.0,237465823980.0
2018-01-01,13715.65,13818.55,12750.0,13380.0,224791879943.75,16774887.5,10291200000.0,229119155396.0
2018-01-02,13382.16,15473.49,12890.02,14675.11,251777079094.0,16778587.5,16846600192.0,251377913955.0
2018-01-03,14690.0,15307.56,14150.0,14919.51,252713577000.0,16780450.0,16871900160.0,255080562912.0
2018-01-04,14919.51,15280.0,13918.04,15059.54,255085455191.0,16782650.0,21783199744.0,261795321110.0
2018-01-05,15059.56,17176.24,14600.0,16960.39,288257943758.0,16784437.5,23840899072.0,292544135538.0
2018-01-06,16960.39,17143.13,16011.21,17069.79,278772664625.0,16785950.0,18314600448.0,294217423675.0
2018-01-07,17069.79,17099.96,15610.0,16150.03,279554272793.0,16788562.5,15866000384.0,276634797271.0
2018-01-08,16218.85,16322.3,12812.0,14902.54,256324304949.0,16790637.5,18413899776.0,254715263101.0
2018-01-09,14902.54,15500.0,14011.05,14400.0,249773190625.0,16791475.0,16659999744.0,245095808695.0
2018-01-10,14401.0,14955.66,13131.31,14907.09,254044267489.0,16794762.5,18500800512.0,251472635522.0
2018-01-11,14940.0,14968.68,11400.0,13238.78,224601252643.75,16797012.5,16534099968.0,225178724050.0
2018-01-12,13238.76,14109.78,12500.0,13740.01,233728069871.0,16799400.0,12065699840.0,234865160377.0
2018-01-13,13749.95,14580.0,13706.15,14210.0,243614497964.0,16801262.5,12763599872.0,241268592240.0
2018-01-14,14210.0,14339.5,12569.2,13474.99,222679339660.324,16802512.5,11084099584.0,231413491364.0
2018-01-15,13477.98,14249.99,13147.79,13539.93,235476004695.0,16805075.0,12750799872.0,232242775485.0
2018-01-16,13500.0,13542.93,9035.0,10900.0,187919737801.0,16807062.5,18853799936.0,193121120762.0
2018-01-17,10899.99,11680.99,9037.94,10988.79,182610291868.794,16808037.5,18830600192.0,188070430523.0
2018-01-18,10972.59,11878.82,10435.33,10961.97,190731457101.0,16811312.5,15020399616.0,192907550324.0
2018-01-19,10960.0,11795.0,10360.0,11474.98,192049767135.0,16813375.0,10740400128.0,195158837709.0
2018-01-20,11474.98,13099.0,11412.45,12799.94,195247228831.954,16813600.0,11801700352.0,216907619830.0
2018-01-21,12799.8,12799.8,10965.0,11530.0,193494205427.0,16817937.5,9935179776.0,195089460991.0
2018-01-22,11530.0,11926.35,9900.24,10760.05,189753227225.0,16819112.5,10537400320.0,183866421285.0
2018-01-23,10760.05,11399.0,9905.0,10799.18,188797048086.0,16822237.5,9660609536.0,182830257191.0
2018-01-24,10799.14,11570.48,10500.0,11349.99,189817650188.0,16824437.5,9940989952.0,191115225673.0
2018-01-25,11349.96,11794.05,10950.21,11175.27,193146695000.0,16824625.0,8873169920.0,189455303273.0
2018-01-26,11184.7,11643.0,10311.15,11089.0,184603886255.0,16828350.0,9746199552.0,187995804677.0
2018-01-27,11089.0,11650.0,10842.69,11491.0,193125827812.5,16830137.5,7583269888.0,192550550498.0
2018-01-28,11499.98,12244.0,11408.0,11879.95,198043813362.0,16832287.5,8350360064.0,198389948175.0
2018-01-29,11879.95,11975.02,11139.55,11251.0,188755376010.0,16834137.5,7107359744.0,190164444830.0
2018-01-30,11250.11,11308.42,9900.0,10237.51,174843810283.589,16835675.0,8637859840.0,170151556678.0
2018-01-31,10230.0,10425.85,9700.0,10285.1,170481810440.0,16837687.5,8041160192.0,172099559942.0
2018-02-01,10285.1,10335.0,8750.99,9224.52,152959231815.0,16839687.5,9959400448.0,154428564694.0
2018-02-02,9224.52,9250.0,8010.02,8873.03,152286777062.5,16841225.0,12726899712.0,148725283812.0
2018-02-03,8873.03,9473.01,8229.0,9199.96,152885414136.0,16843762.5,7263790080.0,154540000411.0
2018-02-04,9199.96,9368.0,7930.0,8184.81,141517216815.0,16845987.5,7073549824.0,139433682759.0
2018-02-05,8179.99,8382.8,6625.0,6939.99,134361254625.0,16846750.0,9285289984.0,117184385122.0
2018-02-06,6939.63,7878.0,6000.01,7652.14,129506188061.0,16850425.0,13999800320.0,130658094648.0
2018-02-07,7655.02,8476.0,7150.01,7599.0,136502016576.0,16852187.5,9169280000.0,128435001186.0
